Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week
39.0,Joshua Karty,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,12.1%,2.8,8
39.0,Wil Lutz,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,35.8%,2.8,8
37.0,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.0%,1.4,8
37.0,Eddy Pineiro,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.4%,1.4,8
36.0,Cairo Santos,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,16.2%,0.7,8
66.0,Tyler Bass,3.0,3.0,100.0,61,0.0,0.0,0.0,2.0,1.0,1,2,1,14.0,14.0,60.3%,31.900000000000002,9
65.0,Cairo Santos,3.0,3.0,100.0,53,0.0,1.0,0.0,0.0,2.0,0,0,1,13.0,13.0,16.2%,31.299999999999997,9
64.0,Blake Grupe,3.0,3.0,100.0,51,0.0,1.0,1.0,0.0,1.0,1,1,1,12.0,12.0,3.8%,30.6,9
63.0,Evan McPherson,2.0,2.0,100.0,44,0.0,1.0,0.0,1.0,0.0,5,5,1,12.0,12.0,45.5%,29.9,9
62.0,Chad Ryland,2.0,2.0,100.0,55,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,3.7%,29.2,9
61.0,Justin Tucker,2.0,2.0,100.0,37,0.0,0.0,2.0,0.0,0.0,5,5,1,11.0,11.0,14.6%,29.099999999999998,9
59.0,Austin Seibert,2.0,2.0,100.0,31,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,0.7%,27.8,9
59.0,Jason Sanders,2.0,2.0,100.0,39,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,46.1%,27.8,9
58.0,Brandon Aubrey,2.0,2.0,100.0,57,0.0,0.0,1.0,0.0,1.0,1,1,1,9.0,9.0,96.6%,27.700000000000003,9
57.0,Nick Folk,2.0,2.0,100.0,25,0.0,2.0,0.0,0.0,0.0,2,2,1,8.0,8.0,1.0%,27.199999999999996,9
56.0,Joshua Karty,2.0,2.0,100.0,38,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,12.1%,27.099999999999998,9
53.0,Harrison Butker,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,69.9%,25.600000000000005,9
53.0,Daniel Carlson,1.0,1.0,100.0,46,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,15.2%,25.600000000000005,9
53.0,Chase McLaughlin,1.0,1.0,100.0,47,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,70.4%,25.600000000000005,9
52.0,Jake Bates,1.0,1.0,100.0,27,0.0,1.0,0.0,0.0,0.0,3,3,1,6.0,6.0,92.2%,25.000000000000004,9
51.0,Eddy Pineiro,1.0,1.0,100.0,48,0.0,0.0,0.0,1.0,0.0,2,2,1,6.0,6.0,1.4%,24.900000000000002,9
49.0,Wil Lutz,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,35.8%,23.500000000000004,9
49.0,Jude McAtamney,1.0,1.0,100.0,31,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,0.7%,23.500000000000004,9
48.0,Matt Gay,2.0,3.0,66.7,54,0.0,0.0,0.0,1.0,1.0,1,1,1,10.0,10.0,16.6%,21.94,9
47.0,Brandon McManus,2.0,3.0,66.7,38,0.0,0.0,2.0,0.0,0.0,0,0,1,6.0,6.0,8.4%,19.140000000000004,9
46.0,Ka'imi Fairbairn,2.0,4.0,50.0,54,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,64.5%,18.2,9
45.0,Joey Slye,1.0,2.0,50.0,52,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,2.7%,15.8,9
44.0,Jake Elliott,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,60.6%,14.4,9
43.0,Dustin Hopkins,1.0,2.0,50.0,38,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,2.7%,13.7,9
42.0,Will Reichard,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,13.4%,2.5,9
41.0,Cameron Dicker,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,4,1,3.0,3.0,91.7%,2.3,9
39.0,Riley Patterson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.0%,2.1,9
39.0,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,21.6%,2.1,9
38.0,Jason Myers,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,3,1,2.0,2.0,9.6%,1.4,9
37.0,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,5.2%,0.7,9
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,9
1.0,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.3%,0.0,9
65.0,Joshua Karty,5.0,6.0,83.3,55,0.0,1.0,2.0,0.0,2.0,0,0,1,19.0,19.0,12.1%,33.76,10
64.0,Jason Sanders,3.0,3.0,100.0,50,0.0,0.0,1.0,0.0,2.0,2,2,1,15.0,15.0,46.1%,32.6,10
62.0,Joey Slye,4.0,4.0,100.0,37,0.0,1.0,3.0,0.0,0.0,1,1,1,13.0,13.0,2.7%,31.999999999999996,10
62.0,Parker Romo,4.0,4.0,100.0,45,0.0,1.0,2.0,1.0,0.0,0,0,1,13.0,13.0,1.1%,31.999999999999996,10
61.0,Tyler Bass,3.0,3.0,100.0,47,0.0,2.0,0.0,1.0,0.0,3,3,1,13.0,13.0,60.3%,31.4,10
60.0,Jake Bates,2.0,2.0,100.0,58,0.0,0.0,0.0,0.0,2.0,2,2,1,12.0,12.0,92.2%,29.799999999999997,10
59.0,Harrison Butker,3.0,3.0,100.0,36,0.0,2.0,1.0,0.0,0.0,1,1,1,10.0,10.0,69.9%,29.3,10
58.0,Zane Gonzalez,2.0,2.0,100.0,48,0.0,0.0,0.0,2.0,0.0,3,3,1,11.0,11.0,7.4%,29.099999999999998,10
57.0,Eddy Pineiro,2.0,2.0,100.0,53,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,1.4%,28.400000000000002,10
56.0,Jake Elliott,2.0,2.0,100.0,39,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,60.6%,28.4,10
55.0,Cameron Dicker,2.0,2.0,100.0,37,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,91.7%,27.8,10
54.0,Matt Gay,2.0,2.0,100.0,27,0.0,2.0,0.0,0.0,0.0,2,2,1,8.0,8.0,16.6%,27.199999999999996,10
52.0,Blake Grupe,2.0,2.0,100.0,38,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,3.8%,27.099999999999998,10
52.0,Chase McLaughlin,2.0,2.0,100.0,30,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,70.4%,27.099999999999998,10
51.0,Ka'imi Fairbairn,3.0,4.0,75.0,56,0.0,1.0,1.0,0.0,1.0,2,2,1,13.0,13.0,64.5%,26.5,10
49.0,Brandon Aubrey,2.0,2.0,100.0,46,0.0,1.0,0.0,1.0,0.0,0,0,1,7.0,7.0,96.6%,26.400000000000002,10
49.0,Spencer Shrader,2.0,2.0,100.0,45,0.0,1.0,0.0,1.0,0.0,0,0,1,7.0,7.0,1.9%,26.400000000000002,10
48.0,Chad Ryland,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,3.7%,25.600000000000005,10
47.0,Cairo Santos,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,0,0,1,3.0,3.0,16.2%,22.8,10
46.0,Jake Moody,3.0,6.0,50.0,44,0.0,1.0,1.0,1.0,0.0,2,2,1,12.0,12.0,12.5%,21.200000000000003,10
45.0,Graham Gano,1.0,2.0,50.0,42,0.0,0.0,0.0,1.0,0.0,2,2,1,6.0,6.0,3.3%,15.100000000000001,10
44.0,Nick Folk,1.0,2.0,50.0,27,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,1.0%,14.5,10
43.0,Younghoe Koo,1.0,4.0,25.0,27,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,21.6%,9.9,10
41.0,Chris Boswell,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,72.5%,2.8,10
41.0,Evan McPherson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,45.5%,2.8,10
40.0,Justin Tucker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,4,1,3.0,3.0,14.6%,2.1,10
39.0,Wil Lutz,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,35.8%,1.8000000000000003,10
38.0,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,5.2%,0.7,10
1.0,Daniel Carlson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,15.2%,0.0,10
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,10
1.0,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.3%,0.0,10
1.0,Charlie Smyth,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,10
65.0,Chris Boswell,6.0,6.0,100.0,57,0.0,1.0,2.0,0.0,3.0,0,0,1,24.0,24.0,72.5%,41.10000000000001,11
64.0,Matt Gay,3.0,3.0,100.0,56,0.0,0.0,0.0,2.0,1.0,1,1,1,14.0,14.0,16.6%,31.900000000000002,11
63.0,Joey Slye,3.0,3.0,100.0,42,0.0,1.0,1.0,1.0,0.0,1,2,1,11.0,11.0,2.7%,29.900000000000002,11
62.0,Cameron Dicker,2.0,2.0,100.0,53,1.0,0.0,0.0,0.0,1.0,4,4,1,12.0,12.0,91.7%,29.800000000000004,11
61.0,Jason Myers,2.0,2.0,100.0,57,0.0,0.0,0.0,0.0,2.0,2,2,1,12.0,12.0,9.6%,29.799999999999997,11
59.0,Anders Carlson,2.0,2.0,100.0,58,0.0,0.0,1.0,0.0,1.0,3,3,1,11.0,11.0,1.4%,29.100000000000005,11
59.0,Jason Sanders,2.0,2.0,100.0,46,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,46.1%,29.100000000000005,11
58.0,Jake Bates,1.0,1.0,100.0,54,0.0,0.0,0.0,0.0,1.0,7,7,1,12.0,12.0,92.2%,29.1,11
57.0,Ka'imi Fairbairn,2.0,2.0,100.0,33,0.0,1.0,1.0,0.0,0.0,4,4,1,10.0,10.0,64.5%,28.5,11
56.0,Younghoe Koo,2.0,2.0,100.0,51,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,21.6%,27.700000000000003,11
55.0,Wil Lutz,1.0,1.0,100.0,45,0.0,0.0,0.0,1.0,0.0,5,5,1,9.0,9.0,35.8%,27.000000000000004,11
53.0,Nick Folk,2.0,2.0,100.0,43,0.0,0.0,1.0,1.0,0.0,1,1,1,8.0,8.0,1.0%,27.0,11
53.0,Cam Little,2.0,2.0,100.0,59,0.0,0.0,1.0,0.0,1.0,0,0,1,8.0,8.0,5.2%,27.0,11
52.0,Daniel Carlson,2.0,2.0,100.0,27,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,15.2%,26.5,11
50.0,Tyler Bass,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,3,4,1,6.0,6.0,60.3%,24.900000000000002,11
50.0,Parker Romo,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,2,3,1,6.0,6.0,1.1%,24.900000000000002,11
48.0,Jake Moody,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,12.5%,24.200000000000003,11
48.0,Zane Gonzalez,1.0,1.0,100.0,45,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,7.4%,24.200000000000003,11
47.0,Cairo Santos,2.0,3.0,66.7,53,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,16.2%,21.34,11
46.0,Evan McPherson,2.0,4.0,50.0,27,0.0,2.0,0.0,0.0,0.0,3,3,1,9.0,9.0,45.5%,18.3,11
45.0,Jake Elliott,2.0,4.0,50.0,31,0.0,1.0,1.0,0.0,0.0,2,3,1,8.0,8.0,60.6%,17.499999999999996,11
44.0,Brandon Aubrey,1.0,2.0,50.0,64,0.0,0.0,0.0,0.0,1.0,1,1,1,6.0,6.0,96.6%,15.100000000000001,11
43.0,Justin Tucker,1.0,3.0,33.3,54,0.0,0.0,0.0,0.0,1.0,1,1,1,6.0,6.0,14.6%,11.96,11
42.0,Blake Grupe,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,1,5.0,5.0,3.8%,3.5,11
41.0,Joshua Karty,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,12.1%,3.0,11
40.0,Spencer Shrader,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.9%,2.1,11
39.0,Brandon McManus,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,8.4%,1.4,11
38.0,Dustin Hopkins,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,2.7%,0.4,11
1.0,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.9%,0.0,11
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,11
1.0,Chase McLaughlin,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,70.4%,0.0,11
1.0,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.3%,0.0,11
65.0,Wil Lutz,5.0,5.0,100.0,54,0.0,0.0,2.0,1.0,2.0,2,2,1,22.0,22.0,35.8%,38.9,12
64.0,Nick Folk,3.0,3.0,100.0,56,0.0,0.0,0.0,0.0,3.0,3,3,1,18.0,18.0,1.0%,34.7,12
63.0,Daniel Carlson,4.0,4.0,100.0,53,0.0,1.0,2.0,0.0,1.0,1,1,1,15.0,15.0,15.2%,33.4,12
62.0,Cameron Dicker,3.0,3.0,100.0,52,0.0,0.0,0.0,1.0,2.0,2,2,1,16.0,16.0,91.7%,33.3,12
61.0,Eddy Pineiro,4.0,4.0,100.0,33,0.0,1.0,3.0,0.0,0.0,1,1,1,13.0,13.0,1.4%,31.999999999999996,12
59.0,Jake Elliott,3.0,3.0,100.0,31,0.0,2.0,1.0,0.0,0.0,4,4,1,13.0,13.0,60.6%,31.4,12
59.0,Parker Romo,3.0,3.0,100.0,40,0.0,2.0,0.0,1.0,0.0,3,3,1,13.0,13.0,1.1%,31.4,12
58.0,Spencer Shrader,3.0,3.0,100.0,41,0.0,1.0,1.0,1.0,0.0,3,3,1,13.0,13.0,1.9%,31.3,12
57.0,Jason Sanders,2.0,2.0,100.0,51,0.0,1.0,0.0,0.0,1.0,4,4,1,12.0,12.0,46.1%,29.9,12
56.0,Brandon McManus,1.0,1.0,100.0,51,0.0,0.0,0.0,0.0,1.0,5,5,1,10.0,10.0,8.4%,27.700000000000003,12
55.0,Jake Bates,1.0,1.0,100.0,56,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,92.2%,26.3,12
54.0,Matt Gay,2.0,2.0,100.0,29,0.0,2.0,0.0,0.0,0.0,0,0,1,6.0,6.0,16.6%,25.8,12
53.0,Justin Tucker,1.0,1.0,100.0,45,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,14.6%,25.600000000000005,12
52.0,Chase McLaughlin,1.0,1.0,100.0,23,0.0,1.0,0.0,0.0,0.0,3,4,1,6.0,6.0,70.4%,25.000000000000004,12
51.0,Jason Myers,1.0,1.0,100.0,50,0.0,0.0,0.0,0.0,1.0,1,2,1,6.0,6.0,9.6%,24.900000000000002,12
50.0,Jake Moody,1.0,1.0,100.0,48,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,12.5%,24.200000000000003,12
49.0,Dustin Hopkins,1.0,1.0,100.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,2.7%,23.500000000000004,12
48.0,Ka'imi Fairbairn,2.0,3.0,66.7,54,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,64.5%,22.740000000000002,12
46.0,Cairo Santos,2.0,3.0,66.7,49,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,16.2%,21.240000000000002,12
46.0,Austin Seibert,2.0,3.0,66.7,51,0.0,0.0,0.0,1.0,1.0,0,2,1,9.0,9.0,0.7%,21.240000000000002,12
45.0,Chris Boswell,2.0,3.0,66.7,48,0.0,1.0,0.0,1.0,0.0,1,1,1,8.0,8.0,72.5%,20.64,12
44.0,Brandon Aubrey,2.0,4.0,50.0,48,0.0,0.0,0.0,2.0,0.0,4,4,1,12.0,12.0,96.6%,20.200000000000003,12
43.0,Chad Ryland,2.0,3.0,66.7,35,0.0,1.0,1.0,0.0,0.0,0,0,1,6.0,6.0,3.7%,19.240000000000002,12
42.0,Joshua Karty,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,12.1%,1.6,12
41.0,Joey Slye,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,2.7%,0.9000000000000001,12
40.0,Graham Gano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,3.3%,0.7,12
1.0,Tyler Bass,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,60.3%,0.0,12
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,12
1.0,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.3%,0.0,12
1.0,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.9%,0.0,12
1.0,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.6%,0.0,12
1.0,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5.2%,0.0,12
66.0,Chad Ryland,5.0,6.0,83.3,40,0.0,2.0,2.0,1.0,0.0,1,1,1,17.0,17.0,3.7%,32.46,13
64.0,Ka'imi Fairbairn,3.0,3.0,100.0,53,0.0,1.0,1.0,0.0,1.0,2,2,1,13.0,13.0,64.5%,31.3,13
64.0,Brandon McManus,3.0,3.0,100.0,46,0.0,1.0,1.0,1.0,0.0,3,3,1,13.0,13.0,8.4%,31.3,13
63.0,Cameron Dicker,3.0,3.0,100.0,51,0.0,0.0,1.0,1.0,1.0,0,0,1,12.0,12.0,91.7%,30.500000000000007,13
62.0,Chase McLaughlin,4.0,5.0,80.0,51,0.0,2.0,1.0,0.0,1.0,2,2,1,16.0,16.0,70.4%,30.400000000000002,13
61.0,Wil Lutz,2.0,2.0,100.0,36,0.0,1.0,1.0,0.0,0.0,5,5,1,11.0,11.0,35.8%,29.2,13
60.0,Jason Myers,2.0,2.0,100.0,54,0.0,0.0,0.0,1.0,1.0,2,3,1,11.0,11.0,9.6%,29.100000000000005,13
59.0,Matthew Wright,4.0,5.0,80.0,42,0.0,1.0,2.0,1.0,0.0,1,1,1,14.0,14.0,2.3%,28.900000000000002,13
58.0,Chris Boswell,3.0,4.0,75.0,50,0.0,0.0,2.0,0.0,1.0,5,5,1,16.0,16.0,72.5%,28.500000000000004,13
57.0,Graham Gano,2.0,2.0,100.0,47,0.0,0.0,0.0,2.0,0.0,2,2,1,10.0,10.0,3.3%,28.4,13
56.0,Brandon Aubrey,2.0,2.0,100.0,33,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,96.6%,27.8,13
55.0,Nick Folk,2.0,2.0,100.0,44,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,1.0%,27.7,13
54.0,Parker Romo,3.0,4.0,75.0,55,0.0,0.0,1.0,1.0,1.0,2,2,1,14.0,14.0,1.1%,27.100000000000005,13
53.0,Evan McPherson,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,45.5%,26.3,13
52.0,Jake Bates,3.0,4.0,75.0,48,0.0,0.0,2.0,1.0,0.0,2,2,1,12.0,12.0,92.2%,25.700000000000003,13
51.0,Jake Elliott,1.0,1.0,100.0,35,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,60.6%,24.900000000000002,13
50.0,Matt Gay,1.0,1.0,100.0,25,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,16.6%,24.3,13
49.0,Eddy Pineiro,3.0,5.0,60.0,47,0.0,2.0,0.0,1.0,0.0,2,2,1,12.0,12.0,1.4%,23.1,13
48.0,Joey Slye,3.0,5.0,60.0,54,0.0,0.0,2.0,0.0,1.0,1,1,1,12.0,12.0,2.7%,22.9,13
47.0,Jason Sanders,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,0,0,1,3.0,3.0,46.1%,22.8,13
46.0,Blake Grupe,2.0,3.0,66.7,54,0.0,0.0,0.0,0.0,2.0,0,0,1,10.0,10.0,3.8%,21.94,13
45.0,Younghoe Koo,2.0,3.0,66.7,41,0.0,1.0,0.0,1.0,0.0,1,1,1,8.0,8.0,21.6%,20.64,13
44.0,Cam Little,2.0,3.0,66.7,33,0.0,0.0,2.0,0.0,0.0,0,0,1,6.0,6.0,5.2%,19.140000000000004,13
43.0,Justin Tucker,2.0,4.0,50.0,50,0.0,0.0,1.0,0.0,1.0,1,2,1,9.0,9.0,14.6%,18.099999999999998,13
42.0,Dustin Hopkins,1.0,2.0,50.0,45,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,2.7%,15.8,13
41.0,Jake Moody,1.0,3.0,33.3,33,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,12.5%,10.559999999999999,13
40.0,Daniel Carlson,1.0,4.0,25.0,27,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,15.2%,9.9,13
39.0,Zane Gonzalez,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,7.4%,4.6,13
38.0,Tyler Bass,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,1,5.0,5.0,60.3%,3.7,13
37.0,Joshua Karty,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,12.1%,2.1,13
36.0,Cairo Santos,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,16.2%,1.4,13
35.0,Anders Carlson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,1.0,1.0,1.4%,0.7,13
65.0,Anders Carlson,4.0,4.0,100.0,42,0.0,1.0,1.0,2.0,0.0,2,2,1,16.0,16.0,1.4%,34.099999999999994,14
65.0,Jason Sanders,4.0,4.0,100.0,57,0.0,1.0,1.0,0.0,2.0,0,1,1,16.0,16.0,46.1%,34.099999999999994,14
64.0,Matthew Wright,4.0,4.0,100.0,50,0.0,0.0,2.0,1.0,1.0,1,1,1,16.0,16.0,2.3%,34.0,14
63.0,Jason Myers,3.0,3.0,100.0,36,0.0,1.0,2.0,0.0,0.0,3,3,1,12.0,12.0,9.6%,30.6,14
61.0,Jake Bates,2.0,2.0,100.0,43,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,92.2%,29.100000000000005,14
61.0,Chris Boswell,2.0,2.0,100.0,54,0.0,0.0,1.0,0.0,1.0,3,3,1,11.0,11.0,72.5%,29.100000000000005,14
60.0,Cade York,2.0,2.0,100.0,37,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,2.9%,27.8,14
59.0,Brandon Aubrey,2.0,2.0,100.0,47,0.0,0.0,1.0,1.0,0.0,2,2,1,9.0,9.0,96.6%,27.700000000000003,14
57.0,Daniel Carlson,2.0,2.0,100.0,27,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,15.2%,26.5,14
57.0,Younghoe Koo,2.0,2.0,100.0,29,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,21.6%,26.5,14
55.0,Joshua Karty,1.0,1.0,100.0,22,0.0,1.0,0.0,0.0,0.0,5,6,1,8.0,8.0,12.1%,26.4,14
55.0,Jake Moody,1.0,1.0,100.0,23,0.0,1.0,0.0,0.0,0.0,5,5,1,8.0,8.0,12.5%,26.4,14
54.0,Nick Folk,2.0,2.0,100.0,46,0.0,0.0,1.0,1.0,0.0,0,0,1,7.0,7.0,1.0%,26.300000000000004,14
53.0,Brandon McManus,1.0,1.0,100.0,32,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,8.4%,25.600000000000005,14
52.0,Cameron Dicker,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,91.7%,24.200000000000003,14
51.0,Cam Little,1.0,1.0,100.0,23,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,5.2%,23.6,14
50.0,Eddy Pineiro,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,1,2,1,4.0,4.0,1.4%,23.500000000000004,14
49.0,Chad Ryland,1.0,2.0,50.0,28,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,3.7%,13.799999999999999,14
48.0,Graham Gano,1.0,2.0,50.0,48,0.0,0.0,0.0,1.0,0.0,0,0,1,4.0,4.0,3.3%,13.7,14
47.0,Will Reichard,0.0,1.0,0.0,39,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,13.4%,4.4,14
46.0,Tyler Bass,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,60.3%,4.2,14
45.0,Chase McLaughlin,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,70.4%,2.8,14
43.0,Dustin Hopkins,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,2.7%,1.8000000000000003,14
43.0,Blake Grupe,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,3.8%,1.8000000000000003,14
42.0,Jake Elliott,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,60.6%,1.6,14
41.0,Cairo Santos,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,16.2%,0.7,14
