Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,FL,G,FPTS,FPTS/G,ROST,Score,week
192.0,Michael Mayer,1.0,2,0.0,14.0,14.0,0.0,0.0,0,0,1,2.4,2.4,13.1%,5.53,17
192.0,John Bates,1.0,1,0.0,14.0,14.0,0.0,0.0,0,0,1,2.4,2.4,0.6%,5.53,17
191.0,Chris Manhertz,1.0,1,0.0,12.0,12.0,0.0,0.0,0,0,1,2.2,2.2,0.0%,4.890000000000001,17
190.0,Jake Ferguson,3.0,5,0.0,6.0,7.0,0.0,0.0,0,1,1,2.8,2.8,70.4%,4.609999999999999,17
189.0,Tyler Higbee,2.0,3,0.0,4.5,7.0,0.0,0.0,0,0,1,2.9,2.9,17.2%,4.105,17
185.0,Blake Whiteheart,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.0%,3.61,17
185.0,Connor Heyward,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.1%,3.61,17
185.0,Darnell Washington,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,3.0%,3.61,17
185.0,Tucker Fisk,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.6%,3.61,17
182.0,Nate Adkins,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,1.1%,3.29,17
182.0,Johnny Mundt,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,0.1%,3.29,17
182.0,Cam Grandy,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,0.0%,3.29,17
180.0,Charlie Woerner,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,0.1%,2.97,17
180.0,Noah Gray,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,16.3%,2.97,17
178.0,Ja'Tavion Sanders,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,19.6%,2.6500000000000004,17
178.0,Adam Trautman,1.0,3,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,0.7%,2.6500000000000004,17
176.0,Dawson Knox,1.0,3,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,5.6%,2.33,17
176.0,Luke Musgrave,1.0,1,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,11.0%,2.33,17
174.0,Lucas Krull,1.0,1,0.0,3.0,3.0,0.0,0.0,0,0,1,1.3,1.3,1.0%,2.0100000000000002,17
