Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,FL,G,FPTS,FPTS/G,ROST,Score,week
228.0,Isaiah Likely,9.0,12,0.0,12.3,49.0,1.0,0.0,0,0,1,26.1,26.1,50.8%,28.265,1
227.0,Foster Moreau,4.0,4,0.0,10.8,22.0,1.0,0.0,0,0,1,14.3,14.3,1.4%,15.330000000000002,1
226.0,Brock Bowers,6.0,8,0.0,9.7,26.0,1.0,0.0,0,0,1,11.8,11.8,98.9%,14.515,1
225.0,Taysom Hill,1.0,2,35.0,1.0,1.0,0.0,0.0,5,0,1,4.6,4.6,19.9%,12.57,1
224.0,David Njoku,4.0,5,0.0,11.0,29.0,1.0,0.0,0,0,1,8.4,8.4,90.3%,11.93,1
223.0,Kyle Pitts,3.0,3,0.0,8.7,12.0,0.0,0.0,0,0,1,11.6,11.6,53.2%,11.675,1
222.0,Juwan Johnson,2.0,3,0.0,13.0,16.0,0.0,0.0,0,0,1,10.6,10.6,18.0%,11.67,1
221.0,Colby Parkinson,4.0,5,0.0,11.8,20.0,1.0,0.0,0,0,1,8.7,8.7,3.3%,11.36,1
220.0,George Kittle,4.0,5,0.0,10.0,26.0,1.0,0.0,0,0,1,8.0,8.0,97.9%,11.200000000000001,1
219.0,Sam LaPorta,4.0,5,0.0,11.3,18.0,0.0,0.0,0,0,1,8.5,8.5,97.7%,10.844999999999999,1
218.0,Tucker Kraft,2.0,3,0.0,18.5,29.0,1.0,0.0,0,0,1,5.7,5.7,85.2%,10.465,1
217.0,Chig Okonkwo,2.0,2,0.0,7.5,17.0,0.0,0.0,0,0,1,9.5,9.5,25.0%,10.175,1
216.0,Dallas Goedert,4.0,5,0.0,7.8,21.0,1.0,0.0,0,0,1,7.1,7.1,80.7%,9.739999999999998,1
215.0,Hayden Hurst,2.0,3,0.0,16.5,27.0,1.0,0.0,0,0,1,5.3,5.3,0.6%,9.684999999999999,1
214.0,Travis Kelce,3.0,4,0.0,11.3,23.0,1.0,0.0,0,0,1,6.4,6.4,95.1%,9.625,1
213.0,Trey McBride,5.0,9,0.0,6.0,8.0,0.0,0.0,0,0,1,8.0,8.0,98.3%,9.05,1
212.0,Noah Gray,3.0,3,0.0,12.3,13.0,0.0,0.0,0,0,1,6.7,6.7,16.3%,8.885,1
211.0,Dawson Knox,1.0,2,0.0,23.0,23.0,1.0,0.0,0,0,1,3.3,3.3,5.6%,8.51,1
210.0,Josh Oliver,2.0,2,0.0,13.5,22.0,1.0,0.0,0,0,1,4.7,4.7,1.1%,8.315,1
209.0,Austin Hooper,2.0,4,0.0,15.5,16.0,0.0,0.0,0,0,1,5.1,5.1,3.5%,8.195,1
208.0,Pat Freiermuth,4.0,4,0.0,6.8,10.0,0.0,0.0,0,0,1,6.7,6.7,59.4%,8.11,1
207.0,Zach Ertz,3.0,4,0.0,9.3,12.0,0.0,0.0,0,0,1,5.8,5.8,47.9%,7.705,1
206.0,Jordan Akins,3.0,4,0.0,9.0,13.0,0.0,0.0,0,0,1,5.7,5.7,1.0%,7.6899999999999995,1
205.0,Theo Johnson,1.0,4,0.0,18.0,18.0,0.0,0.0,0,0,1,2.8,2.8,17.6%,6.81,1
204.0,Mike Gesicki,3.0,4,0.0,6.0,7.0,0.0,0.0,0,0,1,4.8,4.8,33.7%,6.01,1
203.0,Dalton Schultz,3.0,3,0.0,5.3,7.0,0.0,0.0,0,0,1,4.6,4.6,23.2%,5.765,1
202.0,Jake Ferguson,3.0,5,0.0,5.0,7.0,0.0,0.0,0,0,1,4.5,4.5,70.4%,5.6499999999999995,1
201.0,Hunter Henry,2.0,3,0.0,9.0,9.0,0.0,0.0,0,0,1,3.8,3.8,48.6%,5.609999999999999,1
200.0,Mark Andrews,2.0,2,0.0,7.0,11.0,0.0,0.0,0,0,1,3.4,3.4,94.0%,5.23,1
199.0,Will Dissly,1.0,1,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,8.4%,5.209999999999999,1
198.0,Johnny Mundt,2.0,3,0.0,7.5,9.0,0.0,0.0,0,0,1,3.5,3.5,0.1%,5.175,1
197.0,Tanner Hudson,2.0,3,0.0,9.0,13.0,0.0,0.0,0,1,1,1.8,1.8,1.2%,4.609999999999999,1
196.0,Noah Fant,2.0,4,0.0,5.5,9.0,0.0,0.0,0,0,1,3.1,3.1,17.7%,4.595,1
194.0,Dalton Kincaid,1.0,2,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,81.1%,4.57,1
194.0,Grant Calcaterra,1.0,1,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,2.8%,4.57,1
192.0,Greg Dulcich,2.0,3,0.0,6.0,7.0,0.0,0.0,0,0,1,3.2,3.2,3.0%,4.54,1
192.0,Elijah Higgins,2.0,2,0.0,6.0,7.0,0.0,0.0,0,0,1,3.2,3.2,2.0%,4.54,1
191.0,Nick Vannett,2.0,2,0.0,5.5,8.0,0.0,0.0,0,0,1,3.1,3.1,0.0%,4.495,1
190.0,MyCole Pruitt,1.0,2,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,1.0%,3.9299999999999993,1
189.0,Jonnu Smith,1.0,2,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,90.5%,3.29,1
187.0,Tyler Conklin,1.0,2,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,13.9%,2.97,1
187.0,Julian Hill,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,0.6%,2.97,1
186.0,Michael Mayer,2.0,3,0.0,1.5,3.0,0.0,0.0,0,0,1,2.3,2.3,13.1%,2.835,1
183.0,Evan Engram,1.0,4,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,87.6%,2.6500000000000004,1
183.0,Cade Otton,1.0,2,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,37.4%,2.6500000000000004,1
183.0,Darnell Washington,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,3.0%,2.6500000000000004,1
180.0,Ja'Tavion Sanders,1.0,1,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,19.6%,2.33,1
180.0,Cole Kmet,1.0,1,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,26.5%,2.33,1
180.0,Charlie Woerner,1.0,2,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,0.1%,2.33,1
178.0,Brevin Jordan,1.0,2,0.0,3.0,3.0,0.0,0.0,0,0,1,1.3,1.3,0.7%,2.0100000000000002,1
230.0,Hunter Henry,8.0,12,0.0,13.6,35.0,1.0,0.0,0,0,1,18.9,18.9,48.6%,21.669999999999998,2
229.0,George Kittle,7.0,8,0.0,10.9,25.0,1.0,0.0,0,0,1,20.6,20.6,97.9%,21.105,2
228.0,Brock Bowers,9.0,9,0.0,10.9,27.0,2.0,0.0,0,0,1,18.8,18.8,98.9%,20.845000000000002,2
227.0,Mike Gesicki,7.0,9,0.0,13.0,37.0,1.0,0.0,0,0,1,16.1,16.1,33.7%,19.47,2
226.0,Trey McBride,6.0,6,0.0,11.2,21.0,1.0,0.0,0,0,1,18.7,18.7,98.3%,19.07,2
225.0,Brenton Strange,3.0,6,0.0,21.7,30.0,2.0,0.0,0,0,1,9.5,9.5,33.2%,14.155,2
224.0,Zach Ertz,4.0,4,0.0,15.5,21.0,2.0,0.0,0,0,1,10.2,10.2,47.9%,13.165,2
223.0,Jonnu Smith,6.0,7,0.0,8.8,15.0,0.0,0.0,0,0,1,11.3,11.3,90.5%,12.830000000000002,2
222.0,Luke Schoonmaker,6.0,6,0.0,7.2,15.0,0.0,0.0,0,0,1,10.3,10.3,4.6%,11.89,2
221.0,Mark Andrews,4.0,5,0.0,12.8,16.0,0.0,0.0,0,0,1,9.1,9.1,94.0%,11.290000000000001,2
220.0,Elijah Higgins,1.0,1,0.0,18.0,18.0,0.0,0.0,0,0,1,8.8,8.8,2.0%,11.010000000000002,2
219.0,Pat Freiermuth,4.0,4,0.0,9.8,14.0,0.0,0.0,0,0,1,7.9,7.9,59.4%,9.8,2
218.0,Erick All Jr.,4.0,4,0.0,8.0,19.0,0.0,0.0,0,0,1,7.2,7.2,1.1%,9.540000000000001,2
217.0,Dallas Goedert,3.0,4,0.0,12.7,16.0,0.0,0.0,0,0,1,6.8,6.8,80.7%,9.315000000000001,2
216.0,Dalton Kincaid,4.0,4,0.0,8.3,9.0,0.0,0.0,0,0,1,7.3,7.3,81.1%,8.655,2
215.0,Cole Kmet,4.0,5,0.0,6.8,12.0,0.0,0.0,0,0,1,6.7,6.7,26.5%,8.31,2
214.0,Mo Alie-Cox,1.0,1,0.0,22.0,22.0,1.0,0.0,0,0,1,3.2,3.2,0.6%,8.19,2
213.0,Will Dissly,3.0,3,0.0,9.7,15.0,0.0,0.0,0,0,1,5.9,5.9,8.4%,8.135,2
212.0,Drew Sample,3.0,3,0.0,9.3,12.0,0.0,0.0,0,0,1,5.8,5.8,0.6%,7.705,2
211.0,Isaiah Likely,2.0,3,0.0,13.0,15.0,0.0,0.0,0,0,1,4.6,4.6,50.8%,7.37,2
210.0,Eric Saubert,2.0,2,0.0,13.0,14.0,0.0,0.0,0,0,1,4.6,4.6,1.8%,7.27,2
209.0,Taysom Hill,1.0,1,18.0,1.0,1.0,0.0,0.0,3,0,1,2.9,2.9,19.9%,7.13,2
208.0,Tommy Tremble,3.0,4,0.0,7.7,12.0,0.0,0.0,0,0,1,5.3,5.3,1.6%,7.115,2
207.0,Darnell Washington,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,7.5,7.5,3.0%,6.85,2
206.0,Cade Stover,1.0,1,0.0,18.0,18.0,0.0,0.0,0,0,1,2.8,2.8,3.8%,6.81,2
205.0,Dalton Schultz,2.0,3,0.0,10.5,16.0,0.0,0.0,0,0,1,4.1,4.1,23.2%,6.744999999999999,2
204.0,Kyle Pitts,3.0,4,0.0,6.7,11.0,0.0,0.0,0,0,1,5.0,5.0,53.2%,6.654999999999999,2
203.0,Grant Calcaterra,2.0,2,0.0,9.5,15.0,0.0,0.0,0,0,1,3.9,3.9,2.8%,6.355,2
202.0,Tucker Kraft,2.0,2,0.0,8.0,17.0,0.0,0.0,0,0,1,3.6,3.6,85.2%,6.12,2
201.0,Greg Dulcich,3.0,8,0.0,5.3,9.0,0.0,0.0,0,0,1,4.6,4.6,3.0%,5.964999999999999,2
200.0,Chig Okonkwo,3.0,3,0.0,5.3,8.0,0.0,0.0,0,0,1,4.6,4.6,25.0%,5.864999999999999,2
199.0,Noah Fant,1.0,3,0.0,14.0,14.0,0.0,0.0,0,0,1,2.4,2.4,17.7%,5.53,2
198.0,Josh Whyle,2.0,2,0.0,6.5,12.0,0.0,0.0,0,0,1,3.3,3.3,0.9%,5.1850000000000005,2
196.0,Drew Ogletree,1.0,2,0.0,12.0,12.0,0.0,0.0,0,0,1,2.2,2.2,1.1%,4.890000000000001,2
196.0,Colby Parkinson,1.0,2,0.0,12.0,12.0,0.0,0.0,0,0,1,2.2,2.2,3.3%,4.890000000000001,2
194.0,Luke Farrell,2.0,2,0.0,6.5,7.0,0.0,0.0,0,0,1,3.3,3.3,0.1%,4.6850000000000005,2
194.0,Sam LaPorta,2.0,3,0.0,6.5,7.0,0.0,0.0,0,0,1,3.3,3.3,97.7%,4.6850000000000005,2
193.0,Michael Mayer,1.0,1,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,13.1%,4.57,2
192.0,Johnny Mundt,2.0,3,0.0,6.0,6.0,0.0,0.0,0,0,1,3.2,3.2,0.1%,4.44,2
190.0,Jordan Akins,1.0,1,0.0,10.0,10.0,0.0,0.0,0,0,1,2.0,2.0,1.0%,4.25,2
190.0,Tyler Conklin,1.0,2,0.0,10.0,10.0,0.0,0.0,0,0,1,2.0,2.0,13.9%,4.25,2
189.0,Kylen Granson,1.0,2,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,1.1%,3.9299999999999993,2
188.0,Ja'Tavion Sanders,2.0,2,0.0,4.0,6.0,0.0,0.0,0,0,1,2.8,2.8,19.6%,3.8599999999999994,2
187.0,Durham Smythe,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.6%,3.61,2
186.0,Jared Wiley,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,1.0%,3.29,2
184.0,Travis Kelce,1.0,3,1.0,5.0,5.0,0.0,0.0,1,0,1,1.6,1.6,95.1%,2.97,2
184.0,Luke Musgrave,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,11.0%,2.97,2
181.0,John Bates,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,0.6%,2.6500000000000004,2
181.0,Austin Hooper,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,3.5%,2.6500000000000004,2
181.0,Hayden Hurst,1.0,2,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,0.6%,2.6500000000000004,2
228.0,Dallas Goedert,10.0,11,0.0,17.0,61.0,4.0,0.0,0,0,1,27.0,27.0,80.7%,31.450000000000003,3
227.0,Cole Kmet,10.0,11,0.0,9.7,19.0,0.0,0.0,0,0,1,25.7,25.7,26.5%,24.845,3
226.0,Jake Ferguson,6.0,11,0.0,15.8,26.0,2.0,0.0,0,0,1,15.5,15.5,70.4%,18.12,3
225.0,Tyler Conklin,5.0,6,0.0,18.6,22.0,3.0,0.0,0,0,1,14.3,14.3,13.9%,17.05,3
224.0,Kyle Pitts,2.0,5,0.0,29.5,50.0,1.0,0.0,0,0,1,7.9,7.9,53.2%,15.754999999999999,3
223.0,Dalton Kincaid,3.0,5,0.0,13.7,28.0,1.0,0.0,0,0,1,13.1,13.1,81.1%,15.174999999999999,3
222.0,Kylen Granson,1.0,1,0.0,40.0,40.0,1.0,0.0,0,0,1,5.0,5.0,1.1%,13.95,3
221.0,Noah Fant,6.0,6,0.0,10.0,16.0,0.0,0.0,0,0,1,12.0,12.0,17.7%,13.6,3
220.0,Cade Otton,7.0,8,0.0,6.7,13.0,0.0,0.0,0,1,1,9.7,9.7,37.4%,11.545,3
219.0,Josh Whyle,4.0,5,0.0,10.8,23.0,1.0,0.0,0,0,1,8.3,8.3,0.9%,11.23,3
218.0,Mike Gesicki,4.0,5,0.0,11.8,17.0,0.0,0.0,0,0,1,8.7,8.7,33.7%,10.959999999999999,3
217.0,Charlie Kolar,1.0,1,0.0,30.0,30.0,1.0,0.0,0,0,1,4.0,4.0,0.1%,10.749999999999998,3
216.0,Brock Bowers,3.0,4,0.0,13.7,21.0,1.0,0.0,0,0,1,7.1,7.1,98.9%,10.274999999999999,3
215.0,Zach Ertz,5.0,5,0.0,7.6,12.0,0.0,0.0,0,0,1,8.8,8.8,47.9%,10.25,3
214.0,Sam LaPorta,2.0,2,0.0,18.0,24.0,1.0,0.0,0,0,1,5.6,5.6,97.7%,9.819999999999999,3
213.0,Eric Saubert,2.0,2,0.0,20.5,17.0,0.0,0.0,0,0,1,6.1,6.1,1.8%,9.745,3
212.0,Pat Freiermuth,4.0,5,0.0,8.3,15.0,0.0,0.0,0,0,1,7.3,7.3,59.4%,9.254999999999999,3
211.0,Travis Kelce,4.0,5,0.0,7.5,17.0,0.0,0.0,0,0,1,7.0,7.0,95.1%,9.125,3
210.0,Brock Wright,4.0,5,0.0,8.5,11.0,0.0,0.0,0,0,1,7.4,7.4,0.8%,8.955,3
209.0,Tommy Tremble,3.0,3,0.0,9.7,20.0,1.0,0.0,0,0,1,5.9,5.9,1.6%,8.735,3
208.0,Brenton Strange,2.0,5,0.0,6.0,6.0,0.0,0.0,0,0,1,9.2,9.2,33.2%,8.64,3
207.0,Nick Vannett,2.0,2,0.0,4.5,8.0,0.0,0.0,0,0,1,8.9,8.9,0.0%,8.405000000000001,3
206.0,Jordan Akins,4.0,7,0.0,7.3,10.0,0.0,0.0,0,0,1,6.9,6.9,1.0%,8.325000000000001,3
205.0,Tucker Kraft,2.0,3,0.0,12.0,21.0,1.0,0.0,0,0,1,4.4,4.4,85.2%,7.779999999999999,3
204.0,Erick All Jr.,4.0,4,0.0,5.5,8.0,0.0,0.0,0,0,1,6.2,6.2,1.1%,7.365,3
203.0,Austin Hooper,1.0,4,0.0,19.0,19.0,0.0,0.0,0,0,1,2.9,2.9,3.5%,7.130000000000001,3
202.0,Trey McBride,3.0,6,0.0,8.3,9.0,0.0,0.0,0,0,1,5.5,5.5,98.3%,7.045,3
201.0,Julian Hill,2.0,2,0.0,12.0,13.0,0.0,0.0,0,0,1,4.4,4.4,0.6%,6.880000000000001,3
200.0,Colby Parkinson,3.0,5,0.0,7.0,9.0,0.0,0.0,0,0,1,5.1,5.1,3.3%,6.5699999999999985,3
199.0,Daniel Bellinger,1.0,1,0.0,17.0,17.0,0.0,0.0,0,0,1,2.7,2.7,2.7%,6.49,3
198.0,Will Dissly,3.0,3,0.0,6.3,7.0,0.0,0.0,0,0,1,4.9,4.9,8.4%,6.125,3
197.0,Jonnu Smith,2.0,3,0.0,9.0,13.0,0.0,0.0,0,0,1,3.8,3.8,90.5%,6.009999999999999,3
196.0,Johnny Mundt,1.0,3,0.0,2.0,2.0,0.0,0.0,0,0,1,7.2,7.2,0.1%,5.890000000000001,3
195.0,AJ Barner,3.0,3,0.0,4.3,8.0,0.0,0.0,0,0,1,4.3,4.3,4.5%,5.505,3
194.0,Jeremy Ruckert,2.0,2,0.0,7.5,11.0,0.0,0.0,0,0,1,3.5,3.5,1.9%,5.375,3
191.0,Noah Gray,1.0,2,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,16.3%,5.209999999999999,3
191.0,Adam Trautman,1.0,1,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,0.7%,5.209999999999999,3
191.0,Theo Johnson,1.0,3,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,17.6%,5.209999999999999,3
189.0,Hayden Hurst,2.0,2,0.0,7.5,8.0,0.0,0.0,0,0,1,3.5,3.5,0.6%,5.075,3
189.0,Chig Okonkwo,2.0,2,0.0,7.5,8.0,0.0,0.0,0,0,1,3.5,3.5,25.0%,5.075,3
188.0,Elijah Higgins,1.0,1,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,2.0%,4.57,3
187.0,Dalton Schultz,2.0,5,0.0,5.5,8.0,0.0,0.0,0,0,1,3.1,3.1,23.2%,4.495,3
186.0,Hunter Henry,2.0,3,0.0,4.5,9.0,0.0,0.0,0,0,1,2.9,2.9,48.6%,4.305,3
185.0,Pharaoh Brown,1.0,2,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,0.1%,3.9299999999999993,3
183.0,Payne Durham,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.7%,3.61,3
183.0,Josiah Deguara,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,0.0%,3.61,3
181.0,Dawson Knox,1.0,2,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,5.6%,3.29,3
181.0,Michael Mayer,1.0,3,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,13.1%,3.29,3
180.0,Nate Adkins,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,1.1%,2.97,3
179.0,Luke Schoonmaker,1.0,2,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,4.6%,2.6500000000000004,3
223.0,Travis Kelce,7.0,9,0.0,12.7,38.0,1.0,0.0,0,0,1,15.9,15.9,95.1%,19.384999999999998,4
222.0,Pat Freiermuth,5.0,7,0.0,11.4,29.0,1.0,0.0,0,0,1,16.7,16.7,59.4%,18.15,4
221.0,Tucker Kraft,6.0,9,0.0,8.8,21.0,1.0,0.0,0,1,1,17.3,17.3,85.2%,17.73,4
220.0,Taysom Hill,0.0,0,24.0,0.0,0.0,0.0,2.0,6,0,1,14.4,14.4,19.9%,17.080000000000002,4
219.0,Dallas Goedert,7.0,8,0.0,8.9,18.0,0.0,0.0,0,0,1,13.2,13.2,80.7%,14.825,4
218.0,George Kittle,4.0,4,0.0,11.3,15.0,0.0,0.0,0,0,1,14.5,14.5,97.9%,14.745,4
217.0,Sam LaPorta,4.0,4,0.0,13.3,30.0,1.0,0.0,0,0,1,9.3,9.3,97.7%,13.004999999999999,4
216.0,Cade Otton,6.0,9,0.0,8.7,16.0,0.0,0.0,0,0,1,11.2,11.2,37.4%,12.844999999999999,4
215.0,Jake Ferguson,7.0,7,0.0,7.0,9.0,0.0,0.0,0,0,1,11.9,11.9,70.4%,12.73,4
214.0,Dalton Kincaid,5.0,7,0.0,9.4,25.0,1.0,0.0,0,0,1,9.7,9.7,81.1%,12.55,4
213.0,AJ Barner,2.0,2,0.0,13.5,18.0,0.0,0.0,0,0,1,10.7,10.7,4.5%,12.014999999999999,4
212.0,Noah Gray,4.0,4,0.0,10.0,29.0,1.0,0.0,0,0,1,8.0,8.0,16.3%,11.500000000000002,4
211.0,Drew Ogletree,1.0,1,0.0,15.0,15.0,0.0,0.0,0,0,1,8.5,8.5,1.1%,10.05,4
210.0,Brock Bowers,2.0,3,12.0,9.5,13.0,0.0,0.0,1,0,1,5.1,5.1,98.9%,9.995,4
209.0,Cade Stover,1.0,1,0.0,27.0,27.0,1.0,0.0,0,0,1,3.7,3.7,3.8%,9.79,4
208.0,Dalton Schultz,3.0,5,0.0,11.3,23.0,1.0,0.0,0,0,1,6.4,6.4,23.2%,9.625,4
207.0,Blake Whiteheart,3.0,3,0.0,4.3,7.0,0.0,0.0,0,0,1,10.3,10.3,0.0%,9.605,4
206.0,Cole Kmet,3.0,3,0.0,11.3,22.0,1.0,0.0,0,0,1,6.4,6.4,26.5%,9.525,4
204.0,Isaiah Likely,1.0,2,0.0,26.0,26.0,1.0,0.0,0,0,1,3.6,3.6,50.8%,9.469999999999999,4
204.0,Grant Calcaterra,1.0,2,0.0,26.0,26.0,1.0,0.0,0,0,1,3.6,3.6,2.8%,9.469999999999999,4
203.0,Austin Hooper,2.0,2,0.0,6.5,8.0,0.0,0.0,0,0,1,9.3,9.3,3.5%,8.985,4
202.0,Colby Parkinson,4.0,7,0.0,8.3,11.0,0.0,0.0,0,0,1,7.3,7.3,3.3%,8.855,4
201.0,Darnell Washington,2.0,2,0.0,15.5,20.0,1.0,0.0,0,0,1,5.1,5.1,3.0%,8.694999999999999,4
200.0,Josh Oliver,2.0,2,0.0,5.0,8.0,0.0,0.0,0,0,1,9.0,9.0,1.1%,8.549999999999999,4
199.0,Zach Ertz,3.0,3,0.0,7.3,13.0,0.0,0.0,0,0,1,7.2,7.2,47.9%,8.485,4
198.0,Erick All Jr.,4.0,4,0.0,7.0,11.0,0.0,0.0,0,0,1,6.8,6.8,1.1%,8.31,4
197.0,Will Dissly,2.0,3,0.0,12.0,22.0,1.0,0.0,0,0,1,4.4,4.4,8.4%,7.880000000000001,4
196.0,Noah Fant,2.0,2,0.0,13.0,16.0,0.0,0.0,0,0,1,4.6,4.6,17.7%,7.47,4
195.0,Tyler Conklin,4.0,8,0.0,4.3,9.0,0.0,0.0,0,0,1,5.7,5.7,13.9%,6.935,4
194.0,Harrison Bryant,2.0,2,0.0,10.5,14.0,0.0,0.0,0,0,1,4.1,4.1,0.1%,6.544999999999999,4
193.0,Brenton Strange,3.0,3,0.0,6.3,11.0,0.0,0.0,0,0,1,4.9,4.9,33.2%,6.5249999999999995,4
192.0,Ja'Tavion Sanders,2.0,2,0.0,8.0,11.0,0.0,0.0,0,0,1,3.6,3.6,19.6%,5.5200000000000005,4
191.0,Tanner Conner,2.0,2,0.0,7.5,11.0,0.0,0.0,0,0,1,3.5,3.5,1.0%,5.375,4
190.0,Luke Musgrave,3.0,3,0.0,4.3,5.0,0.0,0.0,0,0,1,4.3,4.3,11.0%,5.205,4
189.0,Johnny Mundt,2.0,2,0.0,7.5,9.0,0.0,0.0,0,0,1,3.5,3.5,0.1%,5.175,4
188.0,Brock Wright,2.0,2,0.0,6.5,10.0,0.0,0.0,0,0,1,3.3,3.3,0.8%,4.985,4
187.0,Juwan Johnson,2.0,3,0.0,6.5,8.0,0.0,0.0,0,0,1,3.3,3.3,18.0%,4.785,4
186.0,Elijah Higgins,2.0,3,0.0,6.0,9.0,0.0,0.0,0,0,1,3.2,3.2,2.0%,4.74,4
185.0,Hunter Henry,2.0,3,0.0,6.0,8.0,0.0,0.0,0,0,1,3.2,3.2,48.6%,4.640000000000001,4
184.0,Jeremy Ruckert,2.0,2,0.0,5.0,9.0,0.0,0.0,0,0,1,3.0,3.0,1.9%,4.45,4
183.0,Jordan Akins,1.0,2,0.0,10.0,10.0,0.0,0.0,0,0,1,2.0,2.0,1.0%,4.25,4
182.0,John Bates,1.0,1,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,0.6%,3.9299999999999993,4
180.0,Theo Johnson,1.0,1,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,17.6%,2.97,4
180.0,Hayden Hurst,1.0,3,0.0,6.0,6.0,0.0,0.0,0,0,1,1.6,1.6,0.6%,2.97,4
178.0,Chig Okonkwo,1.0,3,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,25.0%,2.6500000000000004,4
178.0,Josh Whyle,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,0.9%,2.6500000000000004,4
177.0,Jack Stoll,1.0,2,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,0.0%,2.33,4
176.0,Pharaoh Brown,1.0,2,0.0,3.0,3.0,0.0,0.0,0,0,1,1.3,1.3,0.1%,2.0100000000000002,4
173.0,Nate Adkins,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.1%,1.05,4
173.0,Drew Sample,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,1.0,0.6%,1.05,4
225.0,Tucker Kraft,4.0,5,0.0,22.0,66.0,1.0,0.0,0,0,1,24.8,24.8,85.2%,28.759999999999998,5
224.0,Brock Bowers,8.0,12,0.0,12.1,57.0,1.0,0.0,0,0,1,23.7,23.7,98.9%,27.005000000000003,5
223.0,Charlie Kolar,3.0,4,2.0,21.3,55.0,1.0,0.0,1,0,1,15.6,15.6,0.1%,21.265,5
222.0,George Kittle,8.0,12,0.0,8.0,15.0,0.0,0.0,0,0,1,20.4,20.4,97.9%,19.78,5
221.0,Kyle Pitts,7.0,8,0.0,12.6,32.0,1.0,0.0,0,0,1,15.8,15.8,53.2%,18.700000000000003,5
220.0,Travis Kelce,9.0,10,0.0,7.8,21.0,1.0,0.0,0,0,1,16.0,16.0,95.1%,17.72,5
219.0,Jake Ferguson,6.0,7,0.0,11.7,27.0,1.0,0.0,0,0,1,13.0,13.0,70.4%,15.755,5
218.0,Tyler Conklin,6.0,9,0.0,9.2,25.0,1.0,0.0,0,0,1,11.5,11.5,13.9%,14.129999999999999,5
217.0,Isaiah Likely,3.0,3,0.0,4.3,6.0,0.0,0.0,0,0,1,16.3,16.3,50.8%,13.705000000000002,5
216.0,Trey McBride,6.0,9,0.0,8.8,22.0,1.0,0.0,0,0,1,11.3,11.3,98.3%,13.63,5
215.0,Mo Alie-Cox,2.0,4,0.0,18.5,19.0,0.0,0.0,0,0,1,11.7,11.7,0.6%,13.565,5
214.0,Colby Parkinson,7.0,13,0.0,7.4,9.0,0.0,0.0,0,0,1,12.2,12.2,3.3%,13.0,5
213.0,Mark Andrews,4.0,5,0.0,13.8,27.0,1.0,0.0,0,0,1,9.5,9.5,94.0%,12.92,5
212.0,Jonnu Smith,5.0,8,-1.0,12.4,17.0,0.0,0.0,1,0,1,11.1,11.1,90.5%,12.83,5
