Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week,year,Number,Position,Status,Height,Weight,Experience,College,Team,home_team_name,stadium_id,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,away_team_name
32,Charlie Smyth,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.1%,0.0,5,2021,39,K,ACT,0,210,1,"",NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
15,Jake Moody,2.0,2.0,100.0,53,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,12.5%,27.7,15,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,tennessee_titans
3,Austin Seibert,4.0,4.0,100.0,49,0.0,2.0,1.0,1.0,0.0,4,4,1,17.0,17.0,0.7%,34.9,7,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
16,Cairo Santos,1.0,2.0,50.0,53,0.0,0.0,0.0,0.0,1.0,1,1,1,6.0,6.0,15.5%,15.1,3,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,cleveland_browns
28,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.5%,0.0,11,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
17,Brandon Aubrey,2.0,2.0,100.0,33,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,96.5%,27.8,13,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
32,Riley Patterson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0%,0.7,15,2021,10,K,ACT,71,195,4,Memphis,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,green_bay_packers
2,Daniel Carlson,4.0,4.0,100.0,54,0.0,1.0,2.0,0.0,1.0,1,2,1,15.0,15.0,15.3%,33.4,17,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
9,Evan Mcpherson,2.0,3.0,66.7,31,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,44.5%,21.34,3,2021,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,
23,Matt Gay,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,16.3%,2.1,3,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,buffalo_bills
22,Greg Zuerlein,1.0,1.0,100.0,32,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,1.3%,24.2,5,2021,,,,,,,,,,,,,,,,,,,,
6,Chris Boswell,2.0,2.0,100.0,54,0.0,0.0,1.0,0.0,1.0,3,3,1,11.0,11.0,72.7%,29.1,14,2021,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,
2,Nick Folk,3.0,3.0,100.0,56,0.0,0.0,0.0,0.0,3.0,3,3,1,18.0,18.0,1.0%,34.7,12,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
32,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,16,2021,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
26,Jake Bates,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,3,1,2.0,2.0,92.5%,1.4,3,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,baltimore_ravens
29,Wil Lutz,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,34.5%,2.8,8,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
2,Brandon Aubrey,3.0,4.0,75.0,52,0.0,0.0,0.0,2.0,1.0,3,3,1,16.0,16.0,96.5%,28.5,15,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
27,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,2.2%,2.1,16,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
31,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.9%,0.0,12,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,tampa_bay_buccaneers
18,Jason Myers,1.0,1.0,100.0,50,0.0,0.0,0.0,0.0,1.0,1,2,1,6.0,6.0,9.1%,24.9,12,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,washington_commanders
10,Chad Ryland,3.0,4.0,75.0,42,0.0,0.0,2.0,1.0,0.0,1,1,1,11.0,11.0,3.7%,25.0,5,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
23,Dustin Hopkins,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,2.3%,1.8,14,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,las_vegas_raiders
19,Wil Lutz,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,34.5%,24.9,17,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,kansas_city_chiefs
28,Will Reichard,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,12.6%,2.5,9,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,
14,Jason Myers,2.0,3.0,66.7,48,0.0,0.0,0.0,2.0,0.0,2,2,1,10.0,10.0,9.1%,21.94,5,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,los_angeles_rams
27,Brandon Mcmanus,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,7.8%,1.4,11,2021,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
3,Greg Joseph,5.0,5.0,100.0,52,0.0,1.0,1.0,2.0,1.0,0,0,1,19.0,19.0,0.7%,36.9,4,2021,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,seattle_seahawks
11,Jake Elliott,2.0,2.0,100.0,39,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,60.8%,28.4,10,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
15,Jake Bates,3.0,3.0,100.0,35,0.0,1.0,2.0,0.0,0.0,1,1,1,10.0,10.0,92.5%,29.2,2,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,green_bay_packers
25,Greg Zuerlein,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,1.3%,24.9,2,2021,,,,,,,,,,,,,,,,,,,,
32,Andre Szmyt,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,10,2021,38,K,ACT,0,200,1,Syracuse,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
18,Brandon Aubrey,2.0,2.0,100.0,46,0.0,1.0,0.0,1.0,0.0,0,0,1,7.0,7.0,96.5%,26.4,10,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
29,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,4.6%,1.4,16,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,new_england_patriots
16,Dustin Hopkins,2.0,2.0,100.0,51,0.0,0.0,1.0,0.0,1.0,1,1,1,9.0,9.0,2.3%,27.7,5,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,los_angeles_chargers
31,Andre Szmyt,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,7,2021,38,K,ACT,0,200,1,Syracuse,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
26,Justin Tucker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,1,5.0,5.0,12.5%,3.5,15,2021,,,,,,,,,,,,,,,,,,,,
7,Dustin Hopkins,3.0,4.0,75.0,49,0.0,0.0,1.0,2.0,0.0,1,1,1,12.0,12.0,2.3%,25.7,6,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,arizona_cardinals
26,Justin Tucker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,4,1,3.0,3.0,12.5%,2.1,10,2021,,,,,,,,,,,,,,,,,,,,
19,Blake Grupe,1.0,1.0,100.0,35,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,3.2%,23.5,7,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
28,Jake Moody,1.0,3.0,33.3,33,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,12.5%,10.56,13,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
15,Daniel Carlson,1.0,1.0,100.0,46,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,15.3%,25.6,9,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,new_york_giants
22,Eddy Pineiro,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,1,2,1,4.0,4.0,1.1%,23.5,14,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,buffalo_bills
24,Tyler Bass,1.0,2.0,50.0,22,0.0,1.0,0.0,0.0,0.0,2,3,1,5.0,5.0,60.9%,14.5,6,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,tennessee_titans
29,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.0%,2.1,15,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
10,Jake Moody,1.0,1.0,100.0,23,0.0,1.0,0.0,0.0,0.0,5,5,1,8.0,8.0,12.5%,26.4,14,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
6,Wil Lutz,2.0,2.0,100.0,55,0.0,0.0,0.0,1.0,1.0,3,3,1,12.0,12.0,34.5%,29.8,16,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,los_angeles_chargers
24,Joshua Karty,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,12.6%,1.6,12,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,green_bay_packers
27,Blake Grupe,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,1.0,1.0,3.2%,0.7,5,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
27,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.5%,0.0,14,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
6,Anders Carlson,2.0,2.0,100.0,58,0.0,0.0,1.0,0.0,1.0,3,3,1,11.0,11.0,1.0%,29.1,11,2021,17,K,ACT,77,215,2,Auburn,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
22,Chris Boswell,1.0,1.0,100.0,36,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,72.7%,23.5,17,2021,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,
2,Jake Moody,6.0,6.0,100.0,53,0.0,1.0,1.0,2.0,2.0,2,2,1,26.0,26.0,12.5%,42.5,1,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
5,Jake Moody,3.0,3.0,100.0,41,0.0,2.0,0.0,1.0,0.0,3,3,1,13.0,13.0,12.5%,31.4,4,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,seattle_seahawks
12,Tyler Bass,2.0,2.0,100.0,39,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,60.9%,28.4,1,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,pittsburgh_steelers
9,Zane Gonzalez,2.0,2.0,100.0,48,0.0,0.0,0.0,2.0,0.0,3,3,1,11.0,11.0,7.1%,29.1,10,2021,5,K,ACT,72,202,7,Arizona State,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,san_francisco_49ers
31,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.9%,0.0,17,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,new_orleans_saints
28,Daniel Carlson,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,15.3%,1.6,3,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
13,Brandon Aubrey,2.0,3.0,66.7,55,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,96.5%,21.94,5,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
9,Ka'Imi Fairbairn,3.0,3.0,100.0,52,0.0,1.0,1.0,0.0,1.0,1,1,1,12.0,12.0,65.1%,30.6,7,2021,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,arizona_cardinals
23,Daniel Carlson,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,15.3%,24.2,5,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,chicago_bears
8,Brandon Mcmanus,3.0,3.0,100.0,38,0.0,1.0,2.0,0.0,0.0,3,3,1,12.0,12.0,7.8%,30.6,8,2021,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
2,Brayden Narveson,3.0,3.0,100.0,47,0.0,2.0,0.0,1.0,0.0,3,3,1,13.0,13.0,0.7%,31.4,3,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
29,Will Reichard,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,12.6%,2.8,1,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,cincinnati_bengals
22,Joey Slye,1.0,2.0,50.0,50,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,2.2%,15.8,15,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
7,Jason Sanders,2.0,2.0,100.0,54,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,45.6%,28.4,17,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
6,Chase Mclaughlin,3.0,3.0,100.0,56,0.0,1.0,1.0,0.0,1.0,4,4,1,15.0,15.0,70.7%,32.7,1,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
6,Tyler Bass,3.0,3.0,100.0,47,0.0,2.0,0.0,1.0,0.0,3,3,1,13.0,13.0,60.9%,31.4,10,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,indianapolis_colts
8,Joey Slye,3.0,5.0,60.0,54,0.0,0.0,2.0,0.0,1.0,1,1,1,12.0,12.0,2.2%,22.9,13,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
17,Will Reichard,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,12.6%,25.6,4,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,cleveland_browns
26,Graham Gano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,2.6%,0.7,12,2021,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,miami_dolphins
29,Joshua Karty,1.0,1.0,100.0,29,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,12.6%,23.6,2,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
20,Cairo Santos,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,3,4,1,6.0,6.0,15.5%,24.9,5,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,
28,Harrison Butker,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,69.5%,2.3,15,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
11,Joshua Karty,2.0,2.0,100.0,53,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,12.6%,27.8,17,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,san_francisco_49ers
21,Cameron Dicker,1.0,1.0,100.0,28,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,91.8%,23.6,3,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
8,Austin Seibert,2.0,2.0,100.0,31,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,0.7%,27.8,9,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
23,Evan Mcpherson,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,44.5%,24.2,6,2021,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,
1,Wil Lutz,4.0,4.0,100.0,43,0.0,0.0,2.0,2.0,0.0,2,2,1,16.0,16.0,34.5%,34.0,3,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
17,Chad Ryland,1.0,1.0,100.0,32,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,3.7%,24.2,7,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,green_bay_packers
4,Brandon Aubrey,4.0,4.0,100.0,52,0.0,0.0,1.0,2.0,1.0,1,1,1,17.0,17.0,96.5%,34.7,2,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
15,Joshua Karty,2.0,2.0,100.0,45,0.0,0.0,1.0,1.0,0.0,1,2,1,8.0,8.0,12.6%,27.0,16,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
25,Blake Grupe,1.0,1.0,100.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,3.2%,23.5,17,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
21,Parker Romo,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,2,3,1,6.0,6.0,1.2%,24.9,11,2021,11,K,ACT,72,180,1,Virginia Tech,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,
1,Chase Mclaughlin,4.0,4.0,100.0,43,0.0,1.0,1.0,2.0,0.0,4,4,1,18.0,18.0,70.7%,35.5,15,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
13,Harrison Butker,2.0,2.0,100.0,42,0.0,1.0,0.0,1.0,0.0,3,3,1,10.0,10.0,69.5%,28.5,8,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
8,Jake Moody,3.0,6.0,50.0,44,0.0,1.0,1.0,1.0,0.0,2,2,1,12.0,12.0,12.5%,21.2,10,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
13,Cameron Dicker,2.0,2.0,100.0,46,0.0,0.0,0.0,2.0,0.0,2,3,1,10.0,10.0,91.8%,28.4,2,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,dallas_cowboys
