Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week,year,Number,Position,Status,Height,Weight,Experience,College,Team,home_team_name,stadium_id,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,away_team_name
13,Matt Gay,1.0,2.0,50.0,31,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,16.3%,16.5,16,2023,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,san_francisco_49ers
25,Evan Mcpherson,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,44.5%,2.3,7,2023,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,
6,Will Reichard,2.0,4.0,50.0,50,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,12.6%,19.6,17,2023,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,detroit_lions
12,Jason Myers,2.0,2.0,100.0,54,0.0,0.0,0.0,1.0,1.0,2,3,1,11.0,11.0,9.1%,29.1,13,2023,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,san_francisco_49ers
6,Cameron Dicker,3.0,3.0,100.0,46,0.0,1.0,1.0,1.0,0.0,2,2,1,12.0,12.0,91.8%,30.6,6,2023,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,dallas_cowboys
30,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.1%,0.0,5,2023,37,K,ACT,0,174,4,UCF,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,detroit_lions
18,Chase Mclaughlin,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,70.7%,2.8,14,2023,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
21,Jake Elliott,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,60.8%,14.4,9,2023,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
31,Eddy Pineiro,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.1%,1.4,8,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,
26,Eddy Pineiro,1.0,2.0,50.0,27,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,1.1%,13.8,5,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,detroit_lions
16,Cairo Santos,1.0,2.0,50.0,53,0.0,0.0,0.0,0.0,1.0,1,1,1,6.0,6.0,15.5%,15.1,3,2023,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,kansas_city_chiefs
4,Will Reichard,3.0,3.0,100.0,52,0.0,0.0,1.0,1.0,1.0,3,3,1,15.0,15.0,12.6%,32.6,15,2023,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,detroit_lions
32,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,16,2023,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
18,Jason Myers,1.0,1.0,100.0,50,0.0,0.0,0.0,0.0,1.0,1,2,1,6.0,6.0,9.1%,24.9,12,2023,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,dallas_cowboys
25,Ka'Imi Fairbairn,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,65.1%,24.9,4,2023,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,
17,Chad Ryland,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,3.7%,25.6,10,2023,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,houston_texans
2,Jake Elliott,3.0,3.0,100.0,49,0.0,0.0,1.0,2.0,0.0,4,4,1,15.0,15.0,60.8%,32.6,8,2023,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
17,Blake Grupe,2.0,3.0,66.7,43,0.0,0.0,0.0,2.0,0.0,0,0,1,8.0,8.0,3.2%,20.54,8,2023,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
22,Jake Moody,1.0,1.0,100.0,48,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,12.5%,24.2,12,2023,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
11,Tyler Bass,2.0,2.0,100.0,30,0.0,1.0,1.0,0.0,0.0,4,4,1,10.0,10.0,60.9%,28.5,7,2023,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,new_england_patriots
4,Jake Bates,1.0,1.0,100.0,54,0.0,0.0,0.0,0.0,1.0,7,7,1,12.0,12.0,92.5%,29.1,11,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,green_bay_packers
23,Jake Elliott,1.0,1.0,100.0,35,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,60.8%,24.9,13,2023,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,dallas_cowboys
12,Eddy Pineiro,2.0,2.0,100.0,53,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,1.1%,28.4,10,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,dallas_cowboys
26,Eddy Pineiro,1.0,1.0,100.0,43,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,1.1%,24.2,1,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,atlanta_falcons
28,Greg Zuerlein,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.3%,0.9,7,2023,,,,,,,,,,,,,,,,,,,,
27,Cameron Dicker,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,4,1,3.0,3.0,91.8%,2.3,9,2023,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
26,Jake Bates,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,3,1,2.0,2.0,92.5%,1.4,3,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
29,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.5%,0.0,6,2023,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
27,Daniel Carlson,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,0,1,1,5.0,5.0,15.3%,24.2,15,2023,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
6,Wil Lutz,2.0,2.0,100.0,55,0.0,0.0,0.0,1.0,1.0,3,3,1,12.0,12.0,34.5%,29.8,16,2023,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
28,Eddy Pineiro,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.1%,1.6,17,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,tampa_bay_buccaneers
15,Graham Gano,2.0,2.0,100.0,47,0.0,0.0,0.0,2.0,0.0,2,2,1,10.0,10.0,2.6%,28.4,13,2023,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,
6,Chase Mclaughlin,3.0,3.0,100.0,56,0.0,1.0,1.0,0.0,1.0,4,4,1,15.0,15.0,70.7%,32.7,1,2023,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
21,Matt Prater,2.0,2.0,100.0,31,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,0.8%,27.1,1,2023,5,K,ACT,70,195,18,UCF,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,washington_commanders
2,Jason Sanders,3.0,3.0,100.0,50,0.0,0.0,1.0,0.0,2.0,2,2,1,15.0,15.0,45.6%,32.6,10,2023,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
20,Jake Bates,2.0,2.0,100.0,32,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,92.5%,27.1,1,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
11,Jake Elliott,2.0,2.0,100.0,39,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,60.8%,28.4,10,2023,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
5,Jake Bates,2.0,2.0,100.0,57,0.0,0.0,0.0,1.0,1.0,2,4,1,11.0,11.0,92.5%,29.1,17,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
19,Chase Mclaughlin,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,70.7%,26.3,8,2023,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,houston_texans
21,Matt Gay,2.0,2.0,100.0,29,0.0,2.0,0.0,0.0,0.0,0,0,1,6.0,6.0,16.3%,25.8,12,2023,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,miami_dolphins
12,Nick Folk,2.0,2.0,100.0,25,0.0,2.0,0.0,0.0,0.0,2,2,1,8.0,8.0,1.0%,27.2,9,2023,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,tampa_bay_buccaneers
1,Jason Sanders,5.0,5.0,100.0,54,0.0,0.0,2.0,2.0,1.0,2,2,1,21.0,21.0,45.6%,38.2,16,2023,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,baltimore_ravens
28,Will Reichard,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,12.6%,2.5,9,2023,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,
21,Cade York,1.0,1.0,100.0,21,0.0,1.0,0.0,0.0,0.0,4,5,1,7.0,7.0,2.9%,25.7,15,2023,3,K,ACT,74,206,3,LSU,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,seattle_seahawks
2,Chase Mclaughlin,3.0,3.0,100.0,53,0.0,0.0,1.0,0.0,2.0,3,3,1,16.0,16.0,70.7%,33.3,5,2023,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
30,Brandon Aubrey,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,96.5%,0.9,17,2023,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
10,Younghoe Koo,2.0,2.0,100.0,51,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,21.9%,27.7,11,2023,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,
31,Andre Szmyt,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,6,2023,38,K,ACT,0,200,1,Syracuse,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
14,Jason Sanders,2.0,2.0,100.0,56,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,45.6%,27.7,4,2023,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,buffalo_bills
8,Younghoe Koo,3.0,3.0,100.0,35,0.0,1.0,2.0,0.0,0.0,3,3,1,12.0,12.0,21.9%,30.6,6,2023,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,washington_commanders
30,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.0%,1.4,8,2023,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,pittsburgh_steelers
27,Wil Lutz,1.0,2.0,50.0,47,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,34.5%,14.4,4,2023,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
23,Wil Lutz,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,34.5%,23.5,9,2023,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
15,Eddy Pineiro,2.0,2.0,100.0,40,0.0,1.0,0.0,1.0,0.0,2,2,1,9.0,9.0,1.1%,27.8,6,2023,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,miami_dolphins
26,Cairo Santos,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,15.5%,0.7,14,2023,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,cleveland_browns
31,Harrison Mevis,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.4%,0.0,5,2023,"",K,ACT,0,243,1,Missouri,NYJ,new_york_jets,new_york_jets,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,
27,Daniel Carlson,1.0,2.0,50.0,32,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,15.3%,13.7,1,2023,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
31,Cade York,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,2.9%,1.8,1,2023,3,K,ACT,74,206,3,LSU,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,new_orleans_saints
22,Cam Little,2.0,3.0,66.7,25,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,4.6%,20.04,2,2023,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,kansas_city_chiefs
15,Austin Seibert,2.0,2.0,100.0,30,0.0,1.0,1.0,0.0,0.0,4,4,1,10.0,10.0,0.7%,28.5,5,2023,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
12,Chris Boswell,2.0,3.0,66.7,38,0.0,0.0,2.0,0.0,0.0,2,2,1,8.0,8.0,72.7%,20.54,3,2023,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,
11,Ka'Imi Fairbairn,2.0,4.0,50.0,54,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,65.1%,18.2,9,2023,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,
11,Brandon Mcmanus,1.0,1.0,100.0,32,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,7.8%,25.6,14,2023,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,tampa_bay_buccaneers
16,Cam Little,2.0,2.0,100.0,59,0.0,0.0,1.0,0.0,1.0,0,0,1,8.0,8.0,4.6%,27.0,11,2023,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,
6,Jake Bates,1.0,1.0,100.0,51,0.0,0.0,0.0,0.0,1.0,7,7,1,12.0,12.0,92.5%,29.1,8,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
30,Spencer Shrader,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.9%,2.1,1,2023,3,K,ACT,0,201,2,Notre Dame,IND,indianapolis_colts,indianapolis_colts,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700,2008,jacksonville_jaguars
19,Chad Ryland,2.0,3.0,66.7,35,0.0,1.0,1.0,0.0,0.0,0,0,1,6.0,6.0,3.7%,19.24,12,2023,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
5,Jake Bates,2.0,2.0,100.0,43,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,92.5%,29.1,14,2023,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
17,Brandon Aubrey,2.0,2.0,100.0,33,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,96.5%,27.8,13,2023,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,
2,Chase Mclaughlin,4.0,5.0,80.0,51,0.0,2.0,1.0,0.0,1.0,2,2,1,16.0,16.0,70.7%,30.4,13,2023,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
32,Andre Szmyt,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,12,2023,38,K,ACT,0,200,1,Syracuse,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,los_angeles_rams
8,Matt Prater,2.0,2.0,100.0,45,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,0.8%,27.7,3,2023,5,K,ACT,70,195,18,UCF,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
27,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.0%,1.4,3,2023,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,cleveland_browns
7,Justin Tucker,2.0,2.0,100.0,51,0.0,1.0,0.0,0.0,1.0,4,4,1,12.0,12.0,12.5%,29.9,16,2023,,,,,,,,,,,,,,,,,,,,
25,Riley Patterson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.0%,2.1,9,2023,10,K,ACT,71,195,4,Memphis,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
27,Tyler Bass,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,60.9%,0.0,12,2023,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,philadelphia_eagles
29,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.1%,0.0,12,2023,37,K,ACT,0,174,4,UCF,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,tampa_bay_buccaneers
21,Parker Romo,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,2,3,1,6.0,6.0,1.2%,24.9,11,2023,11,K,ACT,72,180,1,Virginia Tech,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,
30,Brayden Narveson,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,0.7%,2.5,4,2023,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,detroit_lions
24,Joshua Karty,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,12.6%,1.6,12,2023,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
21,Graham Gano,1.0,2.0,50.0,48,0.0,0.0,0.0,1.0,0.0,0,0,1,4.0,4.0,2.6%,13.7,14,2023,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,new_orleans_saints
12,Nick Folk,2.0,2.0,100.0,46,0.0,0.0,1.0,1.0,0.0,0,0,1,7.0,7.0,1.0%,26.3,14,2023,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,houston_texans
2,Ka'Imi Fairbairn,4.0,4.0,100.0,59,0.0,0.0,0.0,1.0,3.0,1,1,1,20.0,20.0,65.1%,36.8,2,2023,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,indianapolis_colts
19,Graham Gano,2.0,2.0,100.0,50,0.0,1.0,0.0,0.0,1.0,0,0,1,8.0,8.0,2.6%,27.1,1,2023,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,dallas_cowboys
32,Anders Carlson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,1.0,1.0,1.0%,0.7,13,2023,17,K,ACT,77,215,2,Auburn,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,new_york_giants
32,Ka'Imi Fairbairn,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,65.1%,0.9,3,2023,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,
