Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,R_YDS,Y/R,R_TD,FL,G,FPTS,FPTS/G,ROST,Score,week
224.0,Jaylen Warren,14.0,66.0,4.7,12,0,0.0,2.0,2,29.0,14.5,0.0,1.0,1,9.5,9.5,85.3%,26.604999999999997,10
223.0,Jonathan Taylor,21.0,114.0,5.4,58,2,0.0,2.0,4,8.0,4.0,0.0,0.0,1,14.2,14.2,98.0%,25.21,10
222.0,Bucky Irving,13.0,73.0,5.6,14,0,1.0,3.0,3,14.0,4.7,0.0,0.0,1,17.7,17.7,98.1%,24.990000000000002,10
221.0,Trey Benson,10.0,62.0,6.2,14,0,0.0,2.0,2,25.0,12.5,0.0,0.0,1,10.7,10.7,46.4%,24.929999999999996,10
220.0,Aaron Jones Sr.,17.0,88.0,5.2,13,0,0.0,2.0,3,13.0,6.5,0.0,0.0,1,12.1,12.1,90.1%,23.380000000000003,10
219.0,Kyren Williams,15.0,62.0,4.1,9,0,0.0,5.0,6,20.0,4.0,0.0,1.0,1,11.2,11.2,97.7%,23.314999999999998,10
218.0,David Montgomery,12.0,32.0,2.7,12,0,1.0,1.0,2,24.0,24.0,0.0,0.0,1,12.6,12.6,93.9%,22.105,10
217.0,Tyrone Tracy Jr.,18.0,103.0,5.7,32,1,1.0,1.0,2,1.0,1.0,0.0,1.0,1,15.4,15.4,86.1%,21.205000000000002,10
216.0,James Cook,19.0,80.0,4.2,20,1,1.0,1.0,3,5.0,5.0,0.0,0.0,1,15.5,15.5,97.7%,20.73,10
215.0,Tony Pollard,9.0,44.0,4.9,15,0,0.0,4.0,4,19.0,4.8,0.0,0.0,1,10.3,10.3,88.3%,20.135,10
214.0,Samaje Perine,0.0,0.0,0.0,0,0,0.0,2.0,2,37.0,18.5,0.0,0.0,1,5.7,5.7,3.6%,19.700000000000003,10
213.0,Austin Ekeler,13.0,44.0,3.4,10,0,2.0,1.0,2,7.0,7.0,0.0,0.0,1,18.1,18.1,69.1%,18.71,10
212.0,Saquon Barkley,14.0,66.0,4.7,11,0,0.0,1.0,1,12.0,12.0,0.0,0.0,1,8.8,8.8,99.0%,18.605,10
211.0,Raheem Mostert,0.0,0.0,0.0,0,0,0.0,2.0,3,34.0,17.0,0.0,0.0,1,5.4,5.4,16.0%,18.2,10
210.0,Ty Johnson,0.0,0.0,0.0,0,0,0.0,3.0,3,32.0,10.7,0.0,0.0,1,6.2,6.2,5.4%,17.8,10
209.0,De'Von Achane,12.0,37.0,3.1,15,0,0.0,5.0,5,15.0,3.0,0.0,0.0,1,10.2,10.2,97.9%,17.714999999999996,10
208.0,Derrick Henry,16.0,68.0,4.3,11,0,1.0,1.0,1,3.0,3.0,0.0,0.0,1,14.1,14.1,98.7%,17.645000000000003,10
207.0,Rhamondre Stevenson,20.0,74.0,3.7,11,0,0.0,1.0,1,3.0,3.0,0.0,0.0,1,8.7,8.7,83.1%,15.755,10
206.0,D'Andre Swift,16.0,59.0,3.7,9,0,0.0,1.0,1,6.0,6.0,0.0,0.0,1,7.5,7.5,89.3%,14.605,10
205.0,J.K. Dobbins,15.0,50.0,3.3,12,0,0.0,3.0,3,5.0,1.7,0.0,0.0,1,8.5,8.5,58.0%,13.795000000000002,10
204.0,Najee Harris,21.0,53.0,2.5,11,0,1.0,0.0,0,0.0,0,0.0,0.0,1,11.3,11.3,83.2%,13.525,10
238.0,Saquon Barkley,26.0,146.0,5.6,39,2,2.0,2.0,3,52.0,26.0,0.0,0.0,1,33.8,33.8,99.0%,58.74000000000001,11
237.0,Joe Mixon,20.0,109.0,5.5,45,1,3.0,2.0,4,44.0,22.0,0.0,0.0,1,35.3,35.3,96.9%,51.675,11
236.0,Austin Ekeler,2.0,7.0,3.5,6,0,0.0,8.0,9,89.0,11.1,0.0,0.0,1,17.6,17.6,69.1%,51.07500000000001,11
235.0,Josh Jacobs,18.0,76.0,4.2,12,0,1.0,4.0,5,58.0,14.5,0.0,0.0,1,23.4,23.4,98.1%,48.33,11
234.0,Chase Brown,22.0,86.0,3.9,27,1,0.0,5.0,7,57.0,11.4,0.0,0.0,1,19.3,19.3,95.0%,47.18500000000001,11
233.0,Breece Hall,16.0,78.0,4.9,18,0,1.0,7.0,7,43.0,6.1,1.0,0.0,1,31.1,31.1,96.7%,46.23500000000001,11
232.0,Jahmyr Gibbs,11.0,69.0,6.3,23,1,1.0,1.0,1,54.0,54.0,0.0,0.0,1,19.3,19.3,99.0%,43.095000000000006,11
231.0,De'Von Achane,17.0,73.0,4.3,30,1,1.0,4.0,4,32.0,8.0,0.0,0.0,1,20.5,20.5,97.9%,34.795,11
230.0,David Montgomery,15.0,75.0,5.0,11,0,2.0,3.0,3,20.0,6.7,0.0,0.0,1,24.5,24.5,93.9%,31.5,11
229.0,Alexander Mattison,5.0,19.0,3.8,8,0,0.0,3.0,3,50.0,16.7,0.0,0.0,1,9.9,9.9,8.8%,30.72,11
228.0,Christian McCaffrey,19.0,79.0,4.2,11,0,0.0,4.0,5,27.0,6.8,0.0,0.0,1,14.6,14.6,98.5%,30.279999999999994,11
227.0,Javonte Williams,9.0,59.0,6.6,14,0,1.0,4.0,5,28.0,7.0,0.0,0.0,1,18.7,18.7,79.2%,30.239999999999995,11
226.0,Najee Harris,18.0,63.0,3.5,13,0,0.0,4.0,5,30.0,7.5,0.0,0.0,1,13.3,13.3,83.2%,29.175,11
225.0,Alvin Kamara,16.0,67.0,4.2,18,0,0.0,4.0,4,22.0,5.5,0.0,0.0,1,12.9,12.9,94.9%,25.680000000000003,11
224.0,Rhamondre Stevenson,20.0,73.0,3.7,12,0,0.0,4.0,4,16.0,4.0,0.0,0.0,1,12.9,12.9,83.1%,23.904999999999998,11
223.0,Jaylen Warren,9.0,41.0,4.6,9,0,0.0,4.0,4,27.0,6.8,0.0,0.0,1,10.8,10.8,85.3%,23.639999999999997,11
222.0,D'Andre Swift,14.0,71.0,5.1,39,1,1.0,2.0,2,13.0,6.5,0.0,0.0,1,16.4,16.4,89.3%,23.615000000000002,11
221.0,Bijan Robinson,12.0,35.0,2.9,9,0,0.0,4.0,4,28.0,7.0,0.0,0.0,1,10.3,10.3,98.7%,23.284999999999997,11
220.0,Brian Robinson Jr.,16.0,63.0,3.9,18,0,1.0,1.0,1,9.0,9.0,0.0,0.0,1,14.2,14.2,86.6%,19.835,11
219.0,Justice Hill,2.0,13.0,6.5,9,0,0.0,4.0,7,28.0,7.0,0.0,0.0,1,8.1,8.1,21.4%,19.525,11
218.0,Jerome Ford,5.0,10.0,2.0,5,0,0.0,4.0,4,29.0,7.3,0.0,0.0,1,7.9,7.9,38.5%,19.200000000000003,11
217.0,J.K. Dobbins,11.0,56.0,5.1,29,1,2.0,1.0,1,3.0,3.0,0.0,0.0,1,18.9,18.9,58.0%,18.564999999999998,11
216.0,James Cook,9.0,20.0,2.2,6,0,2.0,5.0,6,7.0,1.4,0.0,0.0,1,19.7,19.7,97.7%,16.929999999999996,11
215.0,Kenneth Walker III,14.0,54.0,3.9,11,0,1.0,2.0,2,5.0,2.5,0.0,0.0,1,13.9,13.9,94.4%,16.885,11
214.0,Kyren Williams,15.0,86.0,5.7,18,0,0.0,0.0,0,0.0,0,0.0,0.0,1,8.6,8.6,97.7%,15.254999999999999,11
213.0,Cam Akers,10.0,25.0,2.5,12,0,0.0,2.0,2,11.0,5.5,1.0,0.0,1,11.6,11.6,2.9%,15.225,11
212.0,Roschon Johnson,10.0,33.0,3.3,7,0,1.0,1.0,1,8.0,8.0,0.0,0.0,1,11.1,11.1,27.1%,14.145,11
211.0,Derrick Henry,13.0,65.0,5.0,31,1,1.0,0.0,0,0.0,0,0.0,1.0,1,10.5,10.5,98.7%,13.799999999999999,11
210.0,Ameer Abdullah,1.0,1.0,1.0,1,0,0.0,3.0,3,16.0,5.3,1.0,0.0,1,10.7,10.7,1.0%,13.600000000000001,11
209.0,Jonathan Taylor,24.0,57.0,2.4,10,0,0.0,1.0,2,3.0,3.0,0.0,0.0,1,7.0,7.0,98.0%,13.41,11
208.0,Ezekiel Elliott,1.0,8.0,8.0,8,0,0.0,3.0,3,16.0,5.3,0.0,0.0,1,5.4,5.4,5.1%,12.3,11
207.0,Kenneth Gainwell,4.0,43.0,10.8,14,0,0.0,1.0,1,6.0,6.0,0.0,0.0,1,5.9,5.9,4.4%,12.07,11
235.0,Saquon Barkley,26.0,255.0,9.8,72,2,2.0,4.0,4,47.0,11.8,0.0,0.0,1,46.2,46.2,99.0%,74.42,12
234.0,Bucky Irving,12.0,88.0,7.3,56,1,1.0,6.0,6,64.0,10.7,0.0,0.0,1,27.2,27.2,98.1%,54.195,12
233.0,Kenneth Walker III,16.0,41.0,2.6,14,0,0.0,4.0,6,52.0,13.0,0.0,0.0,1,13.3,13.3,94.4%,36.54,12
232.0,Aaron Jones Sr.,22.0,106.0,4.8,41,1,1.0,3.0,4,23.0,7.7,0.0,1.0,1,19.9,19.9,90.1%,34.12,12
231.0,Tony Pollard,24.0,119.0,5.0,27,1,1.0,3.0,5,10.0,3.3,0.0,0.0,1,21.9,21.9,88.3%,30.900000000000006,12
230.0,Ameer Abdullah,8.0,28.0,3.5,5,0,0.0,5.0,6,37.0,7.4,1.0,0.0,1,17.5,17.5,1.0%,30.425,12
229.0,David Montgomery,8.0,37.0,4.6,13,0,1.0,3.0,3,36.0,12.0,0.0,0.0,1,16.3,16.3,93.9%,29.940000000000005,12
228.0,Jahmyr Gibbs,21.0,90.0,4.3,17,0,2.0,3.0,3,9.0,3.0,0.0,0.0,1,24.9,24.9,99.0%,28.745,12
227.0,Josh Jacobs,26.0,106.0,4.1,18,0,3.0,0.0,1,0.0,0,0.0,0.0,1,28.6,28.6,98.1%,28.415000000000003,12
226.0,De'Von Achane,10.0,32.0,3.2,9,0,0.0,3.0,4,24.0,8.0,2.0,0.0,1,20.6,20.6,97.9%,26.880000000000003,12
225.0,James Conner,7.0,8.0,1.1,4,0,0.0,5.0,5,41.0,8.2,0.0,0.0,1,9.9,9.9,92.8%,25.564999999999998,12
224.0,D'Andre Swift,13.0,30.0,2.3,8,0,0.0,3.0,4,35.0,11.7,0.0,0.0,1,9.5,9.5,89.3%,25.445,12
223.0,Christian McCaffrey,11.0,31.0,2.8,9,0,0.0,3.0,4,37.0,12.3,0.0,1.0,1,7.8,7.8,98.5%,25.370000000000005,12
222.0,Derrick Henry,24.0,140.0,5.8,27,1,0.0,0.0,0,0.0,0,0.0,0.0,1,14.0,14.0,98.7%,24.270000000000003,12
221.0,Kareem Hunt,16.0,68.0,4.3,13,0,0.0,3.0,4,19.0,6.3,0.0,0.0,1,11.7,11.7,30.7%,23.745,12
220.0,Tyrone Tracy Jr.,9.0,42.0,4.7,16,0,0.0,4.0,4,28.0,7.0,0.0,1.0,1,9.0,9.0,86.1%,23.204999999999995,12
219.0,Jaylen Warren,11.0,45.0,4.1,15,0,1.0,3.0,4,19.0,6.3,0.0,0.0,1,15.4,15.4,85.3%,22.865000000000006,12
218.0,Rico Dowdle,19.0,86.0,4.5,9,0,0.0,3.0,3,12.0,4.0,0.0,1.0,1,10.8,10.8,41.4%,22.175000000000004,12
217.0,Joe Mixon,14.0,22.0,1.6,8,0,0.0,5.0,6,23.0,4.6,0.0,0.0,1,9.5,9.5,96.9%,19.439999999999998,12
216.0,J.K. Dobbins,6.0,40.0,6.7,17,0,0.0,3.0,5,19.0,6.3,0.0,0.0,1,8.9,8.9,58.0%,18.905,12
215.0,Nick Chubb,20.0,59.0,3.0,7,0,2.0,1.0,1,1.0,1.0,0.0,0.0,1,19.0,19.0,39.2%,18.599999999999998,12
214.0,Justice Hill,4.0,55.0,13.8,51,1,1.0,2.0,2,7.0,3.5,0.0,0.0,1,14.2,14.2,21.4%,18.520000000000003,12
213.0,Chuba Hubbard,16.0,58.0,3.6,13,0,1.0,1.0,5,2.0,2.0,0.0,0.0,1,15.0,15.0,94.1%,16.54,12
212.0,Rachaad White,12.0,37.0,3.1,9,0,1.0,1.0,1,10.0,10.0,0.0,0.0,1,11.7,11.7,73.8%,15.915000000000001,12
211.0,Najee Harris,16.0,41.0,2.6,11,0,0.0,2.0,2,13.0,6.5,0.0,0.0,1,7.4,7.4,83.2%,15.84,12
210.0,Kyren Williams,16.0,72.0,4.5,27,1,1.0,0.0,0,0.0,0,0.0,1.0,1,11.2,11.2,97.7%,15.075000000000001,12
209.0,Antonio Gibson,6.0,31.0,5.2,14,0,0.0,1.0,2,14.0,14.0,0.0,0.0,1,5.5,5.5,13.5%,13.629999999999999,12
208.0,Samaje Perine,1.0,13.0,13.0,13,0,0.0,2.0,2,11.0,5.5,0.0,0.0,1,4.4,4.4,3.6%,10.700000000000001,12
207.0,Chris Brooks,4.0,11.0,2.8,5,0,0.0,1.0,1,15.0,15.0,0.0,0.0,1,3.6,3.6,0.7%,10.57,12
206.0,Roschon Johnson,2.0,2.0,1.0,1,0,1.0,1.0,1,10.0,10.0,0.0,0.0,1,8.2,8.2,27.1%,9.349999999999998,12
205.0,Brian Robinson Jr.,5.0,13.0,2.6,7,0,0.0,1.0,2,11.0,11.0,0.0,0.0,1,3.4,3.4,86.6%,8.94,12
204.0,Devin Singletary,2.0,3.0,1.5,2,0,1.0,2.0,2,7.0,3.5,0.0,0.0,1,9.0,9.0,9.4%,8.674999999999999,12
235.0,Josh Jacobs,19.0,43.0,2.3,11,0,1.0,4.0,4,74.0,18.5,0.0,0.0,1,21.7,21.7,98.1%,51.195,13
234.0,Bucky Irving,25.0,152.0,6.1,43,1,1.0,3.0,3,33.0,11.0,0.0,0.0,1,27.5,27.5,98.1%,47.615,13
233.0,Najee Harris,16.0,75.0,4.7,20,1,1.0,6.0,6,54.0,9.0,0.0,0.0,1,24.9,24.9,83.2%,47.255,13
232.0,Bijan Robinson,26.0,102.0,3.9,15,0,1.0,6.0,6,33.0,5.5,0.0,0.0,1,25.5,25.5,98.7%,41.685,13
231.0,De'Von Achane,7.0,14.0,2.0,13,0,0.0,8.0,9,56.0,7.0,1.0,0.0,1,21.0,21.0,97.9%,39.3,13
230.0,David Montgomery,21.0,88.0,4.2,13,0,0.0,3.0,3,36.0,12.0,0.0,0.0,1,15.4,15.4,93.9%,35.730000000000004,13
229.0,Chase Brown,12.0,70.0,5.8,40,1,1.0,3.0,3,30.0,10.0,0.0,0.0,1,19.0,19.0,95.0%,32.470000000000006,13
228.0,Joe Mixon,20.0,101.0,5.1,30,1,1.0,4.0,6,18.0,4.5,0.0,0.0,1,21.9,21.9,96.9%,32.415,13
227.0,Jaylen Warren,3.0,9.0,3.0,6,0,0.0,4.0,4,55.0,13.8,0.0,0.0,1,10.4,10.4,85.3%,31.999999999999996,13
226.0,Derrick Henry,19.0,82.0,4.3,19,0,0.0,3.0,3,29.0,9.7,0.0,0.0,1,14.1,14.1,98.7%,31.145000000000003,13
225.0,Rico Dowdle,22.0,112.0,5.1,22,1,1.0,3.0,3,11.0,3.7,0.0,0.0,1,21.3,21.3,41.4%,30.165000000000006,13
224.0,James Cook,14.0,107.0,7.6,65,1,1.0,1.0,1,13.0,13.0,0.0,0.0,1,19.0,19.0,97.7%,28.790000000000006,13
223.0,Saquon Barkley,23.0,107.0,4.7,25,1,1.0,2.0,4,10.0,5.0,0.0,0.0,1,19.7,19.7,99.0%,28.354999999999997,13
222.0,Tyrone Tracy Jr.,9.0,32.0,3.6,7,0,1.0,2.0,3,33.0,16.5,0.0,0.0,1,14.5,14.5,86.1%,27.04,13
221.0,Kyren Williams,15.0,104.0,6.9,17,0,1.0,1.0,1,9.0,9.0,0.0,0.0,1,18.3,18.3,97.7%,26.335,13
220.0,D'Andre Swift,11.0,39.0,3.5,12,0,0.0,2.0,3,35.0,17.5,0.0,0.0,1,9.4,9.4,89.3%,26.174999999999997,13
219.0,Alvin Kamara,23.0,112.0,4.9,13,0,0.0,4.0,6,7.0,1.8,0.0,0.0,1,15.9,15.9,94.9%,25.735,13
218.0,Rhamondre Stevenson,18.0,73.0,4.1,32,1,0.0,3.0,3,21.0,7.0,0.0,0.0,1,12.4,12.4,83.1%,25.665000000000003,13
217.0,Jonathan Taylor,25.0,96.0,3.8,9,0,0.0,1.0,1,7.0,7.0,1.0,0.0,1,17.3,17.3,98.0%,24.970000000000002,13
216.0,Brian Robinson Jr.,16.0,103.0,6.4,40,1,1.0,1.0,1,6.0,6.0,0.0,0.0,1,17.9,17.9,86.6%,24.71,13
215.0,Tony Pollard,8.0,35.0,4.4,7,0,0.0,4.0,6,33.0,8.3,0.0,1.0,1,8.8,8.8,88.3%,24.509999999999998,13
214.0,Jahmyr Gibbs,9.0,87.0,9.7,28,1,0.0,2.0,4,17.0,8.5,0.0,1.0,1,10.4,10.4,99.0%,24.005000000000003,13
213.0,Cordarrelle Patterson,3.0,16.0,5.3,12,0,0.0,3.0,3,37.0,12.3,0.0,0.0,1,8.3,8.3,1.1%,23.795000000000005,13
212.0,Nick Chubb,9.0,21.0,2.3,10,0,0.0,2.0,2,24.0,12.0,1.0,0.0,1,12.5,12.5,39.2%,20.995,13
211.0,James Conner,17.0,68.0,4.0,16,0,0.0,3.0,4,13.0,4.3,0.0,0.0,1,11.1,11.1,92.8%,20.8,13
210.0,Isaiah Davis,1.0,4.0,4.0,4,0,0.0,3.0,3,28.0,9.3,1.0,0.0,1,12.2,12.2,7.5%,20.5,13
209.0,Chris Rodriguez Jr.,13.0,94.0,7.2,25,1,1.0,0.0,0,0.0,0,0.0,0.0,1,15.4,15.4,1.8%,19.580000000000005,13
208.0,Jerome Ford,9.0,41.0,4.6,21,1,0.0,1.0,1,21.0,21.0,0.0,0.0,1,7.2,7.2,38.5%,18.84,13
207.0,Christian McCaffrey,7.0,53.0,7.6,19,0,0.0,2.0,3,14.0,7.0,0.0,0.0,1,8.7,8.7,98.5%,17.99,13
206.0,Ray Davis,11.0,63.0,5.7,13,0,1.0,1.0,1,4.0,4.0,0.0,0.0,1,13.7,13.7,43.8%,17.105,13
205.0,Jonathon Brooks,6.0,18.0,3.0,9,0,0.0,3.0,3,23.0,7.7,0.0,0.0,1,7.1,7.1,8.6%,17.05,13
204.0,Travis Etienne Jr.,13.0,46.0,3.5,9,0,0.0,3.0,3,12.0,4.0,0.0,0.0,1,8.8,8.8,83.3%,16.525000000000002,13
238.0,Zach Charbonnet,22.0,134.0,6.1,51,2,2.0,7.0,7,59.0,8.4,0.0,0.0,1,38.3,38.3,79.8%,63.115,14
237.0,Chase Brown,14.0,58.0,4.1,10,0,0.0,6.0,8,65.0,10.8,1.0,0.0,1,24.3,24.3,95.0%,50.215,14
236.0,Isaac Guerendo,15.0,78.0,5.2,30,1,2.0,2.0,2,50.0,25.0,0.0,0.0,1,26.8,26.8,53.1%,46.38000000000001,14
235.0,James Conner,18.0,90.0,5.0,23,1,0.0,4.0,4,32.0,8.0,1.0,0.0,1,22.2,22.2,92.8%,37.85,14
234.0,De'Von Achane,14.0,24.0,1.7,7,0,1.0,6.0,7,45.0,7.5,0.0,0.0,1,18.9,18.9,97.9%,34.455,14
233.0,Tyrone Tracy Jr.,16.0,45.0,2.8,7,0,1.0,5.0,10,38.0,7.6,0.0,0.0,1,19.3,19.3,86.1%,33.870000000000005,14
232.0,Rachaad White,17.0,90.0,5.3,13,0,1.0,2.0,3,19.0,9.5,1.0,0.0,1,24.9,24.9,73.8%,33.195,14
231.0,David Montgomery,14.0,51.0,3.6,13,0,1.0,5.0,5,33.0,6.6,0.0,0.0,1,19.4,19.4,93.9%,32.19,14
230.0,Ty Johnson,0.0,0.0,0.0,0,0,0.0,2.0,3,55.0,27.5,1.0,0.0,1,13.5,13.5,5.4%,32.1,14
229.0,Travis Etienne Jr.,4.0,20.0,5.0,11,0,0.0,4.0,4,50.0,12.5,0.0,0.0,1,11.0,11.0,83.3%,31.549999999999997,14
228.0,Jahmyr Gibbs,15.0,43.0,2.9,20,1,0.0,6.0,6,30.0,5.0,1.0,0.0,1,19.3,19.3,99.0%,30.385,14
227.0,Tony Pollard,21.0,102.0,4.9,21,1,0.0,2.0,2,22.0,11.0,0.0,0.0,1,14.4,14.4,88.3%,30.335,14
226.0,Chuba Hubbard,26.0,92.0,3.5,15,0,1.0,4.0,5,15.0,3.8,0.0,0.0,1,20.7,20.7,94.1%,29.925000000000004,14
225.0,Braelon Allen,11.0,43.0,3.9,7,0,0.0,4.0,5,38.0,9.5,0.0,0.0,1,12.1,12.1,28.8%,29.535,14
224.0,Alvin Kamara,17.0,44.0,2.6,16,0,0.0,5.0,5,35.0,7.0,0.0,0.0,1,12.9,12.9,94.9%,29.190000000000005,14
223.0,Kyren Williams,29.0,87.0,3.0,12,0,2.0,2.0,2,10.0,5.0,0.0,0.0,1,23.7,23.7,97.7%,28.799999999999994,14
222.0,Rico Dowdle,18.0,131.0,7.3,27,1,0.0,1.0,2,10.0,10.0,0.0,0.0,1,15.1,15.1,41.4%,28.145000000000003,14
221.0,Bijan Robinson,22.0,92.0,4.2,13,0,1.0,2.0,2,9.0,4.5,0.0,0.0,1,20.1,20.1,98.7%,26.43,14
220.0,Isaiah Davis,10.0,40.0,4.0,17,0,1.0,3.0,6,27.0,9.0,0.0,0.0,1,15.7,15.7,7.5%,26.000000000000004,14
219.0,Aaron Jones Sr.,13.0,73.0,5.6,15,0,1.0,2.0,2,11.0,5.5,0.0,0.0,1,16.4,16.4,90.1%,22.89,14
218.0,Saquon Barkley,20.0,124.0,6.2,18,0,0.0,0.0,1,0.0,0,0.0,0.0,1,14.4,14.4,99.0%,22.53,14
217.0,Jaylen Warren,9.0,47.0,5.2,14,0,0.0,2.0,5,25.0,12.5,0.0,0.0,1,9.2,9.2,85.3%,22.429999999999996,14
216.0,Josh Jacobs,18.0,66.0,3.7,19,0,3.0,0.0,0,0.0,0,0.0,0.0,1,24.6,24.6,98.1%,21.555000000000003,14
215.0,Sincere McCormick,15.0,78.0,5.2,29,1,0.0,2.0,3,11.0,5.5,0.0,0.0,1,10.9,10.9,2.2%,20.68,14
214.0,Tank Bigsby,18.0,55.0,3.1,12,0,1.0,1.0,2,7.0,7.0,0.0,0.0,1,13.2,13.2,73.5%,17.715000000000003,14
213.0,Jerome Ford,10.0,28.0,2.8,7,0,0.0,3.0,4,19.0,6.3,0.0,0.0,1,7.7,7.7,38.5%,16.92,14
212.0,Tyler Allgeier,9.0,63.0,7.0,25,1,1.0,0.0,0,0.0,0,0.0,0.0,1,12.3,12.3,47.7%,14.500000000000002,14
211.0,Isiah Pacheco,14.0,55.0,3.9,9,0,0.0,2.0,4,6.0,3.0,0.0,0.0,1,8.1,8.1,90.6%,14.434999999999999,14
210.0,Najee Harris,16.0,53.0,3.3,20,1,1.0,0.0,0,0.0,0,0.0,0.0,1,11.3,11.3,83.2%,13.145000000000001,14
209.0,Kenny McIntosh,7.0,38.0,5.4,16,0,0.0,2.0,2,7.0,3.5,0.0,0.0,1,6.5,6.5,1.0%,11.91,14
208.0,Kareem Hunt,5.0,16.0,3.2,7,0,0.0,1.0,1,13.0,13.0,0.0,0.0,1,3.9,3.9,30.7%,10.479999999999999,14
207.0,Kenneth Gainwell,3.0,26.0,8.7,20,1,0.0,2.0,2,7.0,3.5,0.0,0.0,1,5.3,5.3,4.4%,10.205,14
238.0,Ty Johnson,2.0,9.0,4.5,5,0,0.0,5.0,5,114.0,22.8,0.0,0.0,1,17.3,17.3,5.4%,62.225,15
237.0,Jahmyr Gibbs,8.0,31.0,3.9,13,0,1.0,5.0,7,83.0,16.6,1.0,0.0,1,28.4,28.4,99.0%,57.035000000000004,15
236.0,Tyjae Spears,4.0,5.0,1.3,6,0,1.0,6.0,7,87.0,14.5,1.0,0.0,1,27.2,27.2,69.2%,54.945,15
235.0,Josh Jacobs,26.0,94.0,3.6,19,0,1.0,4.0,4,42.0,10.5,0.0,1.0,1,21.6,21.6,98.1%,42.64,15
234.0,James Conner,16.0,110.0,6.9,53,1,2.0,5.0,5,28.0,5.6,0.0,0.0,1,30.8,30.8,92.8%,42.33500000000001,15
233.0,James Cook,14.0,105.0,7.5,41,1,2.0,1.0,1,28.0,28.0,0.0,0.0,1,26.3,26.3,97.7%,39.075,15
232.0,Justice Hill,2.0,7.0,3.5,6,0,0.0,5.0,5,61.0,12.2,1.0,0.0,1,17.8,17.8,21.4%,38.675000000000004,15
231.0,Ameer Abdullah,3.0,8.0,2.7,4,0,0.0,7.0,7,58.0,8.3,1.0,0.0,1,19.6,19.6,1.0%,38.505,15
230.0,Alvin Kamara,5.0,12.0,2.4,6,0,0.0,4.0,5,58.0,14.5,1.0,0.0,1,17.0,17.0,94.9%,37.46,15
229.0,Chase Brown,25.0,97.0,3.9,13,0,1.0,3.0,3,16.0,5.3,1.0,0.0,1,26.3,26.3,95.0%,33.935,15
228.0,Aaron Jones Sr.,18.0,86.0,4.8,14,0,1.0,2.0,3,20.0,10.0,0.0,0.0,1,18.6,18.6,90.1%,29.720000000000006,15
227.0,De'Von Achane,12.0,41.0,3.4,7,0,0.0,7.0,7,35.0,5.0,0.0,0.0,1,14.6,14.6,97.9%,29.560000000000002,15
226.0,Jerome Ford,7.0,84.0,12.0,62,1,1.0,2.0,2,20.0,10.0,0.0,0.0,1,18.4,18.4,38.5%,29.4,15
225.0,Bijan Robinson,22.0,125.0,5.7,29,1,0.0,1.0,2,10.0,10.0,0.0,0.0,1,14.5,14.5,98.7%,27.405,15
224.0,Kenneth Gainwell,7.0,20.0,2.9,7,0,0.0,3.0,3,40.0,13.3,0.0,0.0,1,9.0,9.0,4.4%,25.935,15
223.0,Rico Dowdle,25.0,149.0,6.0,12,0,0.0,0.0,0,0.0,0,0.0,0.0,1,14.9,14.9,41.4%,25.75,15
222.0,Brian Robinson Jr.,21.0,65.0,3.1,20,1,0.0,3.0,3,22.0,7.3,0.0,0.0,1,11.7,11.7,86.6%,25.115000000000002,15
221.0,Joe Mixon,12.0,23.0,1.9,5,0,0.0,5.0,6,33.0,6.6,0.0,0.0,1,10.6,10.6,96.9%,24.435,15
220.0,Travis Etienne Jr.,14.0,65.0,4.6,10,0,0.0,4.0,5,20.0,5.0,0.0,0.0,1,12.5,12.5,83.3%,24.24,15
219.0,Rachaad White,15.0,64.0,4.3,11,0,0.0,2.0,2,17.0,8.5,1.0,1.0,1,14.1,14.1,73.8%,23.744999999999997,15
218.0,Antonio Gibson,7.0,33.0,4.7,29,1,0.0,2.0,2,31.0,15.5,0.0,0.0,1,8.4,8.4,13.5%,23.055,15
217.0,Kyren Williams,29.0,108.0,3.7,10,0,0.0,2.0,2,4.0,2.0,0.0,0.0,1,13.2,13.2,97.7%,22.855,15
216.0,Isaac Guerendo,16.0,57.0,3.6,16,0,0.0,4.0,4,18.0,4.5,0.0,0.0,1,11.5,11.5,53.1%,22.09,15
215.0,Rhamondre Stevenson,13.0,69.0,5.3,15,0,0.0,1.0,1,16.0,16.0,0.0,0.0,1,9.5,9.5,83.1%,21.045,15
214.0,Breece Hall,9.0,30.0,3.3,18,0,1.0,2.0,2,21.0,10.5,0.0,0.0,1,13.1,13.1,96.7%,20.695,15
213.0,Jonathan Taylor,22.0,107.0,4.9,40,1,0.0,1.0,2,4.0,4.0,0.0,1.0,1,10.1,10.1,98.0%,20.485,15
212.0,D'Andre Swift,19.0,79.0,4.2,17,0,0.0,1.0,1,10.0,10.0,0.0,0.0,1,9.9,9.9,89.3%,19.98,15
211.0,Zach Charbonnet,8.0,54.0,6.8,24,1,1.0,1.0,4,12.0,12.0,0.0,0.0,1,13.6,13.6,79.8%,19.620000000000005,15
210.0,Bucky Irving,15.0,117.0,7.8,54,1,0.0,2.0,2,-4.0,-2.0,0.0,0.0,1,13.3,13.3,98.1%,19.42,15
209.0,David Montgomery,5.0,4.0,0.8,3,0,0.0,4.0,4,31.0,7.8,0.0,0.0,1,7.5,7.5,93.9%,19.119999999999997,15
