Rank,Player,REC,TGT,Rec Yds,Y/R,LG,20+,Rec TD,ATT,Rec Yds,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
3853,Courtland Sutton,1,2,9,9.0,9,0,0,0,0,0,0,1,2.9,2.9,92.5%,DEN,denver_broncos,2021,9,4.85,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
3854,Ja'Marr Chase,6,13,49,8.2,15,0,0,2,0,0,1,1,2.9,2.9,99.3%,CIN,cincinnati_bengals,2021,9,16.98,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cincinnati Bengals
3856,Cedrick Wilson Jr.,2,5,28,14.0,24,1,0,0,0,0,0,1,2.8,2.8,0.6%,NO,new_orleans_saints,2021,9,12.3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,New Orleans Saints
3857,Nico Collins,3,3,25,8.3,11,0,0,0,0,0,0,1,2.5,2.5,99.1%,HOU,houston_texans,2021,9,9.64,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Houston Texans
3858,Rondale Moore,5,5,25,5.0,9,0,0,0,0,0,0,1,2.5,2.5,1.6%,MIN,minnesota_vikings,2021,9,9.65,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Minnesota Vikings
3859,Ashton Dulin,2,2,23,11.5,17,0,0,0,0,0,0,1,2.3,2.3,0.1%,IND,indianapolis_colts,2021,9,9.88,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3860,Ceedee Lamb,2,9,23,11.5,18,0,0,0,0,0,0,1,2.3,2.3,98.7%,DAL,dallas_cowboys,2021,9,9.98,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Dallas Cowboys
3861,Joshua Palmer,2,2,22,11.0,15,0,0,0,0,0,0,1,2.2,2.2,23.8%,BUF,buffalo_bills,2021,9,9.35,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Buffalo Bills
3863,K.J. Osborn,1,2,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,1.4%,WAS,washington_commanders,2021,9,10.45,,,,,,,,,,Washington Commanders
3864,Zay Jones,1,4,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,2.6%,ARI,arizona_cardinals,2021,9,10.45,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
3865,Laviska Shenault Jr.,4,4,24,6.0,9,0,0,1,-4,0,0,1,2.0,2.0,0.1%,BUF,buffalo_bills,2021,9,9.2,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Buffalo Bills
3867,Mecole Hardman Jr.,3,6,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,1.0%,GB,green_bay_packers,2021,9,7.96,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Green Bay Packers
3869,Marquez Valdes-Scantling,2,2,19,9.5,16,0,0,0,0,0,0,1,1.9,1.9,8.2%,SEA,seattle_seahawks,2021,9,8.48,,,,,,,,,,Seattle Seahawks
3872,Nick Westbrook-Ikhine,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,6.0%,MIA,miami_dolphins,2021,9,7.35,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
3879,Quez Watkins,2,3,9,4.5,7,0,0,0,0,0,0,1,0.9,0.9,0.0%,ARI,arizona_cardinals,2021,9,4.32,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
3881,Jakobi Meyers,1,4,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,85.1%,LV,las_vegas_raiders,2021,9,4.35,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Las Vegas Raiders
3885,Braxton Berrios,2,3,5,2.5,5,0,0,0,0,0,0,1,0.5,0.5,0.6%,HOU,houston_texans,2021,9,2.82,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Houston Texans
3887,Chris Moore,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%,WAS,washington_commanders,2021,9,2.35,,,,,,,,,,Washington Commanders
3888,Demarcus Robinson,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,10.1%,SF,san_francisco_49ers,2021,9,1.35,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,San Francisco 49ers
3890,Terrace Marshall Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PHI,philadelphia_eagles,2021,9,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Philadelphia Eagles
3891,Cody White,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2021,9,0.0,,,,,,,,,,Seattle Seahawks
3906,Greg Dortch,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,ARI,arizona_cardinals,2021,9,0.0,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
3908,Darius Slayton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,14.8%,NYG,new_york_giants,2021,9,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
3910,Laquon Treadwell,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,indianapolis_colts,2021,9,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3914,Noah Brown,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.4%,WAS,washington_commanders,2021,9,0.0,,,,,,,,,,Washington Commanders
3918,Jalen Reagor,1,1,-6,-6.0,0,0,0,0,0,0,0,1,-0.6,-0.6,0.0%,LAC,los_angeles_chargers,2021,9,-2.05,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
3920,Ray-Ray Mccloud Iii,1,1,12,12.0,12,0,0,0,0,0,1,1,-0.8,-0.8,5.6%,ATL,atlanta_falcons,2021,9,6.25,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Atlanta Falcons
3925,Stefon Diggs,8,13,162,20.3,57,3,1,0,0,0,0,1,22.2,22.2,84.7%,NE,new_england_patriots,2021,10,52.84,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
3975,Kalif Raymond,4,6,29,7.3,12,0,0,0,0,0,0,1,2.9,2.9,1.4%,DET,detroit_lions,2021,10,10.94,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Detroit Lions
3924,Ceedee Lamb,6,7,94,15.7,37,2,2,1,12,0,0,1,22.6,22.6,98.7%,DAL,dallas_cowboys,2021,10,32.86,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
4053,Dee Eskridge,1,2,-4,-4.0,0,0,0,0,0,0,0,1,-0.4,-0.4,0.0%,MIA,miami_dolphins,2021,10,-1.25,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
3926,Tyreek Hill,7,10,83,11.9,32,1,2,1,2,0,0,1,20.5,20.5,97.2%,MIA,miami_dolphins,2021,10,29.28,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
3927,Kendrick Bourne,4,4,98,24.5,48,2,1,3,43,0,0,1,20.1,20.1,2.7%,NE,new_england_patriots,2021,10,35.08,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
3928,Devonta Smith,4,6,66,16.5,36,1,2,0,0,0,0,1,18.6,18.6,93.6%,PHI,philadelphia_eagles,2021,10,25.08,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
3930,Justin Jefferson,9,11,143,15.9,27,4,0,1,-4,0,0,1,13.9,13.9,99.0%,MIN,minnesota_vikings,2021,10,44.38,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
3931,Jamal Agnew,0,5,0,0.0,0,0,0,3,79,1,0,1,13.9,13.9,0.0%,ATL,atlanta_falcons,2021,10,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Atlanta Falcons
3932,Mike Evans,2,3,62,31.0,40,2,1,0,0,0,0,1,12.2,12.2,97.3%,TB,tampa_bay_buccaneers,2021,10,25.55,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Tampa Bay Buccaneers
3933,Cooper Kupp,11,13,122,11.1,29,2,0,0,0,0,0,1,12.2,12.2,88.3%,SEA,seattle_seahawks,2021,10,39.12,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Seattle Seahawks
3934,Deandre Carter,3,6,56,18.7,22,2,1,1,4,0,0,1,12.0,12.0,0.1%,CLE,cleveland_browns,2021,10,20.76,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Cleveland Browns
3935,Jakobi Meyers,4,4,49,12.3,26,1,1,0,0,0,0,1,10.9,10.9,85.1%,LV,las_vegas_raiders,2021,10,18.7,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Las Vegas Raiders
3937,Hunter Renfrow,7,9,46,6.6,15,0,1,0,0,0,0,1,10.6,10.6,2.1%,CAR,carolina_panthers,2021,10,16.94,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
3940,Elijah Moore,3,6,44,14.7,25,1,1,0,0,0,0,1,10.4,10.4,8.2%,BUF,buffalo_bills,2021,10,17.36,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
3948,Rashod Bateman,6,8,80,13.3,30,2,0,0,0,0,0,1,8.0,8.0,43.3%,BAL,baltimore_ravens,2021,10,27.3,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Baltimore Ravens
3949,Davante Adams,7,11,78,11.1,34,1,0,0,0,0,0,1,7.8,7.8,96.2%,LAR,los_angeles_rams,2021,10,27.12,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Los Angeles Rams
3952,Michael Pittman Jr.,5,5,71,14.2,27,1,0,0,0,0,0,1,7.1,7.1,73.0%,IND,indianapolis_colts,2021,10,24.43,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3954,Adam Thielen,5,7,65,13.0,19,0,0,0,0,0,0,1,6.5,6.5,49.1%,CAR,carolina_panthers,2021,10,21.85,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
3955,Diontae Johnson,7,13,83,11.9,36,2,0,0,0,0,1,1,6.3,6.3,18.1%,CLE,cleveland_browns,2021,10,28.68,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Cleveland Browns
3956,Ray-Ray Mccloud Iii,9,12,63,7.0,17,0,0,0,0,0,0,1,6.3,6.3,5.6%,ATL,atlanta_falcons,2021,10,21.65,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Atlanta Falcons
3957,Amon-Ra St. Brown,4,6,61,15.3,30,1,0,0,0,0,0,1,6.1,6.1,99.3%,DET,detroit_lions,2021,10,22.04,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Detroit Lions
3958,Jaylen Waddle,4,6,61,15.3,35,1,0,0,0,0,0,1,6.1,6.1,90.2%,MIA,miami_dolphins,2021,10,22.54,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
3959,Terry Mclaurin,6,8,59,9.8,21,1,0,0,0,0,0,1,5.9,5.9,97.6%,WAS,washington_commanders,2021,10,20.52,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3960,Christian Kirk,7,8,58,8.3,20,1,0,0,0,0,0,1,5.8,5.8,46.2%,HOU,houston_texans,2021,10,20.3,,,,,,,,,,Houston Texans
3961,Chris Godwin,7,8,57,8.1,15,0,0,0,0,0,0,1,5.7,5.7,89.6%,TB,tampa_bay_buccaneers,2021,10,19.42,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Tampa Bay Buccaneers
3962,Van Jefferson,3,7,54,18.0,33,1,0,0,0,0,0,1,5.4,5.4,1.8%,TEN,tennessee_titans,2021,10,20.65,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Tennessee Titans
3964,Jerry Jeudy,6,9,48,8.0,15,0,0,1,3,0,0,1,5.1,5.1,89.1%,CLE,cleveland_browns,2021,10,16.8,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Cleveland Browns
3966,Devin Duvernay,4,4,28,7.0,11,0,0,1,19,0,0,1,4.7,4.7,0.1%,CHI,chicago_bears,2021,10,10.55,,,,,,,,,,Chicago Bears
3967,Michael Gallup,3,5,42,14.0,23,1,0,0,0,0,0,1,4.2,4.2,0.8%,WAS,washington_commanders,2021,10,16.05,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3968,Marquez Valdes-Scantling,1,2,41,41.0,41,1,0,0,0,0,0,1,4.1,4.1,8.2%,SEA,seattle_seahawks,2021,10,20.95,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Seattle Seahawks
3969,Marquise Brown,6,13,37,6.2,11,0,0,0,0,0,0,1,3.7,3.7,57.9%,KC,kansas_city_chiefs,2021,10,13.38,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
3971,Mike Williams,4,6,33,8.3,11,0,0,0,0,0,0,1,3.3,3.3,14.1%,LAC,los_angeles_chargers,2021,10,12.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Los Angeles Chargers
3972,Quez Watkins,4,6,33,8.3,18,0,0,0,0,0,0,1,3.3,3.3,0.0%,ARI,arizona_cardinals,2021,10,12.7,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Arizona Cardinals
3973,Mecole Hardman Jr.,2,3,27,13.5,27,1,0,1,3,0,0,1,3.0,3.0,1.0%,GB,green_bay_packers,2021,10,12.28,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
3923,Deebo Samuel Sr.,5,5,97,19.4,40,2,1,5,36,1,0,1,25.3,25.3,87.4%,WAS,washington_commanders,2021,10,33.61,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3976,Courtland Sutton,2,3,29,14.5,26,1,0,0,0,0,0,1,2.9,2.9,92.5%,DEN,denver_broncos,2021,10,12.82,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Denver Broncos
3977,Brandon Aiyuk,3,4,26,8.7,21,1,0,0,0,0,0,1,2.6,2.6,71.9%,SF,san_francisco_49ers,2021,10,11.06,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
3979,Dk Metcalf,3,8,26,8.7,18,0,0,0,0,0,0,1,2.6,2.6,95.4%,PIT,pittsburgh_steelers,2021,10,10.66,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
3981,Dj Moore,4,7,24,6.0,10,0,0,0,0,0,0,1,2.4,2.4,95.3%,CHI,chicago_bears,2021,10,9.3,,,,,,,,,,Chicago Bears
3982,Tyler Lockett,2,8,23,11.5,16,0,0,0,0,0,0,1,2.3,2.3,18.5%,TEN,tennessee_titans,2021,10,9.78,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Tennessee Titans
3983,A.J. Brown,1,4,16,16.0,16,0,0,1,7,0,0,1,2.3,2.3,99.0%,PHI,philadelphia_eagles,2021,10,8.35,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
3984,Demarcus Robinson,3,4,23,7.7,13,0,0,0,0,0,0,1,2.3,2.3,10.1%,SF,san_francisco_49ers,2021,10,9.26,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
3985,Olamide Zaccheaus,2,7,22,11.0,13,0,0,0,0,0,0,1,2.2,2.2,2.1%,CHI,chicago_bears,2021,10,9.15,,,,,,,,,,Chicago Bears
3986,Joshua Palmer,3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,23.8%,BUF,buffalo_bills,2021,10,8.94,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
3987,Zay Jones,1,3,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,2.6%,ARI,arizona_cardinals,2021,10,11.45,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Arizona Cardinals
3988,Laviska Shenault Jr.,3,8,15,5.0,6,0,0,2,6,0,0,1,2.1,2.1,0.1%,BUF,buffalo_bills,2021,10,6.15,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
3991,Terrace Marshall Jr.,0,2,0,0.0,0,0,0,0,0,0,0,1,2.0,2.0,0.1%,PHI,philadelphia_eagles,2021,10,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
3993,Braxton Berrios,3,3,19,6.3,7,0,0,0,0,0,0,1,1.9,1.9,0.6%,HOU,houston_texans,2021,10,7.44,,,,,,,,,,Houston Texans
3994,Noah Brown,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,3.4%,WAS,washington_commanders,2021,10,9.35,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3999,Laquon Treadwell,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0%,IND,indianapolis_colts,2021,10,9.35,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
4000,Tyler Johnson,3,5,17,5.7,8,0,0,0,0,0,0,1,1.7,1.7,0.6%,NYJ,new_york_jets,2021,10,6.95,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Jets
4002,Ashton Dulin,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.1%,IND,indianapolis_colts,2021,10,8.35,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
4004,Donovan Peoples-Jones,1,5,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%,NO,new_orleans_saints,2021,10,8.35,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,New Orleans Saints
4007,Tim Patrick,3,6,14,4.7,7,0,0,0,0,0,0,1,1.4,1.4,3.0%,DET,detroit_lions,2021,10,5.96,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Detroit Lions
4008,Rondale Moore,2,4,10,5.0,7,0,0,1,1,0,0,1,1.1,1.1,1.6%,MIN,minnesota_vikings,2021,10,4.65,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
4009,Nick Westbrook-Ikhine,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,6.0%,MIA,miami_dolphins,2021,10,5.35,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
4012,Zach Pascal,2,2,9,4.5,12,0,0,0,0,0,0,1,0.9,0.9,0.1%,NYG,new_york_giants,2021,10,4.82,,,,,,,,,,New York Giants
4013,Ben Skowronek,1,5,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%,PIT,pittsburgh_steelers,2021,10,4.35,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
4015,Allen Lazard,1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,6.3%,NYJ,new_york_jets,2021,10,3.35,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Jets
4018,Jalen Reagor,1,2,12,12.0,12,0,0,1,-8,0,0,1,0.4,0.4,0.0%,LAC,los_angeles_chargers,2021,10,6.35,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Los Angeles Chargers
4020,Jauan Jennings,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,84.2%,SF,san_francisco_49ers,2021,10,1.85,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
4027,Dan Chisena,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,carolina_panthers,2021,10,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
4028,Dez Fitzpatrick,1,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LAC,los_angeles_chargers,2021,10,0.35,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Los Angeles Chargers
4029,Cody White,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2021,10,0.0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Seattle Seahawks
4030,K.J. Osborn,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,WAS,washington_commanders,2021,10,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
4034,Malik Taylor,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,detroit_lions,2021,10,0.0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Detroit Lions
4038,Russell Gage Jr.,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,san_francisco_49ers,2021,10,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
4040,Greg Dortch,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,ARI,arizona_cardinals,2021,10,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Arizona Cardinals
4045,Khadarel Hodge,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,ATL,atlanta_falcons,2021,10,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Atlanta Falcons
4048,Mack Hollins,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8%,NE,new_england_patriots,2021,10,0.0,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
4184,Noah Brown,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.4%,WAS,washington_commanders,2021,11,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
4055,Justin Jefferson,8,10,169,21.1,56,4,2,1,3,0,0,1,29.2,29.2,99.0%,MIN,minnesota_vikings,2021,11,55.22,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
4056,Davante Adams,7,8,115,16.4,37,1,2,0,0,0,0,1,23.5,23.5,96.2%,LAR,los_angeles_rams,2021,11,38.46,,,,,,,,,,Los Angeles Rams
4057,Elijah Moore,8,11,141,17.6,62,3,1,1,15,0,0,1,21.6,21.6,8.2%,BUF,buffalo_bills,2021,11,47.69,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Buffalo Bills
4058,Marquez Valdes-Scantling,4,10,123,30.8,75,2,1,0,0,0,0,1,18.3,18.3,8.2%,SEA,seattle_seahawks,2021,11,44.97,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Seattle Seahawks
4059,Darnell Mooney,5,16,121,24.2,60,3,1,0,0,0,0,1,18.1,18.1,67.8%,ATL,atlanta_falcons,2021,11,42.43,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Atlanta Falcons
4061,Terry Mclaurin,5,7,103,20.6,39,2,1,0,0,0,0,1,16.3,16.3,97.6%,WAS,washington_commanders,2021,11,35.19,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
4062,Diontae Johnson,7,13,101,14.4,32,2,1,0,0,0,0,1,16.1,16.1,18.1%,CLE,cleveland_browns,2021,11,33.76,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
4063,Mike Williams,5,6,97,19.4,53,2,1,0,0,0,0,1,15.7,15.7,14.1%,LAC,los_angeles_chargers,2021,11,34.91,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
4064,Deebo Samuel Sr.,1,2,15,15.0,15,0,0,8,79,1,0,1,15.4,15.4,87.4%,WAS,washington_commanders,2021,11,7.85,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
4065,Brandon Aiyuk,7,7,85,12.1,34,1,1,0,0,0,0,1,14.5,14.5,71.9%,SF,san_francisco_49ers,2021,11,29.52,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
