Rank,Player,Team Name,Score,FPTS,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,G,ROST,week,year
141,Dustin Hopkins,Cleveland Browns,28.4,10.0,2,2,100.0,48,0,0,0,2,0,2,2,,,,,,,,,,1,2.2%,9,2020
86,Jason Myers,Seattle Seahawks,29.8,12.0,2,2,100.0,45,0,0,0,2,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,8.6%,9,2020
366,Cairo Santos,Chicago Bears,24.3,5.0,1,1,100.0,22,0,1,0,0,0,2,2,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,15.2%,9,2020
192,Chris Boswell,Pittsburgh Steelers,27.7,9.0,2,2,100.0,59,0,0,0,1,1,0,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,9,2020
235,Wil Lutz,Denver Broncos,26.3,8.0,1,1,100.0,36,0,0,1,0,0,5,5,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,34.5%,9,2020
236,Joey Slye,Tennessee Titans,13.36,8.0,1,3,33.3,47,0,0,0,1,0,4,4,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,9,2020
28,Tyler Bass,Buffalo Bills,27.9,15.0,3,4,75.0,44,0,1,1,1,0,5,5,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,9,2020
143,Graham Gano,New York Giants,28.4,10.0,2,2,100.0,44,0,0,1,1,0,3,3,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,10,2020
142,Wil Lutz,Denver Broncos,28.5,10.0,2,2,100.0,49,0,1,0,1,0,3,3,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,34.5%,10,2020
238,Cairo Santos,Chicago Bears,27.1,8.0,2,2,100.0,42,0,1,0,1,0,1,1,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,15.2%,10,2020
237,Brandon Mcmanus,Green Bay Packers,27.0,8.0,2,2,100.0,50,0,0,1,0,1,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,10,2020
45,Chris Boswell,Pittsburgh Steelers,31.9,14.0,3,3,100.0,45,0,0,1,2,0,3,3,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,10,2020
46,Jason Sanders,Miami Dolphins,27.1,14.0,3,4,75.0,50,0,0,1,1,1,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,10,2020
367,Kai Forbath,Los Angeles Rams,24.3,5.0,1,1,100.0,23,0,1,0,0,0,2,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,2.0%,10,2020
88,Jason Myers,Seattle Seahawks,30.5,12.0,3,3,100.0,61,0,0,2,0,1,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,8.6%,10,2020
491,Ka'Imi Fairbairn,Houston Texans,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,65.3%,10,2020
323,Joey Slye,Tennessee Titans,24.9,6.0,1,1,100.0,46,0,0,0,1,0,2,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,2.1%,10,2020
10,Tyler Bass,Buffalo Bills,34.7,18.0,3,3,100.0,58,0,0,0,0,3,3,3,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,61.0%,10,2020
29,Daniel Carlson,Las Vegas Raiders,32.8,15.0,3,3,100.0,52,0,2,0,0,1,4,4,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,10,2020
144,Dustin Hopkins,Cleveland Browns,21.94,10.0,2,3,66.7,41,0,0,1,1,0,3,3,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,10,2020
145,Chase Mclaughlin,Tampa Bay Buccaneers,28.4,10.0,2,2,100.0,52,0,0,1,0,1,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,10,2020
406,Jake Elliott,Philadelphia Eagles,23.5,4.0,1,1,100.0,40,0,0,0,1,0,0,0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,60.9%,10,2020
150,Joey Slye,Tennessee Titans,28.4,10.0,2,2,100.0,56,0,0,1,0,1,2,2,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,11,2020
72,Younghoe Koo,Atlanta Falcons,31.3,13.0,3,3,100.0,52,0,1,0,0,2,0,0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,21.9%,11,2020
194,Brandon Mcmanus,Green Bay Packers,27.8,9.0,2,2,100.0,47,0,1,0,1,0,2,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,7.7%,11,2020
119,Chris Boswell,Pittsburgh Steelers,22.64,11.0,2,3,66.7,47,0,0,0,2,0,3,3,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,11,2020
193,Jason Myers,Seattle Seahawks,27.8,9.0,2,2,100.0,41,0,1,0,1,0,2,3,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,11,2020
325,Jake Elliott,Philadelphia Eagles,24.9,6.0,1,1,100.0,43,0,0,0,1,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,60.9%,11,2020
146,Matt Gay,Washington Commanders,21.94,10.0,2,3,66.7,40,0,0,1,1,0,3,3,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,11,2020
147,Jason Sanders,Miami Dolphins,28.4,10.0,2,2,100.0,53,0,0,0,1,1,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,44.9%,11,2020
148,Dustin Hopkins,Cleveland Browns,21.94,10.0,2,3,66.7,50,0,0,1,0,1,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,11,2020
149,Ka'Imi Fairbairn,Houston Texans,28.4,10.0,2,2,100.0,46,0,0,1,1,0,3,3,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,11,2020
324,Wil Lutz,Denver Broncos,15.2,6.0,1,2,50.0,22,0,1,0,0,0,3,3,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,11,2020
368,Harrison Butker,Kansas City Chiefs,3.5,5.0,0,0,0.0,0,0,0,0,0,0,5,5,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,11,2020
407,Chase Mclaughlin,Tampa Bay Buccaneers,23.5,4.0,1,1,100.0,41,0,0,0,1,0,0,0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,70.7%,11,2020
281,Daniel Carlson,Las Vegas Raiders,25.6,7.0,1,1,100.0,35,0,0,1,0,0,4,4,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,14.9%,11,2020
152,Matt Gay,Washington Commanders,28.4,10.0,2,2,100.0,48,0,0,0,2,0,2,2,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,12,2020
120,Dustin Hopkins,Cleveland Browns,29.2,11.0,2,2,100.0,36,0,1,1,0,0,5,5,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,12,2020
282,Chris Boswell,Pittsburgh Steelers,26.5,7.0,2,2,100.0,27,0,2,0,0,0,1,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,12,2020
89,Jason Myers,Seattle Seahawks,30.5,12.0,3,3,100.0,44,0,0,2,1,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,12,2020
239,Wil Lutz,Denver Broncos,26.3,8.0,1,1,100.0,40,0,0,0,1,0,4,4,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,34.5%,12,2020
90,Jason Sanders,Miami Dolphins,29.8,12.0,2,2,100.0,54,0,0,0,0,2,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,12,2020
121,Tyler Bass,Buffalo Bills,29.1,11.0,2,2,100.0,45,0,0,0,2,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,12,2020
326,Daniel Carlson,Las Vegas Raiders,25.8,6.0,2,2,100.0,29,0,2,0,0,0,0,0,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,14.9%,12,2020
5,Younghoe Koo,Atlanta Falcons,38.3,21.0,5,5,100.0,54,0,1,3,0,1,4,4,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,12,2020
151,Joey Slye,Tennessee Titans,18.9,10.0,2,4,50.0,40,0,1,0,1,0,3,3,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,12,2020
370,Cairo Santos,Chicago Bears,24.3,5.0,1,1,100.0,27,0,1,0,0,0,2,2,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,15.2%,12,2020
30,Graham Gano,New York Giants,33.3,15.0,4,4,100.0,49,0,0,2,2,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,12,2020
369,Brandon Mcmanus,Green Bay Packers,24.2,5.0,1,1,100.0,58,0,0,0,0,1,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,12,2020
195,Harrison Butker,Kansas City Chiefs,27.8,9.0,2,2,100.0,29,1,1,0,0,0,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,12,2020
408,Jake Elliott,Philadelphia Eagles,23.5,4.0,1,1,100.0,42,0,0,0,1,0,0,1,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,60.9%,12,2020
153,Ka'Imi Fairbairn,Houston Texans,28.5,10.0,2,2,100.0,42,0,1,0,1,0,3,4,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,12,2020
409,Graham Gano,New York Giants,23.5,4.0,1,1,100.0,48,0,0,0,1,0,0,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,13,2020
410,Chase Mclaughlin,Tampa Bay Buccaneers,13.8,4.0,1,2,50.0,22,0,1,0,0,0,1,2,,,,,,,,,,1,70.7%,13,2020
14,Harrison Butker,Kansas City Chiefs,35.6,17.0,5,5,100.0,48,0,2,2,1,0,1,1,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,13,2020
283,Cairo Santos,Chicago Bears,25.6,7.0,1,1,100.0,45,0,0,0,1,0,3,4,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,15.2%,13,2020
240,Daniel Carlson,Las Vegas Raiders,26.3,8.0,1,1,100.0,48,0,0,0,1,0,4,4,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,13,2020
48,Jason Sanders,Miami Dolphins,32.8,14.0,4,4,100.0,48,1,2,0,1,0,1,1,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,13,2020
411,Jason Myers,Seattle Seahawks,23.5,4.0,1,1,100.0,31,0,0,1,0,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,8.6%,13,2020
327,Brandon Mcmanus,Green Bay Packers,15.1,6.0,1,2,50.0,53,0,0,0,0,1,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,13,2020
371,Matthew Wright,Carolina Panthers,24.2,5.0,1,1,100.0,37,0,0,1,0,0,2,2,,,,,,,,,,1,2.2%,13,2020
47,Dustin Hopkins,Cleveland Browns,31.9,14.0,3,3,100.0,49,0,0,0,3,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,13,2020
328,Jake Elliott,Philadelphia Eagles,24.9,6.0,1,1,100.0,52,0,0,0,0,1,1,2,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,60.9%,13,2020
91,Younghoe Koo,Atlanta Falcons,30.6,12.0,3,3,100.0,53,0,1,1,0,1,1,1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,21.9%,13,2020
443,Wil Lutz,Denver Broncos,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,34.5%,13,2020
155,Ka'Imi Fairbairn,Houston Texans,21.94,10.0,2,3,66.7,52,0,0,1,0,1,2,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,65.3%,13,2020
241,Matt Gay,Washington Commanders,16.5,8.0,1,2,50.0,39,0,0,1,0,0,5,5,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,13,2020
154,Tyler Bass,Buffalo Bills,28.5,10.0,2,2,100.0,37,0,1,1,0,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,13,2020
122,Jason Myers,Seattle Seahawks,29.2,11.0,2,2,100.0,41,0,1,0,1,0,4,5,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,14,2020
73,Dustin Hopkins,Cleveland Browns,26.5,13.0,3,4,75.0,51,0,1,1,0,1,2,2,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,2.2%,14,2020
493,Chris Boswell,Pittsburgh Steelers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,72.7%,14,2020
494,Graham Gano,New York Giants,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,2.6%,14,2020
242,Tyler Bass,Buffalo Bills,27.1,8.0,2,2,100.0,34,0,1,1,0,0,2,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,14,2020
329,Matt Gay,Washington Commanders,24.9,6.0,1,1,100.0,35,0,0,1,0,0,3,3,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,14,2020
330,Younghoe Koo,Atlanta Falcons,24.9,6.0,1,1,100.0,45,0,0,0,1,0,2,2,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,21.9%,14,2020
243,Harrison Butker,Kansas City Chiefs,26.3,8.0,1,1,100.0,46,0,0,0,1,0,4,4,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,14,2020
196,Daniel Carlson,Las Vegas Raiders,27.9,9.0,2,2,100.0,25,0,2,0,0,0,3,3,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,14.9%,14,2020
197,Joey Slye,Tennessee Titans,27.8,9.0,2,2,100.0,35,0,1,1,0,0,3,3,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,14,2020
156,Jason Sanders,Miami Dolphins,21.94,10.0,2,3,66.7,44,0,0,1,1,0,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,44.9%,14,2020
469,Brandon Mcmanus,Green Bay Packers,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,4,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,14,2020
157,Cairo Santos,Chicago Bears,28.4,10.0,2,2,100.0,39,0,0,2,0,0,4,4,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,14,2020
492,Ka'Imi Fairbairn,Houston Texans,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,65.3%,14,2020
284,Jake Elliott,Philadelphia Eagles,15.8,7.0,1,2,50.0,44,0,0,0,1,0,3,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,14,2020
444,Wil Lutz,Denver Broncos,2.5,3.0,0,2,0.0,0,0,0,0,0,0,3,3,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,14,2020
470,Jason Sanders,Miami Dolphins,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,15,2020
123,Younghoe Koo,Atlanta Falcons,29.1,11.0,2,2,100.0,52,0,0,1,0,1,3,3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,21.9%,15,2020
331,Graham Gano,New York Giants,25.6,6.0,2,2,100.0,39,0,0,2,0,0,0,0,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.6%,15,2020
11,Cairo Santos,Chicago Bears,35.4,18.0,4,4,100.0,48,0,0,1,3,0,3,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,15,2020
332,Harrison Butker,Kansas City Chiefs,25.0,6.0,1,1,100.0,22,0,1,0,0,0,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,15,2020
160,Matt Gay,Washington Commanders,28.4,10.0,2,2,100.0,45,0,0,0,2,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,15.7%,15,2020
159,Jason Myers,Seattle Seahawks,28.4,10.0,2,2,100.0,43,0,0,0,2,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,15,2020
158,Joey Slye,Tennessee Titans,29.2,10.0,3,3,100.0,36,0,1,2,0,0,1,1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,15,2020
471,Jake Elliott,Philadelphia Eagles,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,60.9%,15,2020
445,Wil Lutz,Denver Broncos,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,34.5%,15,2020
412,Dustin Hopkins,Cleveland Browns,23.5,4.0,1,1,100.0,48,0,0,0,1,0,0,1,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,15,2020
372,Chris Boswell,Pittsburgh Steelers,24.3,5.0,1,1,100.0,25,0,1,0,0,0,2,2,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,72.7%,15,2020
244,Ka'Imi Fairbairn,Houston Texans,27.1,8.0,2,2,100.0,31,0,1,1,0,0,2,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,65.3%,15,2020
198,Daniel Carlson,Las Vegas Raiders,27.9,9.0,2,2,100.0,23,0,2,0,0,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,14.9%,15,2020
92,Tyler Bass,Buffalo Bills,30.0,12.0,2,2,100.0,27,0,2,0,0,0,6,6,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,15,2020
245,Graham Gano,New York Giants,27.0,8.0,2,2,100.0,42,0,0,1,1,0,1,1,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,2.6%,16,2020
31,Jason Sanders,Miami Dolphins,33.4,15.0,4,4,100.0,44,0,1,2,1,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,16,2020
247,Dustin Hopkins,Cleveland Browns,27.1,8.0,2,2,100.0,48,0,1,0,1,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.2%,16,2020
286,Harrison Butker,Kansas City Chiefs,25.6,7.0,1,1,100.0,53,0,0,0,0,1,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,16,2020
246,Tyler Bass,Buffalo Bills,26.4,8.0,1,1,100.0,22,0,1,0,0,0,5,5,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,16,2020
74,Daniel Carlson,Las Vegas Raiders,32.2,13.0,4,4,100.0,38,0,3,1,0,0,1,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,14.9%,16,2020
49,Brandon Mcmanus,Green Bay Packers,27.1,14.0,3,4,75.0,52,0,0,1,0,2,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,16,2020
285,Ka'Imi Fairbairn,Houston Texans,25.7,7.0,1,1,100.0,21,0,1,0,0,0,4,4,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,65.3%,16,2020
413,Matthew Wright,Carolina Panthers,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,1,2.2%,16,2020
93,Cairo Santos,Chicago Bears,29.9,12.0,2,2,100.0,40,0,1,0,1,0,5,5,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,16,2020
161,Wil Lutz,Denver Broncos,27.7,10.0,1,1,100.0,30,0,0,1,0,0,7,7,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,34.5%,16,2020
162,Jason Myers,Seattle Seahawks,28.4,10.0,2,2,100.0,49,0,0,0,2,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,16,2020
94,Matt Gay,Washington Commanders,30.5,12.0,3,3,100.0,51,0,0,1,1,1,0,0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,1,15.7%,16,2020
373,Jake Elliott,Philadelphia Eagles,24.2,5.0,1,1,100.0,38,0,0,1,0,0,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,60.9%,16,2020
473,Joey Slye,Tennessee Titans,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,3,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,2.1%,16,2020
472,Younghoe Koo,Atlanta Falcons,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,21.9%,16,2020
446,Harrison Butker,Kansas City Chiefs,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,69.3%,17,2020
15,Ka'Imi Fairbairn,Houston Texans,34.9,17.0,4,4,100.0,51,0,2,0,1,1,2,3,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,65.3%,17,2020
166,Cairo Santos,Chicago Bears,29.3,10.0,3,3,100.0,30,0,2,1,0,0,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,15.2%,17,2020
287,Graham Gano,New York Giants,25.6,7.0,1,1,100.0,50,0,0,0,0,1,2,3,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,17,2020
474,Chase Mclaughlin,Tampa Bay Buccaneers,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,17,2020
475,Jake Elliott,Philadelphia Eagles,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,60.9%,17,2020
165,Wil Lutz,Denver Broncos,28.4,10.0,2,2,100.0,48,0,0,1,1,0,3,4,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,34.5%,17,2020
95,Matthew Wright,Carolina Panthers,30.6,12.0,3,3,100.0,46,0,1,0,2,0,1,1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,2.2%,17,2020
164,Dustin Hopkins,Cleveland Browns,28.4,10.0,2,2,100.0,42,0,0,0,2,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,17,2020
