Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
2845,Tony Pollard,11,42,3.8,15,0,0,6,7,56,9.3,0,0,1,9.8,9.8,88.8%,TEN,tennessee_titans,2021,10,26.07,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Tennessee Titans
2847,Elijah Mitchell,27,91,3.4,17,0,0,0,0,0,0.0,0,0,1,9.1,9.1,7.7%,KC,kansas_city_chiefs,2021,10,48.71,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
2848,Chuba Hubbard,9,27,3.0,16,0,1,0,0,0,0.0,0,0,1,8.7,8.7,94.9%,CAR,carolina_panthers,2021,10,18.25,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
2874,Travis Homer,1,2,2.0,2,0,0,3,4,23,7.7,0,0,1,2.5,2.5,0.6%,CHI,chicago_bears,2021,10,2.85,,,,,,,,,,Chicago Bears
2864,Cordarrelle Patterson,4,25,6.3,14,0,0,1,2,14,14.0,0,0,1,3.9,3.9,1.0%,PIT,pittsburgh_steelers,2021,10,14.64,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
2867,Josh Jacobs,7,16,2.3,5,0,0,5,5,20,4.0,0,0,1,3.6,3.6,98.5%,GB,green_bay_packers,2021,10,10.54,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
2866,Ty Johnson,2,2,1.0,2,0,0,5,8,36,7.2,0,0,1,3.8,3.8,5.2%,BUF,buffalo_bills,2021,10,3.65,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
2863,Alexander Mattison,4,16,4.0,7,0,0,1,1,24,24.0,0,0,1,4.0,4.0,8.8%,MIA,miami_dolphins,2021,10,10.3,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
2860,Javonte Williams,8,48,6.0,20,1,0,2,3,1,0.5,0,0,1,4.9,4.9,79.7%,DAL,dallas_cowboys,2021,10,25.95,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
2920,James Conner,21,62,3.0,8,0,1,5,6,37,7.4,0,0,1,15.9,15.9,92.9%,ARI,arizona_cardinals,2021,11,39.3,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
2940,Michael Carter,9,63,7.0,39,1,0,1,1,2,2.0,0,0,1,6.5,6.5,1.0%,ARI,arizona_cardinals,2021,11,33.65,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
2983,Zack Moss,3,5,1.7,3,0,0,0,1,0,0.0,0,0,1,0.5,0.5,16.8%,CIN,cincinnati_bengals,2021,11,3.06,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
2985,Travis Homer,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.6%,CHI,chicago_bears,2021,11,2.7,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Chicago Bears
2994,Khalil Herbert,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,6.2%,IND,indianapolis_colts,2021,11,0.1,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
2926,A.J. Dillon,11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,9.7,9.7,5.6%,PHI,philadelphia_eagles,2021,11,31.12,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
2929,Deejay Dallas,4,25,6.3,15,0,1,1,2,2,2.0,0,0,1,8.7,8.7,0.1%,ARI,arizona_cardinals,2021,11,17.44,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
2996,Gary Brightwell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CIN,cincinnati_bengals,2021,11,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
2998,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,philadelphia_eagles,2021,11,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
2914,Austin Ekeler,11,50,4.5,12,0,2,6,7,65,10.8,2,0,1,35.5,35.5,69.3%,WAS,washington_commanders,2021,11,43.42,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
2999,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2021,11,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Jets
2923,Clyde Edwards-Helaire,12,63,5.3,14,0,1,2,2,13,6.5,0,0,1,13.6,13.6,3.2%,NO,new_orleans_saints,2021,11,37.75,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,New Orleans Saints
3009,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,houston_texans,2021,11,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
2992,Demetric Felton Jr.,3,2,0.7,1,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,WAS,washington_commanders,2021,11,1.41,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
2931,Rhamondre Stevenson,12,69,5.8,21,1,0,1,1,6,6.0,0,0,1,7.5,7.5,83.3%,NE,new_england_patriots,2021,11,36.97,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
2919,Christian Mccaffrey,10,59,5.9,15,0,0,7,8,60,8.6,1,0,1,17.9,17.9,98.5%,SF,san_francisco_49ers,2021,11,38.08,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
2959,Jaret Patterson,7,23,3.3,11,0,0,0,0,0,0.0,0,0,1,2.3,2.3,0.0%,LAC,los_angeles_chargers,2021,11,12.69,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
2982,Alexander Mattison,3,5,1.7,3,0,0,0,1,0,0.0,0,0,1,0.5,0.5,8.8%,MIA,miami_dolphins,2021,11,3.06,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
2917,D'Andre Swift,14,136,9.7,57,1,1,3,4,0,0.0,0,0,1,19.6,19.6,89.4%,CHI,chicago_bears,2021,11,74.56,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Chicago Bears
2916,Nick Chubb,22,130,5.9,15,0,0,2,2,14,7.0,1,0,1,20.4,20.4,39.7%,HOU,houston_texans,2021,11,71.98,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
2915,Joe Mixon,30,123,4.1,20,1,2,0,0,0,0.0,0,0,1,24.3,24.3,96.9%,HOU,houston_texans,2021,11,71.92,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
2993,Patrick Ricard,1,2,2.0,2,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.8%,BAL,baltimore_ravens,2021,11,1.4,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
3011,C.J. Ham,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2021,11,0.1,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
2980,Reggie Gilliam,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%,BUF,buffalo_bills,2021,11,0.45,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Buffalo Bills
2979,Kyle Juszczyk,0,0,0.0,0,0,0,1,2,7,7.0,0,0,1,0.7,0.7,1.3%,SF,san_francisco_49ers,2021,11,0.45,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
2974,Patrick Taylor Jr.,4,11,2.8,5,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.8%,SF,san_francisco_49ers,2021,11,6.32,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
2971,Ty Johnson,1,5,5.0,5,0,0,1,1,8,8.0,0,0,1,1.3,1.3,5.2%,BUF,buffalo_bills,2021,11,3.85,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Buffalo Bills
2932,Antonio Gibson,19,95,5.0,20,1,0,0,0,0,0.0,0,1,1,7.5,7.5,13.1%,NE,new_england_patriots,2021,11,49.05,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
2934,Miles Sanders,16,94,5.9,25,1,0,0,1,0,0.0,0,1,1,7.4,7.4,12.0%,DAL,dallas_cowboys,2021,11,48.38,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Dallas Cowboys
2960,Samaje Perine,2,3,1.5,2,0,0,3,3,18,6.0,0,0,1,2.1,2.1,3.6%,CIN,cincinnati_bengals,2021,11,3.12,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
2948,Devin Singletary,3,17,5.7,9,0,0,3,4,26,8.7,0,0,1,4.3,4.3,8.8%,NYG,new_york_giants,2021,11,11.26,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,New York Giants
2945,Trey Sermon,10,32,3.2,12,0,0,1,1,23,23.0,0,0,1,5.5,5.5,1.1%,PIT,pittsburgh_steelers,2021,11,18.73,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Pittsburgh Steelers
2935,Tony Pollard,7,50,7.1,31,1,0,2,2,20,10.0,0,0,1,7.0,7.0,88.8%,TEN,tennessee_titans,2021,11,27.96,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Tennessee Titans
2944,Saquon Barkley,6,25,4.2,12,0,0,6,6,31,5.2,0,0,1,5.6,5.6,99.0%,PHI,philadelphia_eagles,2021,11,15.88,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
2937,David Montgomery,14,58,4.1,11,0,0,1,1,9,9.0,0,0,1,6.7,6.7,94.0%,DET,detroit_lions,2021,11,31.56,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Detroit Lions
2942,Josh Jacobs,9,37,4.1,18,0,0,5,7,24,4.8,0,0,1,6.1,6.1,98.5%,GB,green_bay_packers,2021,11,21.72,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Green Bay Packers
2924,Najee Harris,12,39,3.3,12,0,1,5,6,20,4.0,0,0,1,11.9,11.9,83.7%,LAC,los_angeles_chargers,2021,11,26.1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
2913,Jonathan Taylor,32,185,5.8,40,1,4,3,3,19,6.3,1,0,1,50.4,50.4,98.3%,IND,indianapolis_colts,2021,11,114.42,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3061,Kenneth Gainwell,0,0,0.0,0,0,0,3,4,32,10.7,0,0,1,3.2,3.2,4.2%,PIT,pittsburgh_steelers,2021,12,1.9,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Pittsburgh Steelers
3023,Javonte Williams,14,54,3.9,12,0,1,3,4,57,19.0,0,0,1,17.1,17.1,79.7%,DAL,dallas_cowboys,2021,12,35.53,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Dallas Cowboys
3057,Nick Chubb,8,16,2.0,5,0,0,2,4,23,11.5,0,0,1,3.9,3.9,39.7%,HOU,houston_texans,2021,12,10.45,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Houston Texans
3051,Devin Singletary,15,44,2.9,15,0,0,1,1,4,4.0,0,0,1,4.8,4.8,8.8%,NYG,new_york_giants,2021,12,24.24,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
3050,Saquon Barkley,13,40,3.1,32,1,0,4,5,13,3.3,0,0,1,5.3,5.3,99.0%,PHI,philadelphia_eagles,2021,12,22.82,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Philadelphia Eagles
3045,Miles Sanders,9,64,7.1,27,1,0,1,1,0,0.0,0,0,1,6.4,6.4,12.0%,DAL,dallas_cowboys,2021,12,34.07,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Dallas Cowboys
3044,Kene Nwangwu,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,6.7,6.7,0.0%,NYJ,new_york_jets,2021,12,7.65,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
3042,David Montgomery,17,46,2.7,12,0,0,3,3,28,9.3,0,0,1,7.4,7.4,94.0%,DET,detroit_lions,2021,12,26.8,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Detroit Lions
3039,Alexander Mattison,7,21,3.0,7,0,1,2,3,7,3.5,0,0,1,8.8,8.8,8.8%,MIA,miami_dolphins,2021,12,15.6,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
3058,Kyle Juszczyk,0,0,0.0,0,0,0,2,2,37,18.5,0,0,1,3.7,3.7,1.3%,SF,san_francisco_49ers,2021,12,2.05,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
3105,Dare Ogunbowale,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,1.5%,HOU,houston_texans,2021,12,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Houston Texans
3095,Gary Brightwell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CIN,cincinnati_bengals,2021,12,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
3096,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,philadelphia_eagles,2021,12,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Philadelphia Eagles
3027,A.J. Dillon,20,69,3.5,8,0,0,5,5,21,4.2,1,0,1,15.0,15.0,5.6%,PHI,philadelphia_eagles,2021,12,41.58,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Philadelphia Eagles
3092,Demetric Felton Jr.,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2021,12,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3026,Jonathan Taylor,16,83,5.2,15,0,1,4,5,14,3.5,0,0,1,15.7,15.7,98.3%,IND,indianapolis_colts,2021,12,48.38,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Indianapolis Colts
3059,Najee Harris,8,23,2.9,5,0,0,3,5,14,4.7,0,0,1,3.7,3.7,83.7%,LAC,los_angeles_chargers,2021,12,13.74,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Los Angeles Chargers
3060,Christian Mccaffrey,10,35,3.5,15,0,0,0,1,0,0.0,0,0,1,3.5,3.5,98.5%,SF,san_francisco_49ers,2021,12,19.02,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
3084,Khalil Herbert,4,9,2.3,5,0,0,0,0,0,0.0,0,0,1,0.9,0.9,6.2%,IND,indianapolis_colts,2021,12,5.24,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Indianapolis Colts
3052,Rhamondre Stevenson,9,46,5.1,19,0,0,0,1,0,0.0,0,0,1,4.6,4.6,83.3%,NE,new_england_patriots,2021,12,24.66,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
3029,Tony Pollard,10,36,3.6,12,0,0,4,4,32,8.0,0,0,1,12.8,12.8,88.8%,TEN,tennessee_titans,2021,12,24.54,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Tennessee Titans
3062,Deejay Dallas,3,4,1.3,3,0,0,5,5,27,5.4,0,0,1,3.1,3.1,0.1%,ARI,arizona_cardinals,2021,12,4.34,,,,,,,,,,Arizona Cardinals
3025,Austin Ekeler,12,31,2.6,6,0,0,6,8,68,11.3,1,0,1,15.9,15.9,69.3%,WAS,washington_commanders,2021,12,24.09,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
3068,Salvon Ahmed,5,17,3.4,16,0,0,1,1,9,9.0,0,0,1,2.6,2.6,0.0%,IND,indianapolis_colts,2021,12,10.06,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Indianapolis Colts
3024,Antonio Gibson,29,111,3.8,17,0,0,7,7,35,5.0,0,0,1,16.6,16.6,13.1%,NE,new_england_patriots,2021,12,62.42,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
3091,Jaret Patterson,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,LAC,los_angeles_chargers,2021,12,0.1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Los Angeles Chargers
3071,Aaron Jones Sr.,10,23,2.3,8,0,0,0,1,0,0.0,0,0,1,2.3,2.3,90.3%,MIN,minnesota_vikings,2021,12,12.84,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Minnesota Vikings
3100,Patrick Ricard,0,0,0.0,0,0,0,1,2,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,baltimore_ravens,2021,12,0.1,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
3022,Josh Jacobs,22,87,4.0,21,1,1,2,4,25,12.5,0,0,1,17.2,17.2,98.5%,GB,green_bay_packers,2021,12,51.15,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
3073,Kareem Hunt,7,20,2.9,9,0,0,0,1,0,0.0,0,0,1,2.0,2.0,30.4%,KC,kansas_city_chiefs,2021,12,11.14,,,,,,,,,,Kansas City Chiefs
3076,C.J. Ham,0,0,0.0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.6%,MIN,minnesota_vikings,2021,12,0.9,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Minnesota Vikings
3018,Elijah Mitchell,27,133,4.9,15,0,1,5,6,35,7.0,0,0,1,22.8,22.8,7.7%,KC,kansas_city_chiefs,2021,12,75.59,,,,,,,,,,Kansas City Chiefs
3078,Samaje Perine,3,3,1.0,4,0,0,1,1,12,12.0,0,0,1,1.5,1.5,3.6%,CIN,cincinnati_bengals,2021,12,2.65,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
3083,D'Andre Swift,3,0,0.0,4,0,0,3,3,9,3.0,0,0,1,0.9,0.9,89.4%,CHI,chicago_bears,2021,12,1.05,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
3017,Cordarrelle Patterson,16,108,6.8,27,1,2,2,3,27,13.5,0,0,1,25.5,25.5,1.0%,PIT,pittsburgh_steelers,2021,12,64.97,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Pittsburgh Steelers
3016,Joe Mixon,28,165,5.9,32,2,2,4,4,-2,-0.5,0,0,1,28.3,28.3,96.9%,HOU,houston_texans,2021,12,93.28,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Houston Texans
3055,Ty Johnson,6,42,7.0,24,1,0,0,1,0,0.0,0,0,1,4.2,4.2,5.2%,BUF,buffalo_bills,2021,12,22.65,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
3088,Chuba Hubbard,2,6,3.0,5,0,0,0,1,0,0.0,0,0,1,0.6,0.6,94.9%,CAR,carolina_panthers,2021,12,3.65,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Carolina Panthers
3118,Antonio Gibson,23,88,3.8,22,1,0,5,6,23,4.6,1,0,1,17.1,17.1,13.1%,NE,new_england_patriots,2021,13,51.52,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
3157,Salvon Ahmed,8,23,2.9,11,0,0,0,0,0,0.0,0,0,1,2.3,2.3,0.0%,IND,indianapolis_colts,2021,13,12.74,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3177,Jaret Patterson,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,LAC,los_angeles_chargers,2021,13,1.4,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
3165,Ty Johnson,1,1,1.0,1,0,0,2,4,14,7.0,0,0,1,1.5,1.5,5.2%,BUF,buffalo_bills,2021,13,1.65,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Buffalo Bills
3171,Patrick Ricard,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.8%,BAL,baltimore_ravens,2021,13,0.55,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Baltimore Ravens
3111,Jonathan Taylor,32,143,4.5,16,0,2,0,0,0,0.0,0,1,1,24.3,24.3,98.3%,IND,indianapolis_colts,2021,13,81.08,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3158,Kyle Juszczyk,0,0,0.0,0,0,0,2,3,21,10.5,0,0,1,2.1,2.1,1.3%,SF,san_francisco_49ers,2021,13,1.25,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,San Francisco 49ers
3162,C.J. Ham,0,0,0.0,0,0,0,1,1,19,19.0,0,0,1,1.9,1.9,0.6%,MIN,minnesota_vikings,2021,13,1.05,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Minnesota Vikings
3175,Kene Nwangwu,2,0,0.0,1,0,0,2,3,4,2.0,0,0,1,0.4,0.4,0.0%,NYJ,new_york_jets,2021,13,0.6,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,New York Jets
3176,Michael Burton,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.1%,DEN,denver_broncos,2021,13,2.05,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Denver Broncos
3152,Zack Moss,8,21,2.6,4,0,0,2,3,12,6.0,0,0,1,3.3,3.3,16.8%,CIN,cincinnati_bengals,2021,13,12.49,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Cincinnati Bengals
3112,Javonte Williams,23,102,4.4,14,0,0,6,9,76,12.7,1,0,1,23.8,23.8,79.7%,DAL,dallas_cowboys,2021,13,61.36,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
3113,David Montgomery,21,90,4.3,24,1,1,8,9,51,6.4,0,0,1,20.1,20.1,94.0%,DET,detroit_lions,2021,13,54.5,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
3154,Khalil Herbert,4,16,4.0,7,0,0,1,1,11,11.0,0,0,1,2.7,2.7,6.2%,IND,indianapolis_colts,2021,13,9.65,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
3150,Devin Singletary,10,36,3.6,17,0,0,0,0,0,0.0,0,0,1,3.6,3.6,8.8%,NYG,new_york_giants,2021,13,19.54,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Giants
3149,Samaje Perine,5,36,7.2,17,0,0,2,2,5,2.5,0,0,1,4.1,4.1,3.6%,CIN,cincinnati_bengals,2021,13,20.03,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Cincinnati Bengals
3139,Saquon Barkley,11,55,5.0,23,1,0,6,9,19,3.2,0,0,1,7.4,7.4,99.0%,PHI,philadelphia_eagles,2021,13,30.9,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
3123,Kenneth Gainwell,12,54,4.5,18,0,1,5,5,33,6.6,0,0,1,14.7,14.7,4.2%,PIT,pittsburgh_steelers,2021,13,34.43,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
3186,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,philadelphia_eagles,2021,13,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
