Rank,Player,REC,TGT,Rec Yds,Y/R,LG,20+,Rec TD,ATT,Rec Yds,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
1534,Will Dissly,3,3,17,5.7,7,0,0,0,0,0,0,1,1.7,1.7,8.3%,LAC,los_angeles_chargers,2020,16,8.04,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
1535,Cole Kmet,2,6,18,9.0,10,0,0,1,-3,0,0,1,1.5,1.5,26.4%,CHI,chicago_bears,2020,16,8.6,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
1539,Dominique Dafney,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%,CAR,carolina_panthers,2020,16,7.76,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
1546,Durham Smythe,2,2,6,3.0,5,0,0,0,0,0,0,1,0.6,0.6,0.6%,CHI,chicago_bears,2020,16,3.57,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
1551,Sean Mckeon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,indianapolis_colts,2020,16,0.0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Indianapolis Colts
1565,Taysom Hill,1,1,19,19.0,19,0,0,5,18,1,0,1,0.0,0.0,19.9%,NO,new_orleans_saints,2020,16,9.85,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1566,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,LV,las_vegas_raiders,2020,16,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Las Vegas Raiders
1571,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,jacksonville_jaguars,2020,16,0.0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Jacksonville Jaguars
1573,Eric Saubert,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.8%,SEA,seattle_seahawks,2020,16,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
1577,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,NO,new_orleans_saints,2020,16,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1581,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,chicago_bears,2020,16,0.0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
1582,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2020,16,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
1586,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,san_francisco_49ers,2020,16,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
1587,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,new_york_giants,2020,16,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,New York Giants
1593,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,NO,new_orleans_saints,2020,16,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1596,Andrew Depaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,minnesota_vikings,2020,16,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,Minnesota Vikings
1600,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2020,16,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Washington Commanders
1624,Dawson Knox,2,8,29,14.5,19,0,0,0,0,0,0,1,2.9,2.9,5.6%,BUF,buffalo_bills,2020,17,14.06,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
1704,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,NO,new_orleans_saints,2020,17,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1602,Darren Waller,9,10,117,13.0,28,2,1,0,0,0,1,1,17.7,17.7,6.9%,MIA,miami_dolphins,2020,17,50.14,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Miami Dolphins
1604,Pharaoh Brown,5,5,48,9.6,14,0,1,0,0,0,0,1,10.8,10.8,0.1%,MIA,miami_dolphins,2020,17,24.65,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Miami Dolphins
1607,Donald Parham Jr.,3,4,37,12.3,22,1,1,0,0,0,0,1,9.7,9.7,1.0%,PIT,pittsburgh_steelers,2020,17,21.74,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Pittsburgh Steelers
1609,Austin Hooper,4,5,37,9.3,13,0,1,0,0,0,0,1,9.7,9.7,3.5%,NE,new_england_patriots,2020,17,20.64,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
1611,Robert Tonyan,2,2,18,9.0,15,0,1,0,0,0,0,1,7.8,7.8,0.0%,KC,kansas_city_chiefs,2020,17,14.01,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Kansas City Chiefs
1613,Dominique Dafney,1,1,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,0.0%,CAR,carolina_panthers,2020,17,12.46,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,Carolina Panthers
1614,Dalton Schultz,7,10,70,10.0,16,0,0,0,0,0,0,1,7.0,7.0,23.5%,HOU,houston_texans,2020,17,27.95,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Houston Texans
1615,George Kittle,7,9,68,9.7,41,1,0,0,0,0,0,1,6.8,6.8,97.9%,SF,san_francisco_49ers,2020,17,29.86,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,San Francisco 49ers
1617,Noah Fant,4,6,48,12.0,20,1,0,0,0,0,0,1,4.8,4.8,17.3%,SEA,seattle_seahawks,2020,17,20.66,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
1618,Mike Gesicki,5,10,47,9.4,23,1,0,0,0,0,0,1,4.7,4.7,33.7%,CIN,cincinnati_bengals,2020,17,20.6,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Cincinnati Bengals
1620,Tyler Higbee,3,4,41,13.7,26,1,0,0,0,0,0,1,4.1,4.1,17.1%,LAR,los_angeles_rams,2020,17,18.92,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
1621,Tyler Conklin,3,6,40,13.3,19,0,0,0,0,0,0,1,4.0,4.0,14.3%,LAC,los_angeles_chargers,2020,17,17.74,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
1623,Irv Smith Jr.,2,3,30,15.0,25,1,0,0,0,0,0,1,3.0,3.0,0.0%,HOU,houston_texans,2020,17,15.15,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Houston Texans
1626,Mark Andrews,4,7,27,6.8,9,0,0,0,0,0,0,1,2.7,2.7,94.0%,BAL,baltimore_ravens,2020,17,11.96,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
1627,T.J. Hockenson,3,3,25,8.3,15,0,0,0,0,0,0,1,2.5,2.5,94.4%,MIN,minnesota_vikings,2020,17,11.8,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
1629,Durham Smythe,3,3,23,7.7,11,0,0,0,0,0,0,1,2.3,2.3,0.6%,CHI,chicago_bears,2020,17,10.66,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Chicago Bears
1631,Ross Dwelley,2,2,21,10.5,13,0,0,0,0,0,0,1,2.1,2.1,0.0%,SF,san_francisco_49ers,2020,17,10.3,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,San Francisco 49ers
1632,Cole Kmet,7,8,41,5.9,11,0,0,0,0,0,1,1,2.1,2.1,26.4%,CHI,chicago_bears,2020,17,16.05,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Chicago Bears
1634,Will Dissly,1,2,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,8.3%,LAC,los_angeles_chargers,2020,17,11.85,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
1638,Evan Engram,2,4,17,8.5,14,0,0,0,0,0,0,1,1.7,1.7,88.2%,DEN,denver_broncos,2020,17,8.82,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Denver Broncos
1640,Zach Ertz,3,6,16,5.3,7,0,0,0,0,0,0,1,1.6,1.6,48.5%,WAS,washington_commanders,2020,17,7.67,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
1641,Drew Sample,2,3,15,7.5,8,0,0,0,0,0,0,1,1.5,1.5,0.6%,CIN,cincinnati_bengals,2020,17,7.42,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Cincinnati Bengals
1643,David Njoku,2,5,13,6.5,14,0,0,0,0,0,0,1,1.3,1.3,90.8%,CLE,cleveland_browns,2020,17,7.24,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
1648,Eric Saubert,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,1.8%,SEA,seattle_seahawks,2020,17,5.48,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
1651,Jonnu Smith,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,89.6%,PIT,pittsburgh_steelers,2020,17,4.91,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Pittsburgh Steelers
1652,Foster Moreau,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,1.4%,NO,new_orleans_saints,2020,17,4.34,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1657,Adam Trautman,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.7%,DEN,denver_broncos,2020,17,3.2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Denver Broncos
1658,Juwan Johnson,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,18.0%,NO,new_orleans_saints,2020,17,2.63,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1659,Charlie Woerner,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%,ATL,atlanta_falcons,2020,17,2.06,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Atlanta Falcons
1661,Sean Mckeon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,indianapolis_colts,2020,17,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
1700,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,new_york_giants,2020,17,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
1692,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2020,17,0.0,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New York Jets
1691,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,chicago_bears,2020,17,0.0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Chicago Bears
1683,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,IND,indianapolis_colts,2020,17,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
1680,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,jacksonville_jaguars,2020,17,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Jacksonville Jaguars
1677,Taysom Hill,1,1,5,5.0,5,0,0,7,41,1,0,1,0.0,0.0,19.9%,NO,new_orleans_saints,2020,17,2.85,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1713,Ian Thomas,1,3,-1,-1.0,0,0,0,0,0,0,0,1,-0.1,-0.1,0.1%,LV,las_vegas_raiders,2020,17,-0.12,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
1712,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2020,17,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
1666,Colby Parkinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.5%,LAR,los_angeles_rams,2020,17,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
1710,Andrew Depaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,minnesota_vikings,2020,17,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
1709,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,kansas_city_chiefs,2020,17,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Kansas City Chiefs
1723,George Kittle,4,5,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8,97.9%,SF,san_francisco_49ers,2021,1,32.98,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
1752,Adam Trautman,3,6,18,6.0,8,0,0,0,0,0,0,1,1.8,1.8,0.7%,DEN,denver_broncos,2021,1,8.51,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
1719,Dallas Goedert,4,5,42,10.5,13,0,1,0,0,0,0,1,10.2,10.2,80.5%,PHI,philadelphia_eagles,2021,1,22.42,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
1718,Juwan Johnson,3,3,21,7.0,12,0,2,0,0,0,0,1,14.1,14.1,18.0%,NO,new_orleans_saints,2021,1,19.42,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1717,Darren Waller,10,19,105,10.5,24,1,1,0,0,0,0,1,16.5,16.5,6.9%,MIA,miami_dolphins,2021,1,45.88,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
1716,T.J. Hockenson,8,11,97,12.1,23,2,1,0,0,0,0,1,17.7,17.7,94.4%,MIN,minnesota_vikings,2021,1,44.26,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Minnesota Vikings
1715,Travis Kelce,6,7,76,12.7,19,0,2,0,0,0,0,1,19.6,19.6,95.2%,KC,kansas_city_chiefs,2021,1,39.63,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
1774,Mo Alie-Cox,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,IND,indianapolis_colts,2021,1,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Indianapolis Colts
1776,Josh Oliver,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,MIN,minnesota_vikings,2021,1,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Minnesota Vikings
1783,Andrew Depaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,minnesota_vikings,2021,1,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Minnesota Vikings
1770,Taysom Hill,0,0,0,0.0,0,0,0,2,1,0,0,1,0.0,0.0,19.9%,NO,new_orleans_saints,2021,1,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
1768,Donald Parham Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,PIT,pittsburgh_steelers,2021,1,0.0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
1767,Feleipe Franks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,atlanta_falcons,2021,1,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Atlanta Falcons
1765,Dominique Dafney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,carolina_panthers,2021,1,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
1764,Tommy Tremble,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,CAR,carolina_panthers,2021,1,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
1759,Eric Saubert,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,1.8%,SEA,seattle_seahawks,2021,1,4.34,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
1757,Robert Tonyan,2,4,8,4.0,5,0,0,0,0,0,0,1,0.8,0.8,0.0%,KC,kansas_city_chiefs,2021,1,4.36,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
1756,Durham Smythe,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.6%,CHI,chicago_bears,2021,1,5.48,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Chicago Bears
1771,Mike Gesicki,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,33.7%,CIN,cincinnati_bengals,2021,1,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
1754,Ian Thomas,1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.1%,LV,las_vegas_raiders,2021,1,10.04,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
1753,Harrison Bryant,1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.1%,PHI,philadelphia_eagles,2021,1,10.04,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
1724,David Njoku,3,5,76,25.3,43,2,0,0,0,0,0,1,7.6,7.6,90.8%,CLE,cleveland_browns,2021,1,33.66,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Cleveland Browns
1725,Tyler Higbee,5,6,68,13.6,37,1,0,0,0,0,0,1,6.8,6.8,17.1%,LAR,los_angeles_rams,2021,1,29.35,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
1721,Chris Manhertz,1,1,22,22.0,22,1,1,0,0,0,0,1,8.2,8.2,0.0%,NYG,new_york_giants,2021,1,17.69,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,New York Giants
1747,Mark Andrews,3,5,20,6.7,10,0,0,0,0,0,0,1,2.0,2.0,94.0%,BAL,baltimore_ravens,2021,1,9.46,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Baltimore Ravens
1744,Pat Freiermuth,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,58.7%,PIT,pittsburgh_steelers,2021,1,14.13,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
1742,Austin Hooper,3,3,27,9.0,14,0,0,0,0,0,0,1,2.7,2.7,3.5%,NE,new_england_patriots,2021,1,12.44,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New England Patriots
1726,Pharaoh Brown,4,5,67,16.8,29,2,0,0,0,0,0,1,6.7,6.7,0.1%,MIA,miami_dolphins,2021,1,28.46,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
1727,Noah Fant,6,8,62,10.3,25,1,0,0,0,0,0,1,6.2,6.2,17.3%,SEA,seattle_seahawks,2021,1,26.09,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
1740,Kyle Pitts,4,8,31,7.8,18,0,0,0,0,0,0,1,3.1,3.1,52.9%,ATL,atlanta_falcons,2021,1,14.29,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Atlanta Falcons
1739,Hunter Henry,3,3,31,10.3,16,0,0,0,0,0,0,1,3.1,3.1,48.4%,NE,new_england_patriots,2021,1,14.12,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New England Patriots
1729,Albert Okwuegbunam Jr.,3,3,16,5.3,6,0,1,0,0,0,1,1,5.6,5.6,0.0%,IND,indianapolis_colts,2021,1,10.76,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Indianapolis Colts
1738,Zach Ertz,2,2,34,17.0,28,1,0,0,0,0,0,1,3.4,3.4,48.5%,WAS,washington_commanders,2021,1,17.03,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Washington Commanders
1736,Will Dissly,3,3,37,12.3,22,1,0,0,0,0,0,1,3.7,3.7,8.3%,LAC,los_angeles_chargers,2021,1,17.04,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
1735,Dawson Knox,4,4,41,10.3,13,0,0,0,0,0,0,1,4.1,4.1,5.6%,BUF,buffalo_bills,2021,1,17.37,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Buffalo Bills
1734,Tyler Conklin,4,4,41,10.3,27,1,0,0,0,0,0,1,4.1,4.1,14.3%,LAC,los_angeles_chargers,2021,1,18.86,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
1731,Jonnu Smith,5,5,42,8.4,11,0,0,1,6,0,0,1,4.8,4.8,89.6%,PIT,pittsburgh_steelers,2021,1,17.97,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
1772,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,jacksonville_jaguars,2021,1,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Jacksonville Jaguars
1732,Dalton Schultz,6,6,45,7.5,16,0,0,0,0,0,0,1,4.5,4.5,23.5%,HOU,houston_texans,2021,1,19.23,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
1733,Cole Kmet,5,7,42,8.4,10,0,0,0,0,0,0,1,4.2,4.2,26.4%,CHI,chicago_bears,2021,1,17.45,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Chicago Bears
1799,Harrison Bryant,4,4,49,12.3,29,1,0,0,0,0,0,1,4.9,4.9,0.1%,PHI,philadelphia_eagles,2021,2,21.93,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Philadelphia Eagles
1802,Hunter Henry,2,4,42,21.0,32,1,0,0,0,0,0,1,4.2,4.2,48.4%,NE,new_england_patriots,2021,2,20.59,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
1821,George Kittle,4,4,17,4.3,8,0,0,0,0,0,0,1,1.7,1.7,97.9%,SF,san_francisco_49ers,2021,2,8.28,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
1822,Tyler Conklin,2,4,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,14.3%,LAC,los_angeles_chargers,2021,2,7.53,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Los Angeles Chargers
1828,Josh Oliver,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,1.0%,MIN,minnesota_vikings,2021,2,5.48,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Minnesota Vikings
1814,Juwan Johnson,1,3,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,18.0%,NO,new_orleans_saints,2021,2,13.56,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,New Orleans Saints
