Rank,Player,REC,TGT,Rec Yds,Y/R,LG,20+,Rec TD,ATT,Rec Yds,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
5174,Kylen Granson,2,4,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.9%,PHI,philadelphia_eagles,2023,14,8.32,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Philadelphia Eagles
5175,Durham Smythe,2,3,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,0.6%,CHI,chicago_bears,2023,14,7.92,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
5177,Daniel Bellinger,2,2,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,2.7%,NYG,new_york_giants,2023,14,7.53,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
5178,Connor Heyward,2,2,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,0.1%,PIT,pittsburgh_steelers,2023,14,7.63,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Pittsburgh Steelers
5179,Michael Mayer,1,2,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,13.1%,LV,las_vegas_raiders,2023,14,8.33,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Las Vegas Raiders
5180,Darnell Washington,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,3.0%,PIT,pittsburgh_steelers,2023,14,7.19,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Pittsburgh Steelers
5181,Donald Parham Jr.,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,1.0%,PIT,pittsburgh_steelers,2023,14,6.62,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Pittsburgh Steelers
5182,Juwan Johnson,2,3,10,5.0,7,0,0,0,0,0,0,1,1.0,1.0,18.0%,NO,new_orleans_saints,2023,14,5.35,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5183,Foster Moreau,2,2,8,4.0,7,0,0,0,0,0,0,1,0.8,0.8,1.4%,NO,new_orleans_saints,2023,14,4.56,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5184,Brock Wright,2,2,6,3.0,4,0,0,0,0,0,0,1,0.6,0.6,0.9%,DET,detroit_lions,2023,14,3.47,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Detroit Lions
5185,Austin Hooper,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,3.5%,NE,new_england_patriots,2023,14,3.2,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
5186,Drew Sample,2,2,4,2.0,3,0,0,0,0,0,0,1,0.4,0.4,0.6%,CIN,cincinnati_bengals,2023,14,2.58,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5187,Johnny Mundt,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%,JAC,jacksonville_jaguars,2023,14,2.63,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Jacksonville Jaguars
5188,Pharaoh Brown,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%,MIA,miami_dolphins,2023,14,2.63,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Miami Dolphins
5190,Will Dissly,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,8.3%,LAC,los_angeles_chargers,2023,14,2.06,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Los Angeles Chargers
5192,Charlie Woerner,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%,ATL,atlanta_falcons,2023,14,2.06,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Atlanta Falcons
5193,Tommy Tremble,1,3,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,1.6%,CAR,carolina_panthers,2023,14,1.49,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,Carolina Panthers
5194,Charlie Kolar,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,BAL,baltimore_ravens,2023,14,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5196,Noah Gray,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,16.7%,KC,kansas_city_chiefs,2023,14,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Kansas City Chiefs
5198,Stephen Sullivan,0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,carolina_panthers,2023,14,0.0,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,Carolina Panthers
5199,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,minnesota_vikings,2023,14,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5200,Lawrence Cager,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2023,14,0.0,,,,,,,,,,Washington Commanders
5201,Julian Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,MIA,miami_dolphins,2023,14,0.0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Miami Dolphins
5202,Brady Russell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2023,14,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Seattle Seahawks
5203,Grant Calcaterra,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8%,PHI,philadelphia_eagles,2023,14,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Philadelphia Eagles
5204,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,san_francisco_49ers,2023,14,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5205,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,DAL,dallas_cowboys,2023,14,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5206,Ben Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,green_bay_packers,2023,14,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Green Bay Packers
5207,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,TB,tampa_bay_buccaneers,2023,14,0.0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
5208,Ko Kieft,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TB,tampa_bay_buccaneers,2023,14,0.0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
5209,Drew Ogletree,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,IND,indianapolis_colts,2023,14,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Indianapolis Colts
5210,Josh Oliver,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,MIN,minnesota_vikings,2023,14,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5268,Taysom Hill,1,1,4,4.0,4,0,0,1,1,0,0,1,0.5,0.5,19.9%,NO,new_orleans_saints,2023,15,2.7,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5213,David Njoku,10,14,104,10.4,34,2,1,0,0,0,0,1,16.4,16.4,90.8%,CLE,cleveland_browns,2023,15,46.64,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
5214,Isaiah Likely,5,6,70,14.0,26,1,1,0,0,0,0,1,13.0,13.0,50.5%,BAL,baltimore_ravens,2023,15,33.65,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5215,Hunter Henry,7,9,66,9.4,16,0,1,0,0,0,0,1,12.6,12.6,48.4%,NE,new_england_patriots,2023,15,31.28,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New England Patriots
5216,Tucker Kraft,4,6,57,14.3,36,1,1,0,0,0,0,1,11.7,11.7,85.0%,GB,green_bay_packers,2023,15,30.18,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Green Bay Packers
5217,Elijah Higgins,4,4,44,11.0,17,0,1,0,0,0,0,1,10.4,10.4,2.0%,ARI,arizona_cardinals,2023,15,23.53,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Arizona Cardinals
5218,Trey Mcbride,10,11,102,10.2,38,1,0,0,0,0,0,1,10.2,10.2,98.3%,ARI,arizona_cardinals,2023,15,41.57,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Arizona Cardinals
5219,Michael Mayer,4,5,39,9.8,13,0,1,0,0,0,0,1,9.9,9.9,13.1%,LV,las_vegas_raiders,2023,15,21.35,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
5220,Juwan Johnson,2,2,38,19.0,23,1,1,0,0,0,0,1,9.8,9.8,18.0%,NO,new_orleans_saints,2023,15,22.81,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5221,Cole Kmet,5,7,23,4.6,8,0,1,0,0,0,0,1,8.3,8.3,26.4%,CHI,chicago_bears,2023,15,15.3,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Chicago Bears
5222,Mo Alie-Cox,2,3,21,10.5,18,0,1,0,0,0,0,1,8.1,8.1,0.6%,IND,indianapolis_colts,2023,15,15.5,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
5224,T.J. Hockenson,6,7,63,10.5,16,0,0,0,0,0,0,1,6.3,6.3,94.4%,MIN,minnesota_vikings,2023,15,25.44,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Minnesota Vikings
5225,Ko Kieft,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,0.0%,TB,tampa_bay_buccaneers,2023,15,6.19,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
5226,Jonnu Smith,2,2,61,30.5,56,1,0,0,0,0,0,1,6.1,6.1,89.6%,PIT,pittsburgh_steelers,2023,15,30.5,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Pittsburgh Steelers
5227,Dalton Schultz,4,5,58,14.5,19,0,0,0,0,0,0,1,5.8,5.8,23.5%,HOU,houston_texans,2023,15,24.04,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
5228,George Kittle,2,4,54,27.0,35,1,0,0,0,0,0,1,5.4,5.4,97.9%,SF,san_francisco_49ers,2023,15,25.63,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5229,Tanner Hudson,5,5,49,9.8,14,0,0,0,0,0,0,1,4.9,4.9,1.2%,CIN,cincinnati_bengals,2023,15,20.3,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5230,Jake Ferguson,6,8,44,7.3,13,0,0,0,0,0,0,1,4.4,4.4,69.0%,DAL,dallas_cowboys,2023,15,18.58,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Dallas Cowboys
5231,Cade Otton,2,2,44,22.0,22,2,0,0,0,0,0,1,4.4,4.4,37.4%,TB,tampa_bay_buccaneers,2023,15,20.48,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
5233,Darren Waller,4,6,40,10.0,29,1,0,0,0,0,0,1,4.0,4.0,6.9%,MIA,miami_dolphins,2023,15,18.7,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5234,Noah Gray,2,2,37,18.5,32,1,0,0,0,0,0,1,3.7,3.7,16.7%,KC,kansas_city_chiefs,2023,15,18.61,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5235,Kyle Pitts,3,4,37,12.3,24,1,0,0,0,0,0,1,3.7,3.7,52.9%,ATL,atlanta_falcons,2023,15,17.24,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Atlanta Falcons
5236,Chig Okonkwo,3,3,36,12.0,22,1,0,0,0,0,0,1,3.6,3.6,25.3%,TEN,tennessee_titans,2023,15,16.67,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Tennessee Titans
5237,Tyler Higbee,4,5,36,9.0,14,0,0,0,0,0,0,1,3.6,3.6,17.1%,LAR,los_angeles_rams,2023,15,15.67,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
5238,Durham Smythe,4,4,32,8.0,11,0,0,0,0,0,0,1,3.2,3.2,0.6%,CHI,chicago_bears,2023,15,13.94,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Chicago Bears
5239,Tommy Tremble,2,2,32,16.0,19,0,0,0,0,0,0,1,3.2,3.2,1.6%,CAR,carolina_panthers,2023,15,15.24,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
5240,Dallas Goedert,4,9,30,7.5,18,0,0,1,1,0,0,1,3.1,3.1,80.5%,PHI,philadelphia_eagles,2023,15,14.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Philadelphia Eagles
5241,Travis Kelce,5,7,28,5.6,11,0,0,0,0,0,0,1,2.8,2.8,95.2%,KC,kansas_city_chiefs,2023,15,12.65,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5242,Luke Farrell,1,1,28,28.0,28,1,0,0,0,0,0,1,2.8,2.8,0.1%,SF,san_francisco_49ers,2023,15,16.41,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5243,Evan Engram,4,6,28,7.0,11,0,0,0,0,0,0,1,2.8,2.8,88.2%,DEN,denver_broncos,2023,15,12.51,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Denver Broncos
5245,Adam Trautman,1,3,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.7%,DEN,denver_broncos,2023,15,14.13,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Denver Broncos
5247,Tyler Conklin,4,7,18,4.5,10,0,0,0,0,0,0,1,1.8,1.8,14.3%,LAC,los_angeles_chargers,2023,15,8.84,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Los Angeles Chargers
5248,Lucas Krull,1,3,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,1.0%,DEN,denver_broncos,2023,15,10.61,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Denver Broncos
5249,Irv Smith Jr.,2,3,18,9.0,14,0,0,0,0,0,0,1,1.8,1.8,0.0%,HOU,houston_texans,2023,15,9.21,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
5250,Noah Fant,3,5,16,5.3,6,0,0,0,0,0,0,1,1.6,1.6,17.3%,SEA,seattle_seahawks,2023,15,7.57,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
5251,Pat Freiermuth,3,4,16,5.3,6,0,0,0,0,0,0,1,1.6,1.6,58.7%,PIT,pittsburgh_steelers,2023,15,7.57,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Pittsburgh Steelers
5252,Jeremy Ruckert,2,2,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,1.9%,NYJ,new_york_jets,2023,15,7.92,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Jets
5253,Stone Smartt,3,3,15,5.0,6,0,0,0,0,0,0,1,1.5,1.5,2.9%,NYJ,new_york_jets,2023,15,7.2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Jets
5254,Charlie Kolar,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.1%,BAL,baltimore_ravens,2023,15,8.9,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5255,Stephen Sullivan,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%,CAR,carolina_panthers,2023,15,8.33,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
5256,Josh Oliver,2,2,14,7.0,12,0,0,0,0,0,0,1,1.4,1.4,1.0%,MIN,minnesota_vikings,2023,15,7.43,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Minnesota Vikings
5257,Davis Allen,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.6%,LAR,los_angeles_rams,2023,15,8.33,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
5258,Brevin Jordan,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.6%,HOU,houston_texans,2023,15,8.33,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
5259,Daniel Bellinger,2,2,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,2.7%,NYG,new_york_giants,2023,15,6.63,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New York Giants
5212,Sam Laporta,5,6,56,11.2,19,0,3,0,0,0,0,1,23.6,23.6,97.8%,DET,detroit_lions,2023,15,37.35,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5261,Tucker Fisk,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,1.0%,LAC,los_angeles_chargers,2023,15,5.48,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Los Angeles Chargers
5262,Will Dissly,2,2,9,4.5,5,0,0,0,0,0,0,1,0.9,0.9,8.3%,LAC,los_angeles_chargers,2023,15,4.76,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Los Angeles Chargers
5265,Mike Gesicki,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,33.7%,CIN,cincinnati_bengals,2023,15,4.34,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5266,Colby Parkinson,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,4.5%,LAR,los_angeles_rams,2023,15,3.77,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
5267,Kylen Granson,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.9%,PHI,philadelphia_eagles,2023,15,3.77,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Philadelphia Eagles
5260,Foster Moreau,3,5,13,4.3,8,0,0,0,0,0,0,1,1.3,1.3,1.4%,NO,new_orleans_saints,2023,15,6.65,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5270,Pharaoh Brown,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%,MIA,miami_dolphins,2023,15,2.63,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5271,Johnny Mundt,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%,JAC,jacksonville_jaguars,2023,15,2.06,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Jacksonville Jaguars
5272,Kenny Yeboah,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,detroit_lions,2023,15,0.0,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5273,John Bates,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,WAS,washington_commanders,2023,15,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Washington Commanders
5274,Darnell Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.0%,PIT,pittsburgh_steelers,2023,15,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Pittsburgh Steelers
5275,Lawrence Cager,1,1,9,9.0,9,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2023,15,4.85,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Washington Commanders
5276,Harrison Bryant,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PHI,philadelphia_eagles,2023,15,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Philadelphia Eagles
5277,Julian Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,MIA,miami_dolphins,2023,15,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5278,Brady Russell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2023,15,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
5279,Will Mallory,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,IND,indianapolis_colts,2023,15,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
5280,Brock Wright,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.9%,DET,detroit_lions,2023,15,0.0,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5281,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,san_francisco_49ers,2023,15,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5282,Ben Sims,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,green_bay_packers,2023,15,0.0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Green Bay Packers
5283,Dalton Kincaid,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,81.2%,BUF,buffalo_bills,2023,15,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
5284,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,TB,tampa_bay_buccaneers,2023,15,0.0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
5285,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,DAL,dallas_cowboys,2023,15,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Dallas Cowboys
5286,Drew Ogletree,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,IND,indianapolis_colts,2023,15,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
5287,Connor Heyward,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PIT,pittsburgh_steelers,2023,15,0.0,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Pittsburgh Steelers
5289,Robert Tonyan,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,kansas_city_chiefs,2023,15,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5290,Dawson Knox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,5.6%,BUF,buffalo_bills,2023,15,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
5291,Drew Sample,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CIN,cincinnati_bengals,2023,15,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5296,Austin Hooper,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.5%,NE,new_england_patriots,2023,15,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New England Patriots
5297,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,washington_commanders,2023,15,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Washington Commanders
