Year,Week,Rank,Player,Team,FPTS,Score,Y/A,FPTS/G,FPTS,Rush_TD,FL,ATT,REC,TGT,Y/R,Rush_Yds,LG,20+,Date,Time,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
2019,11,23,Duke Johnson,houston_texans,4.4,22.0,6.7,4.4,4.4,0,0,6,2,2,2.0,40,17,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,24,Miles Sanders,philadelphia_eagles,4.7,21.28,3.5,4.7,4.7,0,0,11,2,4,4.5,38,7,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,25,Lesean Mccoy,kansas_city_chiefs,11.7,21.02,4.1,11.7,11.7,1,0,7,4,6,7.0,29,8,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,26,Dalvin Cook,minnesota_vikings,11.7,19.91,2.4,11.7,11.7,1,0,11,5,6,6.2,26,5,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,27,Austin Ekeler,los_angeles_chargers,13.2,19.42,4.8,13.2,13.2,0,0,5,8,12,13.5,24,18,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,28,Sony Michel,new_england_patriots,4.4,18.74,3.3,4.4,4.4,0,0,10,2,4,5.5,33,12,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,29,Jaylen Samuels,pittsburgh_steelers,10.5,18.73,5.2,10.5,10.5,0,0,5,5,6,3.8,26,11,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,30,Derrius Guice,unknown,12.9,18.56,3.4,12.9,12.9,0,0,7,1,2,45.0,24,9,0,,,,,,,,,,,,,,,,
2019,11,31,David Montgomery,chicago_bears,5.0,18.28,2.2,5.0,5.0,0,0,14,1,3,19.0,31,5,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,32,Giovani Bernard,cincinnati_bengals,4.6,17.7,10.0,4.6,4.6,0,0,3,1,3,16.0,30,18,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,33,Royce Freeman,denver_broncos,4.5,17.69,3.9,4.5,4.5,0,0,8,1,1,14.0,31,10,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,34,Brian Hill,atlanta_falcons,3.8,17.3,2.0,3.8,3.8,0,0,15,1,3,8.0,30,11,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,35,Frank Gore,buffalo_bills,4.5,15.98,2.5,4.5,4.5,0,0,11,1,2,18.0,27,6,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,36,Latavius Murray,new_orleans_saints,3.2,15.36,2.7,3.2,3.2,0,0,10,2,3,2.5,27,12,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,37,Leonard Fournette,jacksonville_jaguars,5.7,15.14,2.9,5.7,5.7,0,0,8,7,7,4.9,23,10,0,2019-11-17,1:00PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,5.8,0.0,15.840000000000002,61.0,1018.5
2019,11,38,Adrian Peterson,unknown,3.0,14.27,2.8,3.0,3.0,0,0,9,2,2,2.5,25,8,0,,,,,,,,,,,,,,,,
2019,11,39,Boston Scott,philadelphia_eagles,2.6,14.26,3.7,2.6,2.6,0,0,7,0,0,0.0,26,12,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,40,Tony Pollard,dallas_cowboys,13.6,13.7,6.0,13.6,13.6,0,0,2,4,4,11.0,12,7,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,41,James White,new_england_patriots,5.6,13.3,4.0,5.6,5.6,0,0,5,4,7,4.0,20,9,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,42,Kenjon Barner,atlanta_falcons,7.6,11.87,7.5,7.6,7.6,0,0,2,0,0,0.0,15,9,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,43,Malcolm Brown,los_angeles_rams,7.5,11.85,3.0,7.5,7.5,1,0,5,0,0,0.0,15,6,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,44,Nyheim Miller-Hines,unknown,9.5,11.26,3.7,9.5,9.5,1,0,3,3,4,8.0,11,7,0,,,,,,,,,,,,,,,,
2019,11,45,Tevin Coleman,san_francisco_49ers,6.2,11.08,1.2,6.2,6.2,0,0,12,3,4,16.0,14,4,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,46,Justice Hill,baltimore_ravens,2.7,10.59,3.6,2.7,2.7,0,0,5,1,1,9.0,18,9,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,47,Kalen Ballage,miami_dolphins,7.7,9.85,1.0,7.7,7.7,1,0,9,5,6,1.6,9,7,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,48,Rex Burkhead,new_england_patriots,4.8,9.82,2.8,4.8,4.8,0,0,5,2,3,17.0,14,6,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,49,Kareem Hunt,cleveland_browns,5.8,9.8,2.0,5.8,5.8,0,0,6,6,8,7.7,12,7,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,50,Jd Mckissic,detroit_lions,5.3,9.75,4.3,5.3,5.3,0,0,3,3,4,13.3,13,6,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,51,Qadree Ollison,atlanta_falcons,7.1,9.72,2.8,7.1,7.1,1,0,4,0,1,0.0,11,3,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,52,Raheem Mostert,san_francisco_49ers,2.7,8.33,2.2,2.7,2.7,0,0,6,2,3,7.0,13,6,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,53,Trey Edmunds,pittsburgh_steelers,3.8,8.0,3.7,3.8,3.8,0,0,3,3,3,9.0,11,9,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,54,Patrick Laird,miami_dolphins,5.8,7.8,7.0,5.8,5.8,0,0,1,6,6,8.5,7,7,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,55,Ronald Jones,tampa_bay_buccaneers,1.4,7.65,3.3,1.4,1.4,0,0,4,2,4,0.5,13,6,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,56,Ty Montgomery,new_york_jets,1.1,6.52,5.5,1.1,1.1,0,0,2,0,1,0.0,11,9,0,2019-11-17,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,5.0,0.0,54.36,58.0,1022.9
2019,11,57,James Conner,pittsburgh_steelers,1.6,6.2,2.0,1.6,1.6,0,0,5,1,2,6.0,10,7,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,58,Ryquell Armstead,jacksonville_jaguars,1.9,4.85,6.0,1.9,1.9,0,0,1,2,2,6.5,6,6,0,2019-11-17,1:00PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,5.8,0.0,15.840000000000002,61.0,1018.5
2019,11,59,Damien Williams,kansas_city_chiefs,1.3,4.57,1.8,1.3,1.3,0,0,4,1,1,6.0,7,3,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,60,Andy Janovich,denver_broncos,6.4,4.4,1.0,6.4,6.4,1,0,1,1,1,3.0,1,1,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,61,Jeff Wilson,san_francisco_49ers,8.5,4.35,0.0,8.5,8.5,0,0,0,1,1,25.0,0,0,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,62,Kyle Juszczyk,san_francisco_49ers,6.3,3.85,0.0,6.3,6.3,0,0,0,7,7,9.0,0,0,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,63,Ty Johnson,detroit_lions,0.6,3.75,3.0,0.6,0.6,0,0,2,1,1,0.0,6,5,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,64,Peyton Barber,tampa_bay_buccaneers,7.1,3.75,0.0,7.1,7.1,0,0,0,2,2,5.5,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,65,Zach Line,new_orleans_saints,1.0,3.7,5.0,1.0,1.0,0,0,1,1,1,5.0,5,5,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,66,Josh Adams,new_york_jets,0.6,3.63,1.5,0.6,0.6,0,0,4,0,0,0.0,6,3,0,2019-11-17,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,5.0,0.0,54.36,58.0,1022.9
2019,11,67,Buddy Howell,houston_texans,0.5,3.08,2.5,0.5,0.5,0,0,2,0,0,0.0,5,4,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,68,Alexander Mattison,minnesota_vikings,0.5,3.06,1.7,0.5,0.5,0,0,3,0,0,0.0,5,6,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,69,Ameer Abdullah,minnesota_vikings,-0.4,3.0,5.0,-0.4,-0.4,0,1,1,2,2,5.5,5,5,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,70,Devontae Booker,denver_broncos,0.4,2.7,4.0,0.4,0.4,0,0,1,0,2,0.0,4,4,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,71,Keith Smith,atlanta_falcons,0.3,2.05,3.0,0.3,0.3,0,0,1,0,0,0.0,3,3,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,72,Alec Ingold,unknown,0.3,2.05,3.0,0.3,0.3,0,0,1,0,0,0.0,3,3,0,,,,,,,,,,,,,,,,
2019,11,73,Patrick Ricard,baltimore_ravens,2.7,1.65,0.0,2.7,2.7,0,0,0,3,3,9.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,74,Dare Ogunbowale,tampa_bay_buccaneers,1.0,1.0,0.0,1.0,1.0,0,0,2,3,4,3.3,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,75,Wendell Smallwood,unknown,1.1,0.65,0.0,1.1,1.1,0,0,0,1,3,11.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,76,Tj Logan,tampa_bay_buccaneers,1.1,0.65,0.0,1.1,1.1,0,0,0,1,1,11.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,77,Jalen Richard,unknown,0.7,0.65,0.0,0.7,0.7,0,0,2,1,1,7.0,0,4,0,,,,,,,,,,,,,,,,
2019,11,78,Reggie Bonnafon,carolina_panthers,0.8,0.6,0.0,0.8,0.8,0,0,0,2,3,4.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,79,Deandre Washington,unknown,1.3,0.52,-0.5,1.3,1.3,0,0,2,2,2,7.0,-1,1,0,,,,,,,,,,,,,,,,
2019,11,80,Cj Ham,minnesota_vikings,0.6,0.5,0.0,0.6,0.6,0,0,1,1,1,6.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,81,Myles Gaskin,miami_dolphins,0.0,0.1,0.0,0.0,0.0,0,0,1,0,1,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,82,Jamize Olawale,dallas_cowboys,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,83,Brandon Bolden,new_england_patriots,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,84,Anthony Sherman,kansas_city_chiefs,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,85,Taiwan Jones,houston_texans,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,86,Patrick Dimarco,buffalo_bills,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,87,Cordarrelle Patterson,chicago_bears,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,88,Nick Bawden,detroit_lions,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,89,Ryan Nall,chicago_bears,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,90,De'Lance Turner,baltimore_ravens,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,91,De'Lance Turner,miami_dolphins,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,92,Dontrell Hilliard,cleveland_browns,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,93,Mike Boone,minnesota_vikings,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,94,Alex Armah,carolina_panthers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,95,D'Ernest Johnson,cleveland_browns,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,96,Darrell Henderson,los_angeles_rams,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,97,Andrew Beck,denver_broncos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,98,Cullen Gillaspia,houston_texans,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,99,Chandler Cox,miami_dolphins,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,100,Devine Ozigbo,jacksonville_jaguars,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,5.8,0.0,15.840000000000002,61.0,1018.5
2019,11,101,Jordan Scarlett,carolina_panthers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,102,Trayveon Williams,cincinnati_bengals,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,103,David Johnson,arizona_cardinals,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,104,Michael Burton,unknown,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,105,Senorise Perry,buffalo_bills,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,106,Jp Holtz,chicago_bears,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,107,Cethan Carter,cincinnati_bengals,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,108,Troymaine Pope,los_angeles_chargers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,109,Dwayne Washington,new_orleans_saints,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,110,Derek Watt,los_angeles_chargers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,111,Tony Brooks-James,minnesota_vikings,-0.4,-2.5,-4.0,-0.4,-0.4,0,0,1,0,0,0.0,-4,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,112,Tony Brooks-James,pittsburgh_steelers,-0.4,-2.5,-4.0,-0.4,-0.4,0,0,1,0,0,0.0,-4,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,113,Tony Brooks-James,tampa_bay_buccaneers,-0.4,-2.5,-4.0,-0.4,-0.4,0,0,1,0,0,0.0,-4,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,12,1,Derrick Henry,tennessee_titans,27.5,89.26,8.4,27.5,27.5,2,1,19,1,1,16.0,159,74,1,2019-11-24,4:05PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,11.6,0.0,33.480000000000004,53.0,1011.4
2019,12,2,Rashaad Penny,seattle_seahawks,18.9,70.68,9.2,18.9,18.9,1,0,14,0,1,0.0,129,58,3,2019-11-24,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,3.7,1.2,80.28,94.0,995.8
2019,12,3,Mark Ingram,baltimore_ravens,23.8,64.96,7.4,23.8,23.8,1,0,15,1,1,7.0,111,25,1,2019-11-25,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,15.6,0.0,44.64,70.0,1008.3
2019,12,4,Nick Chubb,cleveland_browns,22.4,62.45,5.0,22.4,22.4,1,0,21,3,3,19.3,106,17,0,2019-11-24,1:00PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,4.6,0.0,86.4,72.0,1005.4
2019,12,5,Leonard Fournette,jacksonville_jaguars,27.9,62.3,4.0,27.9,27.9,2,0,24,9,12,6.9,97,16,0,2019-11-24,4:05PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,11.6,0.0,33.480000000000004,53.0,1011.4
