Year,Week,Rank,Player,Team,FPTS,Score,Y/A,FPTS/G,FPTS,Rush_TD,FL,ATT,REC,TGT,Y/R,Rush_Yds,LG,20+,Date,Time,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
2022,7,5,D'Onta Foreman,carolina_panthers,14.5,63.24,7.9,14.5,14.5,0,0,15,2,2,13.5,118,60,2,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,6,Saquon Barkley,new_york_giants,13.5,59.74,4.6,13.5,13.5,0,0,24,4,4,6.3,110,20,1,2022-10-23,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2022,7,7,Eno Benjamin,arizona_cardinals,19.3,54.2,7.7,19.3,19.3,1,0,12,4,5,5.3,92,45,1,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,8,Eno Benjamin,houston_texans,19.3,54.2,7.7,19.3,19.3,1,0,12,4,5,5.3,92,45,1,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,9,Eno Benjamin,new_orleans_saints,19.3,54.2,7.7,19.3,19.3,1,0,12,4,5,5.3,92,45,1,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,10,Nick Chubb,cleveland_browns,16.7,52.36,5.7,16.7,16.7,1,0,16,2,3,8.0,91,22,1,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,11,Dameon Pierce,houston_texans,11.7,50.34,4.6,11.7,11.7,0,0,20,4,4,6.3,92,22,1,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,12,Raheem Mostert,miami_dolphins,16.9,46.74,4.9,16.9,16.9,0,0,16,4,5,7.5,79,12,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,13,Tony Pollard,dallas_cowboys,10.9,45.24,6.9,10.9,10.9,0,0,12,2,2,13.0,83,28,2,2022-10-23,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,7,14,Breece Hall,new_york_jets,13.2,42.5,18.0,13.2,13.2,1,0,4,0,0,0.0,72,62,1,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,15,Gus Edwards,baltimore_ravens,18.6,42.02,4.1,18.6,18.6,2,0,16,0,1,0.0,66,12,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,16,Jamaal Williams,detroit_lions,6.3,41.0,5.3,6.3,6.3,0,1,15,1,1,4.0,79,20,1,2022-10-23,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,7,17,Brian Robinson,washington_commanders,8.6,39.9,3.7,8.6,8.6,0,0,20,2,2,6.5,73,24,1,2022-10-23,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2022,7,18,Chuba Hubbard,carolina_panthers,13.3,37.55,7.0,13.3,13.3,1,0,9,2,3,5.0,63,17,0,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,19,Ezekiel Elliott,dallas_cowboys,17.7,37.37,3.8,17.7,17.7,2,0,15,0,0,0.0,57,18,0,2022-10-23,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,7,20,Khalil Herbert,chicago_bears,14.7,37.33,5.2,14.7,14.7,0,0,12,1,2,25.0,62,13,0,2022-10-24,8:15PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2022,7,21,Joe Mixon,cincinnati_bengals,15.1,36.56,3.4,15.1,15.1,1,0,17,3,3,11.0,58,11,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,22,David Montgomery,chicago_bears,12.2,36.51,4.1,12.2,12.2,1,0,15,0,0,0.0,62,12,0,2022-10-24,8:15PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2022,7,23,Najee Harris,pittsburgh_steelers,8.0,35.82,3.8,8.0,8.0,0,0,17,3,4,5.0,65,16,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,24,Antonio Gibson,washington_commanders,13.7,35.58,5.9,13.7,13.7,0,0,10,3,4,6.0,59,20,1,2022-10-23,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2022,7,25,Jonathan Taylor,indianapolis_colts,8.5,32.92,5.8,8.5,8.5,0,0,10,7,8,3.9,58,14,0,2022-10-23,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2022,7,26,Tyler Allgeier,atlanta_falcons,11.0,30.46,3.1,11.0,11.0,1,0,16,0,0,0.0,50,9,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,27,Alvin Kamara,new_orleans_saints,10.5,29.78,4.5,10.5,10.5,0,0,11,7,9,8.0,49,17,0,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,28,Austin Ekeler,los_angeles_chargers,24.7,29.31,3.4,24.7,24.7,1,0,9,12,12,8.0,31,13,0,2022-10-23,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2022,7,29,Jeff Wilson,miami_dolphins,5.4,28.86,7.7,5.4,5.4,0,0,7,0,1,0.0,54,15,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,30,Jeff Wilson,san_francisco_49ers,5.4,28.86,7.7,5.4,5.4,0,0,7,0,1,0.0,54,15,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,31,Rhamondre Stevenson,new_england_patriots,15.8,28.28,3.5,15.8,15.8,1,0,11,8,8,7.4,39,7,0,2022-10-24,8:15PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2022,7,32,Isiah Pacheco,kansas_city_chiefs,4.3,23.11,5.4,4.3,4.3,0,0,8,0,0,0.0,43,17,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,33,Aaron Jones,green_bay_packers,19.6,22.28,2.9,19.6,19.6,0,0,8,9,10,5.9,23,8,0,2022-10-23,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2022,7,34,Christian Mccaffrey,carolina_panthers,6.2,21.92,4.8,6.2,6.2,0,0,8,2,2,12.0,38,12,0,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,35,Christian Mccaffrey,san_francisco_49ers,6.2,21.92,4.8,6.2,6.2,0,0,8,2,2,12.0,38,12,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,36,Clyde Edwards-Helaire,kansas_city_chiefs,9.2,20.8,5.3,9.2,9.2,1,0,6,0,1,0.0,32,16,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,37,Deejay Dallas,seattle_seahawks,4.1,19.47,5.8,4.1,4.1,0,0,6,2,2,3.0,35,11,0,2022-10-23,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2022,7,38,Melvin Gordon,denver_broncos,5.0,19.1,3.0,5.0,5.0,0,0,11,2,4,8.5,33,7,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,39,Melvin Gordon,kansas_city_chiefs,5.0,19.1,3.0,5.0,5.0,0,0,11,2,4,8.5,33,7,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,40,Michael Carter,new_york_jets,7.4,18.58,2.2,7.4,7.4,0,0,13,2,2,22.5,29,5,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,41,Michael Carter,new_york_jets,7.4,18.58,2.2,7.4,7.4,0,0,13,2,2,22.5,29,5,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,42,Latavius Murray,denver_broncos,8.3,16.8,3.0,8.3,8.3,1,0,8,2,3,-0.5,24,5,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,43,Latavius Murray,new_orleans_saints,8.3,16.8,3.0,8.3,8.3,1,0,8,2,3,-0.5,24,5,0,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,44,Rachaad White,tampa_bay_buccaneers,3.2,13.7,4.0,3.2,3.2,0,0,6,1,2,8.0,24,11,0,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,45,Justice Hill,baltimore_ravens,0.6,13.18,5.2,0.6,0.6,0,1,5,0,0,0.0,26,9,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,46,Keaontay Ingram,arizona_cardinals,9.7,12.89,1.6,9.7,9.7,1,0,9,2,2,11.5,14,11,0,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,47,Mike Boone,denver_broncos,2.3,12.77,5.8,2.3,2.3,0,0,4,0,0,0.0,23,15,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,48,Caleb Huntley,atlanta_falcons,2.2,12.16,3.7,2.2,2.2,0,0,6,0,0,0.0,22,10,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,49,Matt Breida,new_york_giants,3.3,11.42,4.8,3.3,3.3,0,0,4,1,1,14.0,19,6,0,2022-10-23,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2022,7,50,Leonard Fournette,tampa_bay_buccaneers,2.6,11.21,2.4,2.6,2.6,0,0,8,2,3,3.5,19,9,0,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,51,Chase Edmonds,denver_broncos,1.7,9.56,2.4,1.7,1.7,0,0,7,0,2,0.0,17,9,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,52,Chase Edmonds,miami_dolphins,1.7,9.56,2.4,1.7,1.7,0,0,7,0,2,0.0,17,9,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,53,Jerick Mckinnon,kansas_city_chiefs,4.8,9.1,6.0,4.8,4.8,0,0,2,2,3,18.0,12,9,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,54,Dare Ogunbowale,houston_texans,6.2,8.5,8.0,6.2,6.2,0,0,1,5,7,10.8,8,8,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,55,Aj Dillon,green_bay_packers,1.5,8.47,3.8,1.5,1.5,0,0,4,0,0,0.0,15,7,0,2022-10-23,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2022,7,56,Craig Reynolds,detroit_lions,3.0,8.05,3.0,3.0,3.0,0,0,4,3,3,6.0,12,8,0,2022-10-23,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,7,57,Kareem Hunt,cleveland_browns,6.8,6.32,0.8,6.8,6.8,1,0,5,1,2,4.0,4,6,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,58,Rex Burkhead,houston_texans,1.9,5.85,4.0,1.9,1.9,0,0,2,5,6,2.2,8,4,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,59,Jaylen Warren,pittsburgh_steelers,2.4,5.28,3.5,2.4,2.4,0,0,2,2,2,8.5,7,4,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,60,Damien Harris,new_england_patriots,1.0,4.9,2.7,1.0,1.0,0,0,3,1,2,2.0,8,4,0,2022-10-24,8:15PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2022,7,61,Mark Ingram,new_orleans_saints,2.2,4.73,1.5,2.2,2.2,0,0,4,3,3,5.3,6,5,0,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,62,Trestan Ebner,chicago_bears,0.8,4.7,2.7,0.8,0.8,0,0,3,0,0,0.0,8,5,0,2022-10-24,8:15PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2022,7,63,Nyheim Miller-Hines,unknown,4.3,4.02,0.5,4.3,4.3,0,0,4,5,5,8.2,2,2,0,,,,,,,,,,,,,,,,
2022,7,64,Jamycal Hasty,jacksonville_jaguars,0.6,4.0,6.0,0.6,0.6,0,0,1,0,0,0.0,6,6,0,2022-10-23,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2022,7,65,Kenyan Drake,baltimore_ravens,0.5,3.68,0.5,0.5,0.5,0,0,11,0,1,0.0,5,4,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,66,Sony Michel,los_angeles_chargers,1.3,3.58,2.5,1.3,1.3,0,0,2,1,3,8.0,5,4,0,2022-10-23,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2022,7,67,Dontrell Hilliard,tennessee_titans,0.4,2.7,4.0,0.4,0.4,0,0,1,0,2,0.0,4,4,0,2022-10-23,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2022,7,68,Jd Mckissic,washington_commanders,0.4,2.7,4.0,0.4,0.4,0,0,1,0,2,0.0,4,4,0,2022-10-23,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2022,7,69,Avery Williams,atlanta_falcons,0.4,2.7,4.0,0.4,0.4,0,0,1,0,1,0.0,4,4,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,70,Tyrion Davis-Price,san_francisco_49ers,0.4,2.5,2.0,0.4,0.4,0,0,2,0,2,0.0,4,3,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,71,Ty Johnson,new_york_jets,0.9,2.45,3.0,0.9,0.9,0,0,1,1,1,6.0,3,3,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,72,Kyle Juszczyk,san_francisco_49ers,3.4,2.0,0.0,3.4,3.4,0,0,0,3,4,11.3,0,0,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,73,Deon Jackson,indianapolis_colts,0.3,1.93,1.5,0.3,0.3,0,0,2,0,0,0.0,3,4,0,2022-10-23,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2022,7,74,Justin Jackson,detroit_lions,0.2,1.41,0.7,0.2,0.2,0,0,3,0,0,0.0,2,5,0,2022-10-23,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,7,75,Zamir White,las_vegas_raiders,0.2,1.4,2.0,0.2,0.2,0,0,1,0,0,0.0,2,2,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,76,Patrick Ricard,baltimore_ravens,2.0,1.3,0.0,2.0,2.0,0,0,1,2,2,10.0,0,0,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,77,Samaje Perine,cincinnati_bengals,0.8,0.7,0.0,0.8,0.8,0,0,1,2,2,4.0,0,0,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,78,Ameer Abdullah,las_vegas_raiders,0.7,0.55,0.0,0.7,0.7,0,0,0,2,2,3.5,0,0,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,79,Hassan Haskins,tennessee_titans,0.5,0.35,0.0,0.5,0.5,0,0,0,1,1,5.0,0,0,0,2022-10-23,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2022,7,80,Chris Evans,cincinnati_bengals,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2022,7,81,James Robinson,jacksonville_jaguars,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,2022-10-23,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2022,7,82,James Robinson,new_york_jets,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,83,Troy Hairston,houston_texans,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,84,Brandon Bolden,las_vegas_raiders,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,85,Jakob Johnson,las_vegas_raiders,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,4:05PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,,,,,
2022,7,86,Andrew Beck,denver_broncos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,2022-10-23,4:05PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2022,7,87,Benny Snell,pittsburgh_steelers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,88,D'Ernest Johnson,cleveland_browns,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2022,7,89,Michael Burton,kansas_city_chiefs,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2022,7,90,Dwayne Washington,new_orleans_saints,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-20,8:15PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2022,7,91,Derek Watt,pittsburgh_steelers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2022-10-23,8:20PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2022,7,92,Raheem Blackshear,buffalo_bills,-0.5,-2.68,-2.5,-0.5,-0.5,0,0,2,0,0,0.0,-5,0,0,,,,,,,,,,,,,,,,
2022,7,93,Raheem Blackshear,carolina_panthers,-0.5,-2.68,-2.5,-0.5,-0.5,0,0,2,0,0,0.0,-5,0,0,2022-10-23,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2022,7,94,Isaiah Spiller,los_angeles_chargers,-0.5,-3.15,-5.0,-0.5,-0.5,0,0,1,0,0,0.0,-5,0,0,2022-10-23,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2022,8,1,Derrick Henry,tennessee_titans,34.8,121.07,6.8,34.8,34.8,2,0,32,1,1,9.0,219,41,2,2022-10-30,4:05PM,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50.0,2002.0,,,,,
2022,8,2,Travis Etienne,jacksonville_jaguars,22.2,85.38,6.5,22.2,22.2,1,0,24,3,3,2.0,156,49,1,2022-10-30,9:30AM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2022,8,3,Tony Pollard,dallas_cowboys,32.7,79.41,9.4,32.7,32.7,3,0,14,1,1,16.0,131,54,1,2022-10-30,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,8,4,Aaron Jones,green_bay_packers,15.7,75.68,7.2,15.7,15.7,0,0,20,4,5,3.5,143,32,1,2022-10-30,8:20PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,,,,,
2022,8,5,D'Onta Foreman,carolina_panthers,31.8,73.47,4.5,31.8,31.8,3,0,26,0,1,0.0,118,16,0,2022-10-30,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2022,8,6,Dalvin Cook,minnesota_vikings,20.1,63.74,5.6,20.1,20.1,1,0,20,5,6,6.0,111,30,1,2022-10-30,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2022,8,7,Christian Mccaffrey,carolina_panthers,32.3,62.23,5.2,32.3,32.3,1,0,18,8,9,6.9,94,25,2,2022-10-30,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2022,8,8,Christian Mccaffrey,san_francisco_49ers,32.3,62.23,5.2,32.3,32.3,1,0,18,8,9,6.9,94,25,2,2022-10-30,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2022,8,9,Nick Chubb,cleveland_browns,24.4,61.51,4.4,24.4,24.4,2,0,23,1,1,3.0,101,21,1,2022-10-31,8:15PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,,,,,
2022,8,10,Khalil Herbert,chicago_bears,15.9,55.43,6.2,15.9,15.9,1,0,16,0,0,0.0,99,36,1,2022-10-30,1:00PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2022,8,11,Alvin Kamara,new_orleans_saints,33.8,48.41,3.4,33.8,33.8,1,0,18,9,10,10.7,62,9,0,2022-10-30,1:00PM,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3.0,1975.0,,,,,
2022,8,12,Caleb Huntley,atlanta_falcons,9.1,47.96,5.7,9.1,9.1,0,0,16,0,0,0.0,91,30,1,2022-10-30,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2022,8,13,Miles Sanders,philadelphia_eagles,13.8,44.6,8.7,13.8,13.8,1,0,9,0,0,0.0,78,21,1,2022-10-30,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,,,,,
2022,8,14,Dontrell Hilliard,tennessee_titans,9.5,44.56,10.4,9.5,9.5,0,0,8,1,1,12.0,83,30,2,2022-10-30,4:05PM,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50.0,2002.0,,,,,
2022,8,15,Rhamondre Stevenson,new_england_patriots,14.3,42.06,4.4,14.3,14.3,0,0,16,7,7,10.3,71,35,1,2022-10-30,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2022,8,16,Jonathan Taylor,indianapolis_colts,5.6,39.22,4.8,5.6,5.6,0,1,16,0,1,0.0,76,27,1,2022-10-30,4:25PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,,,,,
