Year,Week,Rank,Player,Team,FPTS,Score,FPTS/G,FPTS,FL,ATT,REC,TGT,Y/R,20+,Rec_Yds,Rec_TD,Date,Time,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
2019,11,99,Mohamed Sanu,atlanta_falcons,1.2,2.0,1.2,1.2,0,1,2,4,2.0,0,4,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,100,Mohamed Sanu,new_england_patriots,1.2,2.0,1.2,1.2,0,1,2,4,2.0,0,4,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,101,Christian Blake,atlanta_falcons,0.3,1.55,0.3,0.3,0,0,1,1,3.0,0,3,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,102,Tyler Boyd,cincinnati_bengals,1.0,0.35,1.0,1.0,0,1,1,3,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,103,Alex Erickson,cincinnati_bengals,0.0,0.35,0.0,0.0,0,0,1,5,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,104,Olamide Zaccheaus,atlanta_falcons,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,105,Tavon Austin,dallas_cowboys,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,106,De'Anthony Thomas,baltimore_ravens,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,107,De'Anthony Thomas,kansas_city_chiefs,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,108,Donte Moncrief,carolina_panthers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,109,Donte Moncrief,pittsburgh_steelers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,110,Diontae Spencer,denver_broncos,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,111,Matthew Slater,new_england_patriots,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,112,Andre Roberts,buffalo_bills,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,113,Justin Watson,tampa_bay_buccaneers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,114,Damion Ratley,cleveland_browns,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,115,Robert Foster,buffalo_bills,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,116,Daesean Hamilton,denver_broncos,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,117,Cam Sims,unknown,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,118,Trent Sherfield,arizona_cardinals,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,119,Braxton Berrios,new_york_jets,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,5.0,0.0,54.36,58.0,1022.9
2019,11,120,Andre Patton,los_angeles_chargers,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,121,Marcell Ateman,unknown,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,122,Tre'Quan Smith,new_orleans_saints,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,123,Dante Pettis,san_francisco_49ers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,4:05PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,24.7,0.0,52.56,34.0,1016.3
2019,11,124,Fred Brown,denver_broncos,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,125,Michael Walker,jacksonville_jaguars,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,5.8,0.0,15.840000000000002,61.0,1018.5
2019,11,126,Nsimba Webster,los_angeles_rams,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,127,Miles Boykin,baltimore_ravens,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,128,Damion Willis,cincinnati_bengals,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,129,Jason Moore,los_angeles_chargers,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,130,Ventell Bryant,dallas_cowboys,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,131,Ashton Dulin,indianapolis_colts,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700.0,2008.0,5.8,0.0,15.840000000000002,61.0,1018.5
2019,11,132,Gary Jennings,miami_dolphins,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,133,Gary Jennings,seattle_seahawks,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,134,Stanley Morgan,cincinnati_bengals,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,4:25PM,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001.0,2020.0,22.5,0.0,2.52,16.0,1017.2
2019,11,135,Demarcus Robinson,kansas_city_chiefs,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,136,Laquon Treadwell,minnesota_vikings,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,137,Josh Doctson,minnesota_vikings,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,3.5,0.0,48.96,80.0,1013.3
2019,11,138,Rashard Higgins,cleveland_browns,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-14,8:20PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,2.3,0.0,63.36000000000001,63.0,1025.3
2019,11,139,Deandrew White,carolina_panthers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,10.0,0.0,63.72,58.0,1018.5
2019,11,140,Justin Hardee,new_orleans_saints,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,141,Deandre Carter,houston_texans,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,142,Ty Montgomery,new_york_jets,0.0,0.0,0.0,0.0,0,2,0,1,0.0,0,0,0,2019-11-17,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,5.0,0.0,54.36,58.0,1022.9
2019,11,143,Mack Hollins,miami_dolphins,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,144,Mack Hollins,philadelphia_eagles,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2019-11-17,4:25PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,5.2,0.0,69.84,67.0,1021.3
2019,11,145,Krishawn Hogan,new_orleans_saints,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,13.6,0.0,40.68000000000001,75.0,1014.7
2019,11,146,Jojo Natson,los_angeles_rams,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,8:20PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,21.0,0.0,36.0,36.0,1013.2
2019,11,147,Gehrig Dieter,kansas_city_chiefs,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,148,Jamal Agnew,detroit_lions,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,1.6,0.0,15.840000000000002,71.0,1019.2
2019,11,149,Tyreek Hill,kansas_city_chiefs,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,2019-11-18,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,20.2,0.0,46.8,53.0,1009.7
2019,11,150,Trevor Davis,green_bay_packers,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,
2019,11,151,Trevor Davis,miami_dolphins,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,2019-11-17,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,19.3,0.0,46.440000000000005,65.0,1012.1
2019,11,152,Vyncint Smith,houston_texans,-2.0,-0.1,-2.0,-2.0,1,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,5.4,0.0,52.92,58.0,1023.4
2019,11,153,Vyncint Smith,new_york_jets,-2.0,-0.1,-2.0,-2.0,1,0,0,1,0.0,0,0,0,2019-11-17,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,5.0,0.0,54.36,58.0,1022.9
2019,12,1,Chris Godwin,tampa_bay_buccaneers,30.4,53.9,30.4,30.4,0,0,7,8,26.3,5,184,2,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,2,Jarvis Landry,cleveland_browns,26.8,43.92,26.8,26.8,0,0,10,13,14.8,2,148,2,2019-11-24,1:00PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,4.6,0.0,86.4,72.0,1005.4
2019,12,3,Aj Brown,tennessee_titans,19.5,40.92,19.5,19.5,0,0,4,5,33.8,2,135,1,2019-11-24,4:05PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,11.6,0.0,33.480000000000004,53.0,1011.4
2019,12,4,William Fuller,unknown,14.0,40.65,14.0,14.0,0,0,7,11,20.0,2,140,0,,,,,,,,,,,,,,,,
2019,12,5,Allen Robinson,chicago_bears,19.1,38.92,19.1,19.1,0,0,6,10,21.8,3,131,1,2019-11-24,1:00PM,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595.0,1924.0,8.5,0.0,86.76,65.0,1004.3
2019,12,6,Dj Moore,carolina_panthers,25.4,37.95,25.4,25.4,0,1,6,9,21.0,2,126,2,2019-11-24,1:00PM,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3.0,1975.0,12.2,0.0,24.48,64.0,1017.6
2019,12,7,James Washington,pittsburgh_steelers,15.8,31.06,15.8,15.8,0,0,3,7,32.7,1,98,1,2019-11-24,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,5.9,0.0,65.88000000000001,74.0,1010.5
2019,12,8,Michael Thomas,new_orleans_saints,16.1,30.86,16.1,16.1,0,0,10,11,10.1,1,101,1,2019-11-24,1:00PM,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3.0,1975.0,12.2,0.0,24.48,64.0,1017.6
2019,12,9,Michael Thomas,new_york_giants,16.1,30.86,16.1,16.1,0,0,10,11,10.1,1,101,1,2019-11-24,1:00PM,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595.0,1924.0,8.5,0.0,86.76,65.0,1004.3
2019,12,10,Tyler Boyd,cincinnati_bengals,14.1,30.63,14.1,14.1,1,0,5,9,20.2,2,101,1,2019-11-24,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,5.9,0.0,65.88000000000001,74.0,1010.5
2019,12,11,Deandre Hopkins,houston_texans,21.4,29.16,21.4,21.4,0,0,6,8,15.7,2,94,2,2019-11-21,8:20PM,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50.0,2002.0,22.3,0.0,63.36000000000001,92.0,1014.5
2019,12,12,Robert Woods,los_angeles_rams,9.7,28.98,9.7,9.7,0,0,6,9,16.2,2,97,0,2019-11-25,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,15.6,0.0,44.64,70.0,1008.3
2019,12,13,Julian Edelman,new_england_patriots,9.3,28.09,9.3,9.3,0,0,8,12,11.6,3,93,0,2019-11-24,4:25PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,6.3,2.9,102.24,100.0,984.2
2019,12,14,Braxton Berrios,new_york_jets,6.9,28.05,6.9,6.9,0,0,1,1,69.0,1,69,0,2019-11-24,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,5.6,0.5,96.84,92.0,990.8
2019,12,15,Devante Parker,miami_dolphins,9.1,27.33,9.1,9.1,0,0,6,11,15.2,2,91,0,2019-11-24,1:00PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,4.6,0.0,86.4,72.0,1005.4
2019,12,16,Robbie Chosen,new_york_jets,14.6,26.92,14.6,14.6,0,0,4,5,21.5,3,86,1,2019-11-24,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,5.6,0.5,96.84,92.0,990.8
2019,12,17,Randall Cobb,dallas_cowboys,8.6,26.22,8.6,8.6,0,0,4,7,21.5,1,86,0,2019-11-24,4:25PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,6.3,2.9,102.24,100.0,984.2
2019,12,18,Calvin Ridley,atlanta_falcons,16.0,26.08,16.0,16.0,0,1,6,14,14.2,1,85,1,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,19,Odell Beckham,cleveland_browns,14.4,25.8,14.4,14.4,0,0,6,8,14.0,1,84,1,2019-11-24,1:00PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,4.6,0.0,86.4,72.0,1005.4
2019,12,20,Cole Beasley,buffalo_bills,13.6,23.61,13.6,13.6,0,0,6,9,12.7,1,76,1,2019-11-24,1:00PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,4.7,0.0,102.24,75.0,1002.0
2019,12,21,Anthony Miller,chicago_bears,7.7,23.37,7.7,7.7,0,0,6,9,12.8,1,77,0,2019-11-24,1:00PM,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595.0,1924.0,8.5,0.0,86.76,65.0,1004.3
2019,12,22,Russell Gage,atlanta_falcons,7.6,23.22,7.6,7.6,0,0,8,10,9.5,0,76,0,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,23,Jakobi Meyers,new_england_patriots,7.4,22.87,7.4,7.4,0,0,4,9,18.5,2,74,0,2019-11-24,4:25PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,6.3,2.9,102.24,100.0,984.2
2019,12,24,Terry Mclaurin,unknown,7.2,22.01,7.2,7.2,0,0,5,12,14.4,1,72,0,,,,,,,,,,,,,,,,
2019,12,25,Dede Westbrook,jacksonville_jaguars,6.9,21.54,6.9,6.9,0,0,8,9,8.6,2,69,0,2019-11-24,4:05PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,11.6,0.0,33.480000000000004,53.0,1011.4
2019,12,26,Julio Jones,atlanta_falcons,6.8,20.89,6.8,6.8,0,0,5,10,13.6,1,68,0,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,27,Darius Slayton,new_york_giants,6.7,20.67,6.7,6.7,0,0,4,7,16.8,0,67,0,2019-11-24,1:00PM,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595.0,1924.0,8.5,0.0,86.76,65.0,1004.3
2019,12,28,Kenny Golladay,detroit_lions,6.1,19.05,6.1,6.1,0,0,4,4,15.3,1,61,0,2019-11-24,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,6.3,0.0,72.36000000000001,62.0,1001.2
2019,12,29,Miles Boykin,baltimore_ravens,5.4,18.35,5.4,5.4,0,0,2,2,27.0,1,54,0,2019-11-25,8:15PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,15.6,0.0,44.64,70.0,1008.3
2019,12,30,Breshad Perriman,tampa_bay_buccaneers,4.4,18.05,4.4,4.4,0,0,1,1,44.0,1,44,0,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,31,Deebo Samuel,san_francisco_49ers,11.0,17.55,11.0,11.0,0,0,2,2,25.0,1,50,1,2019-11-24,8:20PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,13.0,0.0,30.96,78.0,1019.1
2019,12,32,Michael Gallup,dallas_cowboys,5.5,17.32,5.5,5.5,0,0,4,6,13.8,1,55,0,2019-11-24,4:25PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,6.3,2.9,102.24,100.0,984.2
2019,12,33,Mike Evans,tampa_bay_buccaneers,5.0,15.78,5.0,5.0,0,0,4,8,12.5,0,50,0,2019-11-24,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,9.5,0.0,64.08,59.0,1013.9
2019,12,34,Tyler Lockett,seattle_seahawks,3.8,15.65,3.8,3.8,0,0,1,2,38.0,1,38,0,2019-11-24,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,3.7,1.2,80.28,94.0,995.8
2019,12,35,Chris Conley,jacksonville_jaguars,4.9,15.5,4.9,4.9,0,0,4,9,12.3,0,49,0,2019-11-24,4:05PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,11.6,0.0,33.480000000000004,53.0,1011.4
2019,12,36,Jj Arcega-Whiteside,philadelphia_eagles,4.3,14.77,4.3,4.3,0,0,2,5,21.5,1,43,0,2019-11-24,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,3.7,1.2,80.28,94.0,995.8
2019,12,37,Alex Erickson,cincinnati_bengals,4.3,14.77,4.3,4.3,0,0,2,8,21.5,1,43,0,2019-11-24,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,5.9,0.0,65.88000000000001,74.0,1010.5
2019,12,38,Marvin Jones,detroit_lions,4.6,14.63,4.6,4.6,0,0,5,11,9.2,0,46,0,2019-11-24,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,6.3,0.0,72.36000000000001,62.0,1001.2
2019,12,39,Davante Adams,green_bay_packers,12.3,14.61,12.3,12.3,0,0,7,12,6.1,0,43,1,2019-11-24,8:20PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,13.0,0.0,30.96,78.0,1019.1
2019,12,40,Hollywood Brown,unknown,16.2,14.51,16.2,16.2,0,0,5,7,8.4,0,42,2,,,,,,,,,,,,,,,,
2019,12,41,Deon Cain,indianapolis_colts,3.5,14.45,3.5,3.5,0,0,1,1,35.0,1,35,0,2019-11-21,8:20PM,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50.0,2002.0,22.3,0.0,63.36000000000001,92.0,1014.5
2019,12,42,Deon Cain,pittsburgh_steelers,3.5,14.45,3.5,3.5,0,0,1,1,35.0,1,35,0,2019-11-24,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,5.9,0.0,65.88000000000001,74.0,1010.5
2019,12,43,Malik Turner,seattle_seahawks,9.3,14.15,9.3,9.3,0,0,1,2,33.0,1,33,1,2019-11-24,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,3.7,1.2,80.28,94.0,995.8
2019,12,44,Kelvin Harmon,unknown,4.3,14.04,4.3,4.3,0,0,3,6,14.3,1,43,0,,,,,,,,,,,,,,,,
2019,12,45,Allen Hurns,miami_dolphins,10.2,13.98,10.2,10.2,0,0,4,7,10.5,0,42,1,2019-11-24,1:00PM,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577.0,1999.0,4.6,0.0,86.4,72.0,1005.4
2019,12,46,John Brown,buffalo_bills,9.9,13.98,9.9,9.9,0,0,2,4,19.5,1,39,1,2019-11-24,1:00PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,4.7,0.0,102.24,75.0,1002.0
