YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Tampa Bay Buccaneers,16,51,310,6.1,21,3,21,41.2,1,0,7
2023,Tampa Bay Buccaneers,17,62,163,2.6,31,1,16,25.8,1,0,2
2022,Los Angeles Rams,5,15,37,2.5,11,0,2,13.3,0,0,1
2022,Carolina Panthers,7,16,52,3.2,17,1,4,25.0,0,0,4
2021,Cleveland Browns,14,37,134,3.6,14,1,12,32.4,0,0,1
2020,Cleveland Browns,16,54,165,3.1,28,1,18,33.3,1,0,3
2019,Cleveland Browns,16,28,141,5.0,18,3,15,53.6,0,0,2
2018,Cleveland Browns,14,39,131,3.4,35,0,8,20.5,1,0,3
TOTAL,,105,302,1133,3.8,35,10,96,31.8,4,0,23
