YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Denver Broncos,16,85,383,4.5,32,4,36,42.4,5,0,1
TOTAL,,16,85,383,4.5,32,4,36,42.4,5,0,1
