YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Dallas Cowboys,14,190.0,903.0,4.8,27.0,1.0,43.0,22.6,2.0,0.0,2.0
2023,Dallas Cowboys,16,89.0,361.0,4.1,21.0,2.0,17.0,19.1,2.0,0.0,0.0
2022,Dallas Cowboys,5,,,,,,,,,,
2020,Dallas Cowboys,15,7.0,24.0,3.4,7.0,0.0,1.0,14.3,0.0,0.0,0.0
TOTAL,,50,286.0,1288.0,4.5,27.0,3.0,61.0,21.3,4.0,0.0,2.0
