YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Tampa Bay Buccaneers,15,168,920,5.5,56,7,43,25.6,6,3,2
TOTAL,,15,168,920,5.5,56,7,43,25.6,6,3,2
