YEAR,TEAM,G,ATT,COMP,PCT,YDS,AVG,LNG,TD,INT,1st,1st%,20+,SCK,SCKY,RATE
2024,Denver Broncos,16,538,350,65.1,3454,6.4,93,25,12,155,28.8,46,24,198,89.2
TOTAL,,16,538,350,65.1,3454,6.4,93,25,12,155,28.8,46,24,198,89.2
