YEAR,TEAM,G,ATT,COMP,PCT,YDS,AVG,LNG,TD,INT,1st,1st%,20+,SCK,SCKY,RATE
2024,Washington Commanders,15,432,301,69.7,3303,7.6,86,22,8,156,36.1,40,38,189,101.3
TOTAL,,15,432,301,69.7,3303,7.6,86,22,8,156,36.1,40,38,189,101.3
