YEAR,TEAM,G,ATT,COMP,PCT,YDS,AVG,LNG,TD,INT,1st,1st%,20+,SCK,SCKY,RATE
2024,New England Patriots,12,337,225,66.8,2276,6.8,40,15,10,112,33.2,25,33,220,88.3
TOTAL,,12,337,225,66.8,2276,6.8,40,15,10,112,33.2,25,33,220,88.3
