year,week,player_id,player_name,team,position,games_played,fpts,fpts_ppr,fpts_per_game,fpts_ppr_per_game,rec,yds,td,yac
2024,22,00-0039894,X.Worthy,KC,WR,1,27.7,35.7,27.7,35.7,8,157.0,2,47.0
2024,22,00-0036912,D.Smith,PHI,WR,1,12.9,16.9,12.9,16.9,4,69.0,1,3.0
2024,22,00-0035676,A.Brown,PHI,WR,1,10.3,13.3,10.3,13.3,3,43.0,1,11.0
2024,22,00-0030564,D.Hopkins,KC,WR,1,7.8,9.8,7.8,9.8,2,18.0,1,1.0
2024,22,00-0037741,J.Dotson,PHI,WR,1,4.2,6.2,4.2,6.2,2,42.0,0,17.0
2024,22,00-0033857,J.Smith-Schuster,KC,WR,1,1.6,3.6,1.6,3.6,2,16.0,0,10.0
2024,22,00-0035662,M.Brown,KC,WR,1,1.5,3.5,1.5,3.5,2,15.0,0,5.0
2024,22,00-0039236,J.Wilson,PHI,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,22,00-0034386,J.Watson,KC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,21,00-0039894,X.Worthy,KC,WR,1,16.1,22.1,16.1,22.1,6,85.0,1,33.0
2024,21,00-0035676,A.Brown,PHI,WR,1,15.6,21.6,15.6,21.6,6,96.0,1,34.0
2024,21,00-0033555,M.Hollins,BUF,WR,1,13.3,16.3,13.3,16.3,3,73.0,1,4.0
2024,21,00-0035659,T.McLaurin,WAS,WR,1,11.1,14.1,11.1,14.1,3,51.0,1,33.0
2024,21,00-0037261,K.Shakir,BUF,WR,1,4.6,10.6,4.6,10.6,6,46.0,0,26.0
2024,21,00-0036912,D.Smith,PHI,WR,1,4.5,8.5,4.5,8.5,4,45.0,0,31.0
2024,21,00-0033857,J.Smith-Schuster,KC,WR,1,6.0,8.0,6.0,8.0,2,60.0,0,37.0
2024,21,00-0033282,C.Samuel,BUF,WR,1,6.4,7.4,6.4,7.4,1,4.0,1,0.0
2024,21,00-0031544,A.Cooper,BUF,WR,1,3.3,7.3,3.3,7.3,4,33.0,0,18.0
2024,21,00-0036626,D.Brown,WAS,WR,1,4.2,7.2,4.2,7.2,3,42.0,0,15.0
2024,21,00-0035208,O.Zaccheaus,WAS,WR,1,2.6,6.6,2.6,6.6,4,26.0,0,13.0
2024,21,00-0035662,M.Brown,KC,WR,1,3.5,6.5,3.5,6.5,3,35.0,0,21.0
2024,21,00-0039901,K.Coleman,BUF,WR,1,1.2,2.2,1.2,2.2,1,12.0,0,1.0
2024,21,00-0030564,D.Hopkins,KC,WR,1,1.1,2.1,1.1,2.1,1,11.0,0,3.0
2024,21,00-0031941,J.Crowder,WAS,WR,1,0.4,1.4,0.4,1.4,1,4.0,0,0.0
2024,21,00-0034386,J.Watson,KC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,21,00-0039355,L.McCaffrey,WAS,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0036963,A.St. Brown,DET,WR,1,13.7,21.7,13.7,21.7,8,137.0,0,61.0
2024,20,00-0035659,T.McLaurin,WAS,WR,1,14.7,18.7,14.7,18.7,4,87.0,1,81.0
2024,20,00-0036550,R.Bateman,BAL,WR,1,12.6,16.6,12.6,16.6,4,66.0,1,10.0
2024,20,00-0036626,D.Brown,WAS,WR,1,9.8,15.8,9.8,15.8,6,98.0,0,31.0
2024,20,00-0039075,P.Nacua,LA,WR,1,9.7,15.7,9.7,15.7,6,97.0,0,29.0
2024,20,00-0036554,N.Collins,HOU,WR,1,8.1,13.1,8.1,13.1,5,81.0,0,6.0
2024,20,00-0037240,J.Williams,DET,WR,1,12.0,13.0,12.0,13.0,1,19.0,0,0.0
2024,20,00-0037261,K.Shakir,BUF,WR,1,6.7,12.7,6.7,12.7,6,67.0,0,24.0
2024,20,00-0033908,C.Kupp,LA,WR,1,6.1,11.1,6.1,11.1,5,61.0,0,11.0
2024,20,00-0032775,D.Robinson,LA,WR,1,7.4,10.4,7.4,10.4,3,74.0,0,3.0
2024,20,00-0038618,X.Hutchinson,HOU,WR,1,5.2,9.2,5.2,9.2,4,52.0,0,18.0
2024,20,00-0039894,X.Worthy,KC,WR,1,3.7,8.7,3.7,8.7,5,45.0,0,32.0
2024,20,00-0032464,K.Raymond,DET,WR,1,3.7,6.7,3.7,6.7,3,37.0,0,24.0
2024,20,00-0036912,D.Smith,PHI,WR,1,2.1,6.1,2.1,6.1,4,21.0,0,12.0
2024,20,00-0037614,J.Metchie,HOU,WR,1,3.5,5.5,3.5,5.5,2,35.0,0,4.0
2024,20,00-0031941,J.Crowder,WAS,WR,1,2.5,4.5,2.5,4.5,2,25.0,0,13.0
2024,20,00-0036630,T.Wallace,BAL,WR,1,2.7,3.7,2.7,3.7,1,27.0,0,16.0
2024,20,00-0035676,A.Brown,PHI,WR,1,1.4,3.4,1.4,3.4,2,14.0,0,3.0
2024,20,00-0033375,T.Patrick,DET,WR,1,2.2,3.2,2.2,3.2,1,22.0,0,18.0
2024,20,00-0033282,C.Samuel,BUF,WR,1,0.9,2.9,0.9,2.9,2,9.0,0,6.0
2024,20,00-0036849,T.Atwell,LA,WR,1,1.8,2.8,1.8,2.8,1,18.0,0,0.0
2024,20,00-0034353,A.Miller,BAL,WR,1,1.6,2.6,1.6,2.6,1,16.0,0,12.0
2024,20,00-0039751,J.Whittington,LA,WR,1,1.2,2.2,1.2,2.2,1,12.0,0,1.0
2024,20,00-0033555,M.Hollins,BUF,WR,1,1.2,2.2,1.2,2.2,1,12.0,0,8.0
2024,20,00-0039901,K.Coleman,BUF,WR,1,0.5,1.5,0.5,1.5,1,5.0,0,2.0
2024,20,00-0034928,S.Sims,BAL,WR,1,0.4,1.4,0.4,1.4,1,4.0,0,7.0
2024,20,00-0031544,A.Cooper,BUF,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0038728,J.Wayne,HOU,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0031549,N.Agholor,BAL,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0033857,J.Smith-Schuster,KC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0030564,D.Hopkins,KC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0035208,O.Zaccheaus,WAS,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,20,00-0035662,M.Brown,KC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,19,00-0039915,L.McConkey,LAC,WR,1,25.7,34.7,25.7,34.7,9,197.0,1,79.0
2024,19,00-0036554,N.Collins,HOU,WR,1,18.2,25.2,18.2,25.2,7,122.0,1,61.0
2024,19,00-0031408,M.Evans,TB,WR,1,15.2,22.2,15.2,22.2,7,92.0,1,29.0
2024,19,00-0035659,T.McLaurin,WAS,WR,1,14.9,21.9,14.9,21.9,7,89.0,1,16.0
2024,19,00-0036626,D.Brown,WAS,WR,1,14.9,19.9,14.9,19.9,5,89.0,1,45.0
2024,19,00-0037247,G.Pickens,PIT,WR,1,14.7,19.7,14.7,19.7,5,87.0,1,21.0
2024,19,00-0033282,C.Samuel,BUF,WR,1,12.8,15.8,12.8,15.8,3,68.0,1,44.0
2024,19,00-0039868,T.Franklin,DEN,WR,1,11.4,13.4,11.4,13.4,2,54.0,1,0.0
2024,19,00-0034348,C.Sutton,DEN,WR,1,7.5,12.5,7.5,12.5,5,75.0,0,12.0
2024,19,00-0037261,K.Shakir,BUF,WR,1,6.1,12.1,6.1,12.1,6,61.0,0,49.0
2024,19,00-0036415,V.Jefferson,PIT,WR,1,9.7,11.7,9.7,11.7,2,37.0,1,0.0
2024,19,00-0036322,J.Jefferson,MIN,WR,1,5.8,10.8,5.8,10.8,5,58.0,0,11.0
2024,19,00-0036550,R.Bateman,BAL,WR,1,8.4,10.4,8.4,10.4,2,24.0,1,3.0
2024,19,00-0039075,P.Nacua,LA,WR,1,5.1,10.1,5.1,10.1,5,44.0,0,30.0
2024,19,00-0036912,D.Smith,PHI,WR,1,5.5,9.5,5.5,9.5,4,55.0,0,19.0
2024,19,00-0039146,J.Reed,GB,WR,1,4.6,8.6,4.6,8.6,4,46.0,0,20.0
2024,19,00-0037741,J.Dotson,PHI,WR,1,7.1,8.1,7.1,8.1,1,11.0,1,0.0
2024,19,00-0037614,J.Metchie,HOU,WR,1,2.8,6.8,2.8,6.8,4,28.0,0,6.0
2024,19,00-0037291,J.Nailor,MIN,WR,1,3.3,6.3,3.3,6.3,3,33.0,0,8.0
2024,19,00-0039855,J.McMillan,TB,WR,1,4.1,6.1,4.1,6.1,2,41.0,0,11.0
2024,19,00-0038393,D.Wicks,GB,WR,1,3.9,5.9,3.9,5.9,2,39.0,0,2.0
2024,19,00-0038994,J.Addison,MIN,WR,1,2.9,5.9,2.9,5.9,3,29.0,0,0.0
2024,19,00-0035208,O.Zaccheaus,WAS,WR,1,1.9,4.9,1.9,4.9,3,19.0,0,23.0
2024,19,00-0033536,M.Williams,PIT,WR,1,3.7,4.7,3.7,4.7,1,37.0,0,17.0
2024,19,00-0038618,X.Hutchinson,HOU,WR,1,3.4,4.4,3.4,4.4,1,34.0,0,7.0
2024,19,00-0030431,R.Woods,HOU,WR,1,2.2,4.2,2.2,4.2,2,22.0,0,2.0
2024,19,00-0034353,A.Miller,BAL,WR,1,1.2,4.2,1.2,4.2,3,12.0,0,1.0
2024,19,00-0033908,C.Kupp,LA,WR,1,2.9,3.9,2.9,3.9,1,29.0,0,0.0
2024,19,00-0031549,N.Agholor,BAL,WR,1,2.5,3.5,2.5,3.5,1,25.0,0,9.0
2024,19,00-0037837,C.Austin,PIT,WR,1,2.5,3.5,2.5,3.5,1,25.0,0,1.0
2024,19,00-0032775,D.Robinson,LA,WR,1,2.3,3.3,2.3,3.3,1,23.0,0,5.0
2024,19,00-0038976,M.Mims,DEN,WR,1,1.3,3.3,1.3,3.3,2,12.0,0,3.0
2024,19,00-0037816,R.Doubs,GB,WR,1,1.3,3.3,1.3,3.3,2,13.0,0,2.0
2024,19,00-0036630,T.Wallace,BAL,WR,1,2.1,3.1,2.1,3.1,1,21.0,0,10.0
2024,19,00-0033555,M.Hollins,BUF,WR,1,1.9,2.9,1.9,2.9,1,19.0,0,5.0
2024,19,00-0034487,T.Sherfield,MIN,WR,1,0.8,2.8,0.8,2.8,2,8.0,0,2.0
2024,19,00-0031544,A.Cooper,BUF,WR,1,0.8,2.8,0.8,2.8,2,8.0,0,5.0
2024,19,00-0037091,B.Melton,GB,WR,1,1.6,2.6,1.6,2.6,1,16.0,0,0.0
2024,19,00-0035216,D.Johnson,HOU,WR,1,1.2,2.2,1.2,2.2,1,12.0,0,4.0
2024,19,00-0035676,A.Brown,PHI,WR,1,1.0,2.0,1.0,2.0,1,10.0,0,0.0
2024,19,00-0034777,D.Chark,LAC,WR,1,1.0,2.0,1.0,2.0,1,10.0,0,6.0
2024,19,00-0039901,K.Coleman,BUF,WR,1,0.5,1.5,0.5,1.5,1,5.0,0,1.0
2024,19,00-0034928,S.Sims,BAL,WR,1,1.5,1.5,1.5,1.5,0,0.0,0,0.0
2024,19,00-0038573,D.Davis,LAC,WR,1,0.1,1.1,0.1,1.1,1,4.0,0,11.0
2024,19,00-0039424,D.Vele,DEN,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,19,00-0038544,Q.Johnston,LAC,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,19,00-0038465,M.Heath,GB,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0037238,D.London,ATL,WR,1,30.7,40.7,30.7,40.7,10,187.0,2,37.0
2024,18,00-0038544,Q.Johnston,LAC,WR,1,18.6,31.6,18.6,31.6,13,186.0,0,54.0
2024,18,00-0034960,J.Meyers,LV,WR,1,18.3,27.3,18.3,27.3,9,123.0,1,15.0
2024,18,00-0036900,J.Chase,CIN,WR,1,15.6,25.6,15.6,25.6,10,96.0,1,26.0
2024,18,00-0038608,K.Boutte,NE,WR,1,17.7,24.7,17.7,24.7,7,117.0,1,32.0
2024,18,00-0034827,D.Moore,CHI,WR,1,15.1,24.1,15.1,24.1,9,86.0,1,67.0
2024,18,00-0038976,M.Mims,DEN,WR,1,17.1,22.1,17.1,22.1,5,51.0,2,69.0
2024,18,00-0035500,G.Dortch,ARI,WR,1,17.4,21.4,17.4,21.4,4,47.0,2,42.0
2024,18,00-0031381,D.Adams,NYJ,WR,1,14.8,20.8,14.8,20.8,6,88.0,1,30.0
2024,18,00-0034348,C.Sutton,DEN,WR,1,15.8,20.8,15.8,20.8,5,98.0,1,8.0
2024,18,00-0035659,T.McLaurin,WAS,WR,1,12.2,20.2,12.2,20.2,8,62.0,1,13.0
2024,18,00-0038997,J.Downs,IND,WR,1,9.4,19.4,9.4,19.4,10,94.0,0,57.0
2024,18,00-0039855,J.McMillan,TB,WR,1,14.0,19.0,14.0,19.0,5,74.0,1,7.0
2024,18,00-0039916,R.Pearsall,SF,WR,1,12.9,18.9,12.9,18.9,6,69.0,1,14.0
2024,18,00-0036550,R.Bateman,BAL,WR,1,13.6,18.6,13.6,18.6,5,76.0,1,33.0
2024,18,00-0031408,M.Evans,TB,WR,1,8.9,17.9,8.9,17.9,9,89.0,0,10.0
2024,18,00-0039337,M.Nabers,NYG,WR,1,12.4,17.4,12.4,17.4,5,64.0,1,33.0
2024,18,00-0039849,M.Harrison,ARI,WR,1,12.3,17.3,12.3,17.3,5,63.0,1,8.0
2024,18,00-0039893,B.Thomas,JAX,WR,1,10.3,17.3,10.3,17.3,7,103.0,0,26.0
2024,18,00-0037741,J.Dotson,PHI,WR,1,9.4,16.4,9.4,16.4,7,94.0,0,20.0
2024,18,00-0034521,A.Lazard,NYJ,WR,1,13.1,16.1,13.1,16.1,3,71.0,1,25.0
2024,18,00-0039424,D.Vele,DEN,WR,1,11.0,15.0,11.0,15.0,4,50.0,1,3.0
2024,18,00-0036554,N.Collins,HOU,WR,1,9.8,14.8,9.8,14.8,5,38.0,1,17.0
2024,18,00-0039915,L.McConkey,LAC,WR,1,9.5,14.5,9.5,14.5,5,95.0,0,43.0
2024,18,00-0035640,D.Metcalf,SEA,WR,1,11.3,14.3,11.3,14.3,3,53.0,1,9.0
2024,18,00-0038117,W.Robinson,NYG,WR,1,4.3,14.3,4.3,14.3,10,43.0,0,34.0
2024,18,00-0039491,J.Coker,CAR,WR,1,7.15,14.15,7.15,14.15,7,62.0,0,21.0
2024,18,00-0039747,A.Smith,PHI,WR,1,9.9,13.9,9.9,13.9,4,35.0,1,16.0
2024,18,00-0037666,J.Tolbert,DAL,WR,1,9.8,13.8,9.8,13.8,4,98.0,0,58.0
2024,18,00-0037664,A.Pierce,IND,WR,1,11.7,13.7,11.7,13.7,2,57.0,1,6.0
2024,18,00-0036963,A.St. Brown,DET,WR,1,7.7,13.7,7.7,13.7,6,77.0,0,17.0
2024,18,00-0036427,T.Johnson,LA,WR,1,9.5,13.5,9.5,13.5,4,35.0,1,29.0
2024,18,00-0036252,M.Pittman,IND,WR,1,7.2,13.2,7.2,13.2,6,72.0,0,10.0
2024,18,00-0039751,J.Whittington,LA,WR,1,9.8,12.8,9.8,12.8,3,86.0,0,72.0
2024,18,00-0036407,J.Jeudy,CLE,WR,1,6.3,12.3,6.3,12.3,6,63.0,0,54.0
2024,18,00-0033282,C.Samuel,BUF,WR,1,5.2,12.2,5.2,12.2,7,52.0,0,60.0
2024,18,00-0036259,J.Jennings,SF,WR,1,5.2,12.2,5.2,12.2,7,52.0,0,16.0
2024,18,00-0037524,T.Martin,TEN,WR,1,10.9,11.9,10.9,11.9,1,49.0,1,5.0
2024,18,00-0034407,R.McCloud,ATL,WR,1,6.6,10.6,6.6,10.6,4,66.0,0,0.0
2024,18,00-0034837,C.Ridley,TEN,WR,1,7.3,10.3,7.3,10.3,3,76.0,0,29.0
2024,18,00-0032775,D.Robinson,LA,WR,1,7.2,10.2,7.2,10.2,3,72.0,0,17.0
2024,18,00-0038393,D.Wicks,GB,WR,1,4.9,9.9,4.9,9.9,5,49.0,0,11.0
2024,18,00-0032128,C.Conley,SF,WR,1,5.9,9.9,5.9,9.9,4,59.0,0,12.0
2024,18,00-0034860,D.Pettis,NO,WR,1,7.6,9.6,7.6,9.6,2,16.0,1,0.0
2024,18,00-0038606,P.Washington,JAX,WR,1,7.5,9.5,7.5,9.5,2,15.0,1,6.0
2024,18,00-0030035,A.Thielen,CAR,WR,1,4.4,9.4,4.4,9.4,5,44.0,0,11.0
2024,18,00-0037240,J.Williams,DET,WR,1,3.4,9.4,3.4,9.4,6,34.0,0,26.0
2024,18,00-0036410,T.Higgins,CIN,WR,1,5.3,9.3,5.3,9.3,4,53.0,0,3.0
2024,18,00-0037740,G.Wilson,NYJ,WR,1,5.1,9.1,5.1,9.1,4,51.0,0,41.0
2024,18,00-0036613,J.Waddle,MIA,WR,1,5.0,9.0,5.0,9.0,4,44.0,0,4.0
2024,18,00-0036182,N.Westbrook-Ikhine,TEN,WR,1,5.0,9.0,5.0,9.0,4,50.0,0,16.0
2024,18,00-0037801,K.Turpin,DAL,WR,1,5.8,8.8,5.8,8.8,3,53.0,0,35.0
2024,18,00-0039880,M.Washington,MIA,WR,1,4.8,8.8,4.8,8.8,4,48.0,0,23.0
2024,18,00-0036849,T.Atwell,LA,WR,1,3.7,8.7,3.7,8.7,5,37.0,0,6.0
2024,18,00-0033891,Z.Jones,ARI,WR,1,4.6,8.6,4.6,8.6,4,46.0,0,5.0
2024,18,00-0036322,J.Jefferson,MIN,WR,1,5.4,8.4,5.4,8.4,3,54.0,0,30.0
2024,18,00-0037291,J.Nailor,MIN,WR,1,5.3,8.3,5.3,8.3,3,53.0,0,20.0
2024,18,00-0038465,M.Heath,GB,WR,1,5.3,8.3,5.3,8.3,3,53.0,0,13.0
2024,18,00-0033589,D.Moore,CAR,WR,1,6.9,7.9,6.9,7.9,1,9.0,1,4.0
2024,18,00-0034054,R.Cracraft,MIA,WR,1,3.8,7.8,3.8,7.8,4,38.0,0,7.0
2024,18,00-0034777,D.Chark,LAC,WR,1,6.6,7.6,6.6,7.6,1,6.0,1,0.0
2024,18,00-0038752,J.Bobo,SEA,WR,1,6.4,7.4,6.4,7.4,1,4.0,1,0.0
2024,18,00-0039146,J.Reed,GB,WR,1,5.1,7.1,5.1,7.1,2,48.0,0,0.0
2024,18,00-0035208,O.Zaccheaus,WAS,WR,1,5.1,7.1,5.1,7.1,2,51.0,0,8.0
2024,18,00-0038519,N.Remigio,KC,WR,1,4.8,6.8,4.8,6.8,2,48.0,0,14.0
2024,18,00-0036980,E.Moore,CLE,WR,1,3.6,6.6,3.6,6.6,3,36.0,0,12.0
2024,18,00-0038621,D.Douglas,NE,WR,1,3.4,6.4,3.4,6.4,3,34.0,0,6.0
2024,18,00-0034272,M.Valdes-Scantling,NO,WR,1,3.3,6.3,3.3,6.3,3,33.0,0,20.0
2024,18,00-0039342,X.Legette,CAR,WR,1,3.0,6.0,3.0,6.0,3,30.0,0,14.0
2024,18,00-0039901,K.Coleman,BUF,WR,1,4.0,6.0,4.0,6.0,2,31.0,0,3.0
2024,18,00-0030431,R.Woods,HOU,WR,1,3.9,5.9,3.9,5.9,2,39.0,0,5.0
2024,18,00-0039365,J.Cowing,SF,WR,1,3.7,5.7,3.7,5.7,2,30.0,0,10.0
2024,18,00-0033555,M.Hollins,BUF,WR,1,2.5,5.5,2.5,5.5,3,25.0,0,10.0
2024,18,00-0036626,D.Brown,WAS,WR,1,2.4,5.4,2.4,5.4,3,16.0,0,26.0
2024,18,00-0038563,T.Tucker,LV,WR,1,2.4,5.4,2.4,5.4,3,24.0,0,4.0
2024,18,00-0039236,J.Wilson,PHI,WR,1,2.4,5.4,2.4,5.4,3,24.0,0,9.0
2024,18,00-0038543,J.Smith-Njigba,SEA,WR,1,1.3,5.3,1.3,5.3,4,9.0,0,12.0
2024,18,00-0034418,C.Wilson,NO,WR,1,2.2,5.2,2.2,5.2,3,22.0,0,23.0
2024,18,00-0036415,V.Jefferson,PIT,WR,1,1.8,4.8,1.8,4.8,3,18.0,0,2.0
2024,18,00-0032211,T.Lockett,SEA,WR,1,2.8,4.8,2.8,4.8,2,28.0,0,11.0
2024,18,00-0035406,L.Humphrey,DEN,WR,1,2.6,4.6,2.6,4.6,2,26.0,0,5.0
2024,18,00-0039062,J.Mingo,DAL,WR,1,2.4,4.4,2.4,4.4,2,24.0,0,0.0
2024,18,00-0037614,J.Metchie,HOU,WR,1,2.4,4.4,2.4,4.4,2,24.0,0,1.0
2024,18,00-0033040,T.Hill,MIA,WR,1,2.0,4.0,2.0,4.0,2,20.0,0,-2.0
2024,18,00-0031236,B.Cooks,DAL,WR,1,1.0,4.0,1.0,4.0,3,15.0,0,5.0
2024,18,00-0039919,R.Odunze,CHI,WR,1,1.8,3.8,1.8,3.8,2,18.0,0,4.0
2024,18,00-0033536,M.Williams,PIT,WR,1,2.5,3.5,2.5,3.5,1,25.0,0,0.0
2024,18,00-0030279,K.Allen,CHI,WR,1,0.5,3.5,0.5,3.5,3,25.0,0,1.0
2024,18,00-0033375,T.Patrick,DET,WR,1,1.5,3.5,1.5,3.5,2,15.0,0,7.0
2024,18,00-0034854,K.Hodge,ATL,WR,1,2.4,3.4,2.4,3.4,1,24.0,0,4.0
2024,18,00-0039410,R.Flournoy,DAL,WR,1,1.4,3.4,1.4,3.4,2,14.0,0,2.0
2024,18,00-0038619,A.Iosivas,CIN,WR,1,1.2,3.2,1.2,3.2,2,12.0,0,7.0
2024,18,00-0033307,K.Bourne,NE,WR,1,1.2,3.2,1.2,3.2,2,12.0,0,2.0
2024,18,00-0035216,D.Johnson,HOU,WR,1,1.2,3.2,1.2,3.2,2,12.0,0,4.0
2024,18,00-0039868,T.Franklin,DEN,WR,1,1.2,3.2,1.2,3.2,2,12.0,0,19.0
2024,18,00-0039064,Z.Flowers,BAL,WR,1,2.1,3.1,2.1,3.1,1,12.0,0,14.0
2024,18,00-0039650,B.Oliver,TEN,WR,1,1.5,2.5,1.5,2.5,1,15.0,0,2.0
2024,18,00-0037231,K.Austin,NO,WR,1,1.3,2.3,1.3,2.3,1,13.0,0,9.0
2024,18,00-0039853,J.Baker,NE,WR,1,1.2,2.2,1.2,2.2,1,12.0,0,0.0
2024,18,00-0032464,K.Raymond,DET,WR,1,1.1,2.1,1.1,2.1,1,11.0,0,6.0
2024,18,00-0033292,T.Taylor,SF,WR,1,1.1,2.1,1.1,2.1,1,11.0,0,2.0
2024,18,00-0032385,S.Shepard,TB,WR,1,1.1,2.1,1.1,2.1,1,11.0,0,0.0
2024,18,00-0033943,J.Reynolds,JAX,WR,1,1.1,2.1,1.1,2.1,1,11.0,0,0.0
2024,18,00-0038618,X.Hutchinson,HOU,WR,1,0.5,1.5,0.5,1.5,1,5.0,0,0.0
2024,18,00-0034386,J.Watson,KC,WR,1,0.5,1.5,0.5,1.5,1,5.0,0,0.0
2024,18,00-0033857,J.Smith-Schuster,KC,WR,1,0.4,1.4,0.4,1.4,1,4.0,0,0.0
2024,18,00-0038573,D.Davis,LAC,WR,1,0.4,1.4,0.4,1.4,1,5.0,0,1.0
2024,18,00-0038994,J.Addison,MIN,WR,1,0.0,1.0,0.0,1.0,1,0.0,0,2.0
2024,18,00-0037247,G.Pickens,PIT,WR,1,0.0,1.0,0.0,1.0,1,0.0,0,2.0
2024,18,00-0038359,X.Smith,LA,WR,1,0.6,0.6,0.6,0.6,0,0.0,0,0.0
2024,18,00-0038496,X.Gipson,NYJ,WR,1,0.5,0.5,0.5,0.5,0,0.0,0,0.0
2024,18,00-0037091,B.Melton,GB,WR,1,0.1,0.1,0.1,0.1,0,0.0,0,0.0
2024,18,00-0039890,A.Mitchell,IND,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0036630,T.Wallace,BAL,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0039379,J.Thrash,CLE,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0037837,C.Austin,PIT,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0035535,D.Slayton,NYG,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0038124,C.Watson,GB,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0038938,J.Hyatt,NYG,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,18,00-0039521,X.Weaver,ARI,WR,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2024,17,00-0036410,T.Higgins,CIN,WR,1,31.1,42.1,31.1,42.1,11,131.0,3,19.0
2024,17,00-0039337,M.Nabers,NYG,WR,1,29.1,36.1,29.1,36.1,7,171.0,2,102.0
2024,17,00-0038976,M.Mims,DEN,WR,1,22.2,30.2,22.2,30.2,8,103.0,2,42.0
2024,17,00-0036912,D.Smith,PHI,WR,1,24.0,30.0,24.0,30.0,6,120.0,2,37.0
2024,17,00-0031408,M.Evans,TB,WR,1,21.7,29.7,21.7,29.7,8,97.0,2,22.0
2024,17,00-0039915,L.McConkey,LAC,WR,1,21.4,29.4,21.4,29.4,8,94.0,2,21.0
2024,17,00-0039916,R.Pearsall,SF,WR,1,20.7,28.7,20.7,28.7,8,141.0,1,37.0
2024,17,00-0030035,A.Thielen,CAR,WR,1,23.0,28.0,23.0,28.0,5,110.0,2,12.0
2024,17,00-0036252,M.Pittman,IND,WR,1,16.9,25.9,16.9,25.9,9,109.0,1,39.0
2024,17,00-0037240,J.Williams,DET,WR,1,19.5,24.5,19.5,24.5,5,77.0,1,50.0
2024,17,00-0037664,A.Pierce,IND,WR,1,18.2,24.2,18.2,24.2,6,122.0,1,14.0
2024,17,00-0039893,B.Thomas,JAX,WR,1,16.9,23.9,16.9,23.9,7,91.0,1,46.0
2024,17,00-0035208,O.Zaccheaus,WAS,WR,1,15.3,23.3,15.3,23.3,8,85.0,1,49.0
2024,17,00-0039855,J.McMillan,TB,WR,1,18.0,23.0,18.0,23.0,5,51.0,2,19.0
2024,17,00-0039075,P.Nacua,LA,WR,1,12.9,22.9,12.9,22.9,10,129.0,0,71.0
2024,17,00-0039894,X.Worthy,KC,WR,1,14.9,22.9,14.9,22.9,8,79.0,1,68.0
2024,17,00-0036407,J.Jeudy,CLE,WR,1,9.4,21.4,9.4,21.4,12,94.0,0,25.0
2024,17,00-0036963,A.St. Brown,DET,WR,1,12.0,20.0,12.0,20.0,8,60.0,1,15.0
2024,17,00-0037740,G.Wilson,NYJ,WR,1,12.6,19.6,12.6,19.6,7,66.0,1,24.0
2024,17,00-0033040,T.Hill,MIA,WR,1,10.5,19.5,10.5,19.5,9,105.0,0,25.0
2024,17,00-0036900,J.Chase,CIN,WR,1,10.2,19.2,10.2,19.2,9,102.0,0,39.0
2024,17,00-0037291,J.Nailor,MIN,WR,1,14.1,19.1,14.1,19.1,5,81.0,1,12.0
2024,17,00-0038994,J.Addison,MIN,WR,1,12.9,18.9,12.9,18.9,6,69.0,1,25.0
2024,17,00-0038117,W.Robinson,NYG,WR,1,13.1,18.1,13.1,18.1,5,71.0,1,26.0
2024,17,00-0037238,D.London,ATL,WR,1,10.6,17.6,10.6,17.6,7,106.0,0,24.0
2024,17,00-0036322,J.Jefferson,MIN,WR,1,9.2,17.2,9.2,17.2,8,92.0,0,61.0
2024,17,00-0034960,J.Meyers,LV,WR,1,12.1,17.1,12.1,17.1,5,61.0,1,10.0
2024,17,00-0034348,C.Sutton,DEN,WR,1,11.5,16.5,11.5,16.5,5,55.0,1,9.0
