city,state,stadium_name,Date,Time,latitude,longitude,timezone,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
Orchard Park,NY,Highmark Stadium,2023-12-31,1:00PM,42.7738,-78.7868,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2023-12-31,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2023-12-31,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Philadelphia,PA,Lincoln Financial Field,2023-12-31,1:00PM,39.9008,-75.1675,America/New_York,,,,,
Houston,TX,NRG Stadium,2023-12-31,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2023-12-31,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2023-12-31,1:00PM,27.9759,-82.5033,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2023-12-31,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Landover,MD,FedExField,2023-12-31,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Seattle,WA,Lumen Field,2023-12-31,4:05PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2023-12-31,4:25PM,39.049,-94.4839,America/Chicago,,,,,
Denver,CO,Empower Field at Mile High,2023-12-31,4:25PM,39.7439,-105.0201,America/Denver,,,,,
Minneapolis,MN,U.S. Bank Stadium,2023-12-31,8:20PM,44.974,-93.2581,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2024-01-06,4:30PM,39.2779,-76.6227,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-01-06,8:15PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
New Orleans,LA,Caesars Superdome,2024-01-07,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Charlotte,NC,Bank of America Stadium,2024-01-07,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Cincinnati,OH,Paycor Stadium,2024-01-07,1:00PM,39.0954,-84.516,America/New_York,,,,,
Detroit,MI,Ford Field,2024-01-07,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Nashville,TN,Nissan Stadium,2024-01-07,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Foxborough,MA,Gillette Stadium,2024-01-07,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Green Bay,WI,Lambeau Field,2024-01-07,4:25PM,44.5013,-88.0622,America/Chicago,,,,,
Glendale,AZ,State Farm Stadium,2024-01-07,4:25PM,33.5275,-112.2625,America/Phoenix,,,,,
Landover,MD,FedExField,2024-01-07,4:25PM,38.9078,-76.8645,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2024-01-07,4:25PM,36.0908,-115.183,America/Los_Angeles,,,,,
East Rutherford,NJ,MetLife Stadium,2024-01-07,4:25PM,40.8136,-74.0744,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2024-01-07,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Santa Clara,CA,Levi's Stadium,2024-01-07,4:25PM,37.403,-121.9692,America/Los_Angeles,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-01-07,8:20PM,25.958,-80.238,America/New_York,,,,,
Houston,TX,NRG Stadium,2024-01-13,4:30PM,29.6847,-95.4107,America/Chicago,,,,,
Arlington,TX,AT&T Stadium,2024-01-14,4:30PM,32.7473,-97.0945,America/Chicago,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-01-13,8:10PM,39.049,-94.4839,America/Chicago,,,,,
Detroit,MI,Ford Field,2024-01-14,8:15PM,42.34,-83.0456,America/Detroit,,,,,
Orchard Park,NY,Highmark Stadium,2024-01-15,4:30PM,42.7738,-78.7868,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2024-01-15,8:15PM,27.9759,-82.5033,America/New_York,,,,,
Baltimore,MD,M&T Bank Stadium,2024-01-20,4:30PM,39.2779,-76.6227,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-01-20,8:15PM,37.403,-121.9692,America/Los_Angeles,,,,,
Detroit,MI,Ford Field,2024-01-21,3:00PM,42.34,-83.0456,America/Detroit,,,,,
Orchard Park,NY,Highmark Stadium,2024-01-21,6:30PM,42.7738,-78.7868,America/New_York,,,,,
Baltimore,MD,M&T Bank Stadium,2024-01-28,3:00PM,39.2779,-76.6227,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-01-28,6:30PM,37.403,-121.9692,America/Los_Angeles,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-02-11,6:30PM,39.049,-94.4839,America/Chicago,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-09-05,8:20PM,39.049,-94.4839,America/Chicago,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-09-06,8:15PM,39.9008,-75.1675,America/New_York,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-09-08,1:00PM,33.755,-84.4008,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2024-09-08,1:00PM,42.7738,-78.7868,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2024-09-08,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Chicago,IL,Soldier Field,2024-09-08,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Cincinnati,OH,Paycor Stadium,2024-09-08,1:00PM,39.0954,-84.516,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-09-08,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-09-08,1:00PM,25.958,-80.238,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-09-08,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Seattle,WA,Lumen Field,2024-09-08,4:05PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Inglewood,CA,SoFi Stadium,2024-09-08,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-09-08,4:25PM,41.5061,-81.6995,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2024-09-08,4:25PM,27.9759,-82.5033,America/New_York,,,,,
Detroit,MI,Ford Field,2024-09-08,8:20PM,42.34,-83.0456,America/Detroit,,,,,
Santa Clara,CA,Levi's Stadium,2024-09-09,8:15PM,37.403,-121.9692,America/Los_Angeles,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-09-12,8:15PM,25.958,-80.238,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-09-15,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2024-09-15,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Green Bay,WI,Lambeau Field,2024-09-15,1:00PM,44.5013,-88.0622,America/Chicago,,,,,
Arlington,TX,AT&T Stadium,2024-09-15,1:00PM,32.7473,-97.0945,America/Chicago,,,,,
Detroit,MI,Ford Field,2024-09-15,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-09-15,1:00PM,44.974,-93.2581,America/Chicago,,,,,
Foxborough,MA,Gillette Stadium,2024-09-15,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Landover,MD,FedExField,2024-09-15,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2024-09-15,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2024-09-15,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Glendale,AZ,State Farm Stadium,2024-09-15,4:05PM,33.5275,-112.2625,America/Phoenix,,,,,
Denver,CO,Empower Field at Mile High,2024-09-15,4:25PM,39.7439,-105.0201,America/Denver,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-09-15,4:25PM,39.049,-94.4839,America/Chicago,,,,,
Houston,TX,NRG Stadium,2024-09-15,8:20PM,29.6847,-95.4107,America/Chicago,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-09-16,8:15PM,39.9008,-75.1675,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-09-19,8:15PM,40.8136,-74.0744,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-09-22,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-09-22,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2024-09-22,1:00PM,27.9759,-82.5033,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2024-09-22,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-09-22,1:00PM,44.974,-93.2581,America/Chicago,,,,,
New Orleans,LA,Caesars Superdome,2024-09-22,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-09-22,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2024-09-22,4:05PM,36.0908,-115.183,America/Los_Angeles,,,,,
Seattle,WA,Lumen Field,2024-09-22,4:05PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Glendale,AZ,State Farm Stadium,2024-09-22,4:25PM,33.5275,-112.2625,America/Phoenix,,,,,
Arlington,TX,AT&T Stadium,2024-09-22,4:25PM,32.7473,-97.0945,America/Chicago,,,,,
Inglewood,CA,SoFi Stadium,2024-09-22,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-09-22,8:20PM,33.755,-84.4008,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2024-09-23,7:30PM,42.7738,-78.7868,America/New_York,,,,,
Cincinnati,OH,Paycor Stadium,2024-09-23,8:15PM,39.0954,-84.516,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-09-26,8:15PM,40.8136,-74.0744,America/New_York,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-09-29,1:00PM,33.755,-84.4008,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-09-29,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Chicago,IL,Soldier Field,2024-09-29,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-09-29,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
East Rutherford,NJ,MetLife Stadium,2024-09-29,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Green Bay,WI,Lambeau Field,2024-09-29,1:00PM,44.5013,-88.0622,America/Chicago,,,,,
Houston,TX,NRG Stadium,2024-09-29,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Glendale,AZ,State Farm Stadium,2024-09-29,4:05PM,33.5275,-112.2625,America/Phoenix,,,,,
Santa Clara,CA,Levi's Stadium,2024-09-29,4:05PM,37.403,-121.9692,America/Los_Angeles,,,,,
Las Vegas,NV,Allegiant Stadium,2024-09-29,4:25PM,36.0908,-115.183,America/Los_Angeles,,,,,
Tampa,FL,Raymond James Stadium,2024-09-29,1:00PM,27.9759,-82.5033,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2024-09-29,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Baltimore,MD,M&T Bank Stadium,2024-09-29,8:20PM,39.2779,-76.6227,America/New_York,,,,,
Detroit,MI,Ford Field,2024-09-30,8:15PM,42.34,-83.0456,America/Detroit,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-10-03,8:15PM,33.755,-84.4008,America/New_York,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-10-06,9:30AM,44.974,-93.2581,America/Chicago,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-09-30,7:30PM,25.958,-80.238,America/New_York,,,,,
Houston,TX,NRG Stadium,2024-10-06,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Chicago,IL,Soldier Field,2024-10-06,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Landover,MD,FedExField,2024-10-06,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Cincinnati,OH,Paycor Stadium,2024-10-06,1:00PM,39.0954,-84.516,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2024-10-06,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Foxborough,MA,Gillette Stadium,2024-10-06,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-10-06,4:05PM,37.403,-121.9692,America/Los_Angeles,,,,,
Inglewood,CA,SoFi Stadium,2024-10-06,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Denver,CO,Empower Field at Mile High,2024-10-06,4:05PM,39.7439,-105.0201,America/Denver,,,,,
Seattle,WA,Lumen Field,2024-10-06,4:25PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-10-06,8:20PM,40.4468,-80.0158,America/New_York,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-10-07,8:15PM,39.049,-94.4839,America/Chicago,,,,,
Seattle,WA,Lumen Field,2024-10-10,8:15PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Chicago,IL,Soldier Field,2024-10-13,9:30AM,41.8623,-87.6167,America/Chicago,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-10-13,1:00PM,39.9008,-75.1675,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2024-10-13,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Green Bay,WI,Lambeau Field,2024-10-13,1:00PM,44.5013,-88.0622,America/Chicago,,,,,
Foxborough,MA,Gillette Stadium,2024-10-13,1:00PM,42.0909,-71.2643,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2024-10-13,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2024-10-13,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Denver,CO,Empower Field at Mile High,2024-10-13,4:05PM,39.7439,-105.0201,America/Denver,,,,,
Arlington,TX,AT&T Stadium,2024-10-13,4:25PM,32.7473,-97.0945,America/Chicago,,,,,
Charlotte,NC,Bank of America Stadium,2024-10-13,4:25PM,35.2258,-80.8528,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-10-13,8:20PM,40.8136,-74.0744,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-10-14,8:15PM,40.8136,-74.0744,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2024-10-13,4:05PM,36.0908,-115.183,America/Los_Angeles,,,,,
New Orleans,LA,Caesars Superdome,2024-10-17,8:15PM,29.9509,-90.0815,America/Chicago,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-10-20,1:00PM,44.974,-93.2581,America/Chicago,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-10-20,1:00PM,33.755,-84.4008,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2024-10-20,1:00PM,42.7738,-78.7868,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2024-10-20,9:30AM,30.3239,-81.6373,America/New_York,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-10-20,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-10-20,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Green Bay,WI,Lambeau Field,2024-10-20,1:00PM,44.5013,-88.0622,America/Chicago,,,,,
Inglewood,CA,SoFi Stadium,2024-10-20,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Landover,MD,FedExField,2024-10-20,4:05PM,38.9078,-76.8645,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-10-20,4:25PM,37.403,-121.9692,America/Los_Angeles,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-10-20,8:20PM,40.4468,-80.0158,America/New_York,,,,,
Glendale,AZ,State Farm Stadium,2024-10-21,9:00PM,33.5275,-112.2625,America/Phoenix,,,,,
Tampa,FL,Raymond James Stadium,2024-10-21,8:15PM,27.9759,-82.5033,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2024-10-24,8:15PM,33.9535,-118.3392,America/Los_Angeles,,,,,
East Rutherford,NJ,MetLife Stadium,2024-10-20,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Detroit,MI,Ford Field,2024-10-27,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Tampa,FL,Raymond James Stadium,2024-10-27,1:00PM,27.9759,-82.5033,America/New_York,,,,,
Cincinnati,OH,Paycor Stadium,2024-10-27,1:00PM,39.0954,-84.516,America/New_York,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-10-27,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Houston,TX,NRG Stadium,2024-10-27,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-10-27,1:00PM,25.958,-80.238,America/New_York,,,,,
Foxborough,MA,Gillette Stadium,2024-10-27,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2024-10-27,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Seattle,WA,Lumen Field,2024-10-27,4:05PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Inglewood,CA,SoFi Stadium,2024-10-27,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Landover,MD,FedExField,2024-10-27,4:25PM,38.9078,-76.8645,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2024-10-27,4:25PM,36.0908,-115.183,America/Los_Angeles,,,,,
Denver,CO,Empower Field at Mile High,2024-10-27,4:25PM,39.7439,-105.0201,America/Denver,,,,,
Santa Clara,CA,Levi's Stadium,2024-10-27,8:20PM,37.403,-121.9692,America/Los_Angeles,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-10-28,8:15PM,40.4468,-80.0158,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-10-31,8:15PM,40.8136,-74.0744,America/New_York,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-11-03,1:00PM,33.755,-84.4008,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2024-11-03,1:00PM,42.7738,-78.7868,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-11-03,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Cincinnati,OH,Paycor Stadium,2024-11-03,1:00PM,39.0954,-84.516,America/New_York,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-11-03,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Baltimore,MD,M&T Bank Stadium,2024-11-03,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2024-11-03,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
East Rutherford,NJ,MetLife Stadium,2024-11-03,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Glendale,AZ,State Farm Stadium,2024-11-03,4:05PM,33.5275,-112.2625,America/Phoenix,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-11-03,4:05PM,39.9008,-75.1675,America/New_York,,,,,
Green Bay,WI,Lambeau Field,2024-11-03,4:25PM,44.5013,-88.0622,America/Chicago,,,,,
Seattle,WA,Lumen Field,2024-11-03,4:25PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-11-03,8:20PM,44.974,-93.2581,America/Chicago,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-11-04,8:15PM,39.049,-94.4839,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2024-11-07,8:15PM,39.2779,-76.6227,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-11-10,9:30AM,35.2258,-80.8528,America/New_York,,,,,
Chicago,IL,Soldier Field,2024-11-10,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Landover,MD,FedExField,2024-11-10,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2024-11-10,1:00PM,27.9759,-82.5033,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2024-11-10,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-11-10,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Jacksonville,FL,TIAA Bank Field,2024-11-10,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-11-10,1:00PM,39.049,-94.4839,America/Chicago,,,,,
Inglewood,CA,SoFi Stadium,2024-11-10,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Arlington,TX,AT&T Stadium,2024-11-10,4:25PM,32.7473,-97.0945,America/Chicago,,,,,
Glendale,AZ,State Farm Stadium,2024-11-10,4:25PM,33.5275,-112.2625,America/Phoenix,,,,,
Houston,TX,NRG Stadium,2024-11-10,8:20PM,29.6847,-95.4107,America/Chicago,,,,,
Inglewood,CA,SoFi Stadium,2024-11-11,8:15PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-11-14,8:15PM,39.9008,-75.1675,America/New_York,,,,,
Chicago,IL,Soldier Field,2024-11-17,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
New Orleans,LA,Caesars Superdome,2024-11-17,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-11-17,1:00PM,25.958,-80.238,America/New_York,,,,,
Detroit,MI,Ford Field,2024-11-17,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Nashville,TN,Nissan Stadium,2024-11-17,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-11-17,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-11-17,4:05PM,37.403,-121.9692,America/Los_Angeles,,,,,
Foxborough,MA,Gillette Stadium,2024-11-17,1:00PM,42.0909,-71.2643,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-11-17,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Denver,CO,Empower Field at Mile High,2024-11-17,4:05PM,39.7439,-105.0201,America/Denver,,,,,
Orchard Park,NY,Highmark Stadium,2024-11-17,4:25PM,42.7738,-78.7868,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2024-11-17,8:20PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Arlington,TX,AT&T Stadium,2024-11-18,8:15PM,32.7473,-97.0945,America/Chicago,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-11-21,8:15PM,41.5061,-81.6995,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-11-24,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Chicago,IL,Soldier Field,2024-11-24,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Landover,MD,FedExField,2024-11-24,1:00PM,38.9078,-76.8645,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-11-24,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-11-24,1:00PM,25.958,-80.238,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2024-11-24,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Houston,TX,NRG Stadium,2024-11-24,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Las Vegas,NV,Allegiant Stadium,2024-11-24,4:05PM,36.0908,-115.183,America/Los_Angeles,,,,,
Seattle,WA,Lumen Field,2024-11-24,4:25PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Green Bay,WI,Lambeau Field,2024-11-24,4:25PM,44.5013,-88.0622,America/Chicago,,,,,
Inglewood,CA,SoFi Stadium,2024-11-24,8:20PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Inglewood,CA,SoFi Stadium,2024-11-25,8:15PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Detroit,MI,Ford Field,2024-11-28,12:30PM,42.34,-83.0456,America/Detroit,,,,,
Green Bay,WI,Lambeau Field,2024-11-28,8:20PM,44.5013,-88.0622,America/Chicago,,,,,
Arlington,TX,AT&T Stadium,2024-11-28,4:30PM,32.7473,-97.0945,America/Chicago,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2024-12-01,1:00PM,33.755,-84.4008,America/New_York,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-11-29,3:00PM,39.049,-94.4839,America/Chicago,,,,,
Cincinnati,OH,Paycor Stadium,2024-12-01,1:00PM,39.0954,-84.516,America/New_York,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-12-01,1:00PM,44.974,-93.2581,America/Chicago,,,,,
East Rutherford,NJ,MetLife Stadium,2024-12-01,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Landover,MD,FedExField,2024-12-01,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Foxborough,MA,Gillette Stadium,2024-12-01,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2024-12-01,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2024-12-01,4:05PM,35.2258,-80.8528,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2024-12-01,4:05PM,29.9509,-90.0815,America/Chicago,,,,,
Baltimore,MD,M&T Bank Stadium,2024-12-01,4:25PM,39.2779,-76.6227,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2024-12-01,8:20PM,42.7738,-78.7868,America/New_York,,,,,
Denver,CO,Empower Field at Mile High,2024-12-02,8:15PM,39.7439,-105.0201,America/Denver,,,,,
Detroit,MI,Ford Field,2024-12-05,8:15PM,42.34,-83.0456,America/Detroit,,,,,
Minneapolis,MN,U.S. Bank Stadium,2024-12-08,1:00PM,44.974,-93.2581,America/Chicago,,,,,
Nashville,TN,Nissan Stadium,2024-12-08,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Miami Gardens,FL,Hard Rock Stadium,2024-12-08,1:00PM,25.958,-80.238,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2024-12-08,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2024-12-08,1:00PM,27.9759,-82.5033,America/New_York,,,,,
Glendale,AZ,State Farm Stadium,2024-12-08,4:05PM,33.5275,-112.2625,America/Phoenix,,,,,
Inglewood,CA,SoFi Stadium,2024-12-08,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Pittsburgh,PA,Acrisure Stadium,2024-12-08,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Philadelphia,PA,Lincoln Financial Field,2024-12-08,1:00PM,39.9008,-75.1675,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2024-12-08,4:25PM,37.403,-121.9692,America/Los_Angeles,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2024-12-08,8:20PM,39.049,-94.4839,America/Chicago,,,,,
Arlington,TX,AT&T Stadium,2024-12-09,8:15PM,32.7473,-97.0945,America/Chicago,,,,,
Santa Clara,CA,Levi's Stadium,2024-12-12,8:15PM,37.403,-121.9692,America/Los_Angeles,,,,,
Charlotte,NC,Bank of America Stadium,2024-12-15,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2024-12-15,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Cleveland,OH,FirstEnergy Stadium,2024-12-15,1:00PM,41.5061,-81.6995,America/New_York,,,,,
