city,state,stadium_name,Date,Time,latitude,longitude,timezone,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
New Orleans,LA,Caesars Superdome,2019-12-16,8:15PM,29.9509,-90.0815,America/Chicago,21.8,0.0,79.56,94,1012.6
Foxborough,MA,Gillette Stadium,2019-12-21,4:30PM,42.0909,-71.2643,America/New_York,-0.6,0.0,33.12,67,1033.2
Santa Clara,CA,Levi's Stadium,2019-12-21,8:15PM,37.403,-121.9692,America/Los_Angeles,10.9,0.0,42.480000000000004,82,1011.8
Atlanta,GA,Mercedes-Benz Stadium,2019-12-22,1:00PM,33.755,-84.4008,America/New_York,5.7,2.9,109.8,90,1024.0
Indianapolis,IN,Lucas Oil Stadium,2019-12-22,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,4.6,0.0,18.36,77,1027.7
Miami Gardens,FL,Hard Rock Stadium,2019-12-22,1:00PM,25.958,-80.238,America/New_York,24.2,0.0,83.16000000000001,72,1018.1
Cleveland,OH,FirstEnergy Stadium,2019-12-22,1:00PM,41.5061,-81.6995,America/New_York,8.4,0.0,63.0,56,1026.2
Landover,MD,FedExField,2019-12-22,1:00PM,38.9078,-76.8645,America/New_York,6.9,0.0,28.08,45,1029.9
Nashville,TN,Nissan Stadium,2019-12-22,1:00PM,36.1665,-86.7713,America/Chicago,9.3,0.2,28.8,71,1024.7
East Rutherford,NJ,MetLife Stadium,2019-12-22,1:00PM,40.8136,-74.0744,America/New_York,6.9,0.0,37.080000000000005,39,1026.0
Denver,CO,Empower Field at Mile High,2019-12-22,4:05PM,39.7439,-105.0201,America/Denver,12.0,0.0,21.6,45,1012.4
Inglewood,CA,SoFi Stadium,2019-12-22,4:05PM,33.9535,-118.3392,America/Los_Angeles,16.4,0.0,78.12,75,1012.6
Seattle,WA,Lumen Field,2019-12-22,4:25PM,47.5952,-122.3316,America/Los_Angeles,6.8,0.0,71.28,86,1006.3
Philadelphia,PA,Lincoln Financial Field,2019-12-22,4:25PM,39.9008,-75.1675,America/New_York,8.6,0.0,33.12,42,1025.0
Chicago,IL,Soldier Field,2019-12-22,8:20PM,41.8623,-87.6167,America/Chicago,4.5,0.0,74.88000000000001,75,1021.2
Minneapolis,MN,U.S. Bank Stadium,2019-12-23,8:15PM,44.974,-93.2581,America/Chicago,-0.1,0.0,40.32,85,1018.6
Tampa,FL,Raymond James Stadium,2019-12-29,1:00PM,27.9759,-82.5033,America/New_York,25.2,0.0,71.64,77,1016.4
Orchard Park,NY,Highmark Stadium,2019-12-29,1:00PM,42.7738,-78.7868,America/New_York,6.9,0.8,38.16,91,1014.3
Charlotte,NC,Bank of America Stadium,2019-12-29,1:00PM,35.2258,-80.8528,America/New_York,18.7,0.1,70.56,94,1017.1
Minneapolis,MN,U.S. Bank Stadium,2019-12-29,1:00PM,44.974,-93.2581,America/Chicago,4.6,0.4,38.16,94,994.5
Cincinnati,OH,Paycor Stadium,2019-12-29,1:00PM,39.0954,-84.516,America/New_York,16.8,1.6,76.68,94,1008.9
Detroit,MI,Ford Field,2019-12-29,1:00PM,42.34,-83.0456,America/Detroit,7.6,0.9,78.12,95,1008.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-12-29,1:00PM,39.049,-94.4839,America/Chicago,4.5,0.0,78.48,67,1004.6
Foxborough,MA,Gillette Stadium,2019-12-29,1:00PM,42.0909,-71.2643,America/New_York,4.7,0.0,6.48,54,1022.8
Jacksonville,FL,TIAA Bank Field,2019-12-29,4:25PM,30.3239,-81.6373,America/New_York,23.2,0.2,66.24,87,1014.9
Inglewood,CA,SoFi Stadium,2019-12-29,4:25PM,33.9535,-118.3392,America/Los_Angeles,14.1,0.0,17.64,70,1020.2
Arlington,TX,AT&T Stadium,2019-12-29,4:25PM,32.7473,-97.0945,America/Chicago,11.3,0.0,83.52,41,1011.7
Denver,CO,Empower Field at Mile High,2019-12-29,4:25PM,39.7439,-105.0201,America/Denver,-2.6,0.0,29.52,47,1015.7
Baltimore,MD,M&T Bank Stadium,2019-12-29,4:25PM,39.2779,-76.6227,America/New_York,9.3,0.6,42.84,94,1017.9
Seattle,WA,Lumen Field,2019-12-29,8:20PM,47.5952,-122.3316,America/Los_Angeles,6.8,0.0,27.720000000000002,87,1020.1
Houston,TX,NRG Stadium,2020-01-04,4:35PM,29.6847,-95.4107,America/Chicago,18.2,0.0,32.04,37,1026.5
East Rutherford,NJ,MetLife Stadium,2019-12-29,4:25PM,40.8136,-74.0744,America/New_York,5.4,0.0,29.16,73,1021.4
Foxborough,MA,Gillette Stadium,2020-01-04,8:15PM,42.0909,-71.2643,America/New_York,5.4,0.0,31.319999999999997,100,999.5
New Orleans,LA,Caesars Superdome,2020-01-05,1:05PM,29.9509,-90.0815,America/Chicago,15.3,0.0,22.32,51,1029.6
Houston,TX,NRG Stadium,2019-12-29,4:25PM,29.6847,-95.4107,America/Chicago,18.6,0.0,93.24,34,1010.7
Philadelphia,PA,Lincoln Financial Field,2020-01-05,4:40PM,39.9008,-75.1675,America/New_York,5.1,0.0,65.52,44,1015.9
Santa Clara,CA,Levi's Stadium,2020-01-11,4:35PM,37.403,-121.9692,America/Los_Angeles,12.0,0.0,57.24,72,1023.8
Baltimore,MD,M&T Bank Stadium,2020-01-11,8:15PM,39.2779,-76.6227,America/New_York,17.8,0.0,51.12,87,1017.6
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-01-12,3:05PM,39.049,-94.4839,America/Chicago,3.1,0.0,51.480000000000004,65,1017.9
Green Bay,WI,Lambeau Field,2020-01-12,6:40PM,44.5013,-88.0622,America/Chicago,-6.6,0.0,21.6,80,1027.8
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-01-19,3:05PM,39.049,-94.4839,America/Chicago,-6.1,0.0,56.88,27,1038.1
Santa Clara,CA,Levi's Stadium,2020-01-19,6:40PM,37.403,-121.9692,America/Los_Angeles,8.3,0.0,21.96,92,1017.8
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-09-10,8:20PM,39.049,-94.4839,America/Chicago,14.3,0.0,38.519999999999996,93,1024.4
Atlanta,GA,Mercedes-Benz Stadium,2020-09-13,1:00PM,33.755,-84.4008,America/New_York,28.5,0.0,49.68000000000001,58,1017.4
Orchard Park,NY,Highmark Stadium,2020-09-13,1:00PM,42.7738,-78.7868,America/New_York,20.6,0.7,88.2,91,1013.4
Charlotte,NC,Bank of America Stadium,2020-09-13,1:00PM,35.2258,-80.8528,America/New_York,26.3,0.0,13.68,64,1019.3
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-02-02,6:30PM,39.049,-94.4839,America/Chicago,11.7,0.0,39.24,66,1005.6
Detroit,MI,Ford Field,2020-09-13,1:00PM,42.34,-83.0456,America/Detroit,23.8,0.0,85.68,57,1014.6
Baltimore,MD,M&T Bank Stadium,2020-09-13,1:00PM,39.2779,-76.6227,America/New_York,22.9,0.1,28.44,79,1019.3
Jacksonville,FL,TIAA Bank Field,2020-09-13,1:00PM,30.3239,-81.6373,America/New_York,30.9,0.0,88.92,60,1014.7
Foxborough,MA,Gillette Stadium,2020-09-13,1:00PM,42.0909,-71.2643,America/New_York,22.4,0.0,46.800000000000004,48,1020.0
Landover,MD,FedExField,2020-09-13,1:00PM,38.9078,-76.8645,America/New_York,22.5,0.0,28.44,78,1019.3
Minneapolis,MN,U.S. Bank Stadium,2020-09-13,1:00PM,44.974,-93.2581,America/Chicago,21.5,0.0,17.28,60,1019.0
Cincinnati,OH,Paycor Stadium,2020-09-13,4:05PM,39.0954,-84.516,America/New_York,28.4,0.0,24.48,51,1016.1
Santa Clara,CA,Levi's Stadium,2020-09-13,4:25PM,37.403,-121.9692,America/Los_Angeles,23.3,0.0,76.32,51,1012.5
New Orleans,LA,Caesars Superdome,2020-09-13,4:25PM,29.9509,-90.0815,America/Chicago,29.8,0.0,72.72,68,1010.4
Inglewood,CA,SoFi Stadium,2020-09-13,8:20PM,33.9535,-118.3392,America/Los_Angeles,20.2,0.0,72.72,73,1011.2
East Rutherford,NJ,MetLife Stadium,2020-09-14,7:15PM,40.8136,-74.0744,America/New_York,20.9,0.0,60.12,48,1020.2
Denver,CO,Empower Field at Mile High,2020-09-14,10:10PM,39.7439,-105.0201,America/Denver,17.5,0.0,38.88,39,1018.2
Cleveland,OH,FirstEnergy Stadium,2020-09-17,8:20PM,41.5061,-81.6995,America/New_York,17.1,0.0,47.519999999999996,63,1017.7
Arlington,TX,AT&T Stadium,2020-09-20,1:00PM,32.7473,-97.0945,America/Chicago,24.4,0.0,59.760000000000005,52,1020.8
Miami Gardens,FL,Hard Rock Stadium,2020-09-20,1:00PM,25.958,-80.238,America/New_York,31.5,0.2,28.44,69,1012.8
Tampa,FL,Raymond James Stadium,2020-09-20,1:00PM,27.9759,-82.5033,America/New_York,28.2,0.4,102.24,81,1013.9
Chicago,IL,Soldier Field,2020-09-20,1:00PM,41.8623,-87.6167,America/Chicago,18.8,0.0,67.32,43,1030.5
Indianapolis,IN,Lucas Oil Stadium,2020-09-20,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,19.4,0.0,59.760000000000005,32,1030.3
Pittsburgh,PA,Acrisure Stadium,2020-09-20,1:00PM,40.4468,-80.0158,America/New_York,18.0,0.0,33.12,35,1032.5
Green Bay,WI,Lambeau Field,2020-09-20,1:00PM,44.5013,-88.0622,America/Chicago,20.0,0.0,58.68000000000001,44,1028.9
Nashville,TN,Nissan Stadium,2020-09-20,1:00PM,36.1665,-86.7713,America/Chicago,23.6,0.0,30.240000000000002,55,1025.3
East Rutherford,NJ,MetLife Stadium,2020-09-20,1:00PM,40.8136,-74.0744,America/New_York,16.2,0.0,62.28,32,1033.7
Philadelphia,PA,Lincoln Financial Field,2020-09-20,1:00PM,39.9008,-75.1675,America/New_York,17.6,0.0,57.96000000000001,34,1032.9
Glendale,AZ,State Farm Stadium,2020-09-20,4:05PM,33.5275,-112.2625,America/Phoenix,39.9,0.0,30.96,11,1006.7
Houston,TX,NRG Stadium,2020-09-20,4:25PM,29.6847,-95.4107,America/Chicago,23.6,0.5,110.16000000000001,82,1011.8
Inglewood,CA,SoFi Stadium,2020-09-20,4:25PM,33.9535,-118.3392,America/Los_Angeles,22.2,0.0,57.96000000000001,71,1010.8
Seattle,WA,Lumen Field,2020-09-20,8:20PM,47.5952,-122.3316,America/Los_Angeles,16.4,0.0,23.040000000000003,85,1015.7
Las Vegas,NV,Allegiant Stadium,2020-09-21,8:15PM,36.0908,-115.183,America/Los_Angeles,31.9,0.0,33.12,16,1008.5
Jacksonville,FL,TIAA Bank Field,2020-09-24,8:20PM,30.3239,-81.6373,America/New_York,25.5,0.0,47.519999999999996,86,1014.4
Atlanta,GA,Mercedes-Benz Stadium,2020-09-27,1:00PM,33.755,-84.4008,America/New_York,25.0,0.2,29.16,72,1015.1
Orchard Park,NY,Highmark Stadium,2020-09-27,1:00PM,42.7738,-78.7868,America/New_York,25.9,0.0,69.84,53,1009.4
Philadelphia,PA,Lincoln Financial Field,2020-09-27,1:00PM,39.9008,-75.1675,America/New_York,25.4,0.0,18.0,66,1014.9
Cleveland,OH,FirstEnergy Stadium,2020-09-27,1:00PM,41.5061,-81.6995,America/New_York,25.8,0.0,82.08,55,1009.2
Pittsburgh,PA,Acrisure Stadium,2020-09-27,1:00PM,40.4468,-80.0158,America/New_York,25.2,0.0,50.76,53,1012.7
Minneapolis,MN,U.S. Bank Stadium,2020-09-27,1:00PM,44.974,-93.2581,America/Chicago,18.8,0.0,107.64,39,1005.5
Foxborough,MA,Gillette Stadium,2020-09-27,1:00PM,42.0909,-71.2643,America/New_York,25.1,0.2,60.839999999999996,63,1016.4
East Rutherford,NJ,MetLife Stadium,2020-09-27,1:00PM,40.8136,-74.0744,America/New_York,24.3,0.0,34.56,69,1015.8
Inglewood,CA,SoFi Stadium,2020-09-27,4:05PM,33.9535,-118.3392,America/Los_Angeles,22.8,0.0,57.24,73,1010.5
Indianapolis,IN,Lucas Oil Stadium,2020-09-27,4:05PM,39.7601,-86.1639,America/Indiana/Indianapolis,27.4,0.0,58.32,48,1007.8
Glendale,AZ,State Farm Stadium,2020-09-27,4:25PM,33.5275,-112.2625,America/Phoenix,37.9,0.0,41.04,11,1007.5
Seattle,WA,Lumen Field,2020-09-27,4:25PM,47.5952,-122.3316,America/Los_Angeles,17.7,0.0,42.84,64,1030.6
Denver,CO,Empower Field at Mile High,2020-09-27,4:25PM,39.7439,-105.0201,America/Denver,12.5,0.0,79.92,42,1020.7
New Orleans,LA,Caesars Superdome,2020-09-27,8:20PM,29.9509,-90.0815,America/Chicago,25.3,0.0,39.6,90,1010.1
Baltimore,MD,M&T Bank Stadium,2020-09-28,8:15PM,39.2779,-76.6227,America/New_York,21.7,0.0,68.03999999999999,91,1011.2
East Rutherford,NJ,MetLife Stadium,2020-10-01,8:20PM,40.8136,-74.0744,America/New_York,18.7,0.0,40.68000000000001,58,1013.8
Charlotte,NC,Bank of America Stadium,2020-10-04,1:00PM,35.2258,-80.8528,America/New_York,19.5,0.0,33.12,51,1021.8
Cincinnati,OH,Paycor Stadium,2020-10-04,1:00PM,39.0954,-84.516,America/New_York,18.6,0.0,39.96,53,1018.5
Chicago,IL,Soldier Field,2020-10-04,1:00PM,41.8623,-87.6167,America/Chicago,10.7,0.0,86.03999999999999,59,1023.3
Arlington,TX,AT&T Stadium,2020-10-04,1:00PM,32.7473,-97.0945,America/Chicago,24.5,0.0,70.56,37,1023.2
Detroit,MI,Ford Field,2020-10-04,1:00PM,42.34,-83.0456,America/Detroit,10.8,1.1,49.68000000000001,85,1019.8
Houston,TX,NRG Stadium,2020-10-04,1:00PM,29.6847,-95.4107,America/Chicago,27.0,0.0,22.32,50,1021.2
Miami Gardens,FL,Hard Rock Stadium,2020-10-04,1:00PM,25.958,-80.238,America/New_York,30.3,0.2,75.24,68,1014.1
Landover,MD,FedExField,2020-10-04,1:00PM,38.9078,-76.8645,America/New_York,18.5,0.0,20.16,47,1022.7
Tampa,FL,Raymond James Stadium,2020-10-04,1:00PM,27.9759,-82.5033,America/New_York,23.7,1.6,57.24,94,1015.6
Inglewood,CA,SoFi Stadium,2020-10-04,4:05PM,33.9535,-118.3392,America/Los_Angeles,26.6,0.0,56.88,43,1013.1
Las Vegas,NV,Allegiant Stadium,2020-10-04,4:25PM,36.0908,-115.183,America/Los_Angeles,36.5,0.0,44.64,4,1011.3
Santa Clara,CA,Levi's Stadium,2020-10-04,8:20PM,37.403,-121.9692,America/Los_Angeles,19.3,0.0,39.96,66,1015.1
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-10-05,7:05PM,39.049,-94.4839,America/Chicago,20.3,0.0,72.72,46,1014.0
Green Bay,WI,Lambeau Field,2020-10-05,8:15PM,44.5013,-88.0622,America/Chicago,13.4,0.0,92.16000000000001,44,1011.0
Chicago,IL,Soldier Field,2020-10-08,8:20PM,41.8623,-87.6167,America/Chicago,13.4,0.0,42.480000000000004,78,1021.5
Atlanta,GA,Mercedes-Benz Stadium,2020-10-11,1:00PM,33.755,-84.4008,America/New_York,22.8,0.1,67.32,79,1009.1
Baltimore,MD,M&T Bank Stadium,2020-10-11,1:00PM,39.2779,-76.6227,America/New_York,20.5,0.2,33.84,88,1017.8
East Rutherford,NJ,MetLife Stadium,2020-10-11,1:00PM,40.8136,-74.0744,America/New_York,18.7,0.0,45.0,58,1020.7
Houston,TX,NRG Stadium,2020-10-11,1:00PM,29.6847,-95.4107,America/Chicago,31.2,0.0,51.12,63,1012.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-10-11,1:00PM,39.049,-94.4839,America/Chicago,26.9,0.0,72.72,57,1007.9
Pittsburgh,PA,Acrisure Stadium,2020-10-11,1:00PM,40.4468,-80.0158,America/New_York,21.6,0.0,47.519999999999996,75,1016.7
Landover,MD,FedExField,2020-10-11,1:00PM,38.9078,-76.8645,America/New_York,20.3,0.2,10.44,89,1017.7
Santa Clara,CA,Levi's Stadium,2020-10-11,4:05PM,37.403,-121.9692,America/Los_Angeles,24.5,0.0,83.52,39,1017.4
Cleveland,OH,FirstEnergy Stadium,2020-10-11,4:25PM,41.5061,-81.6995,America/New_York,16.2,0.0,96.84,80,1015.7
Arlington,TX,AT&T Stadium,2020-10-11,4:25PM,32.7473,-97.0945,America/Chicago,35.2,0.0,77.4,29,1005.9
Seattle,WA,Lumen Field,2020-10-11,8:20PM,47.5952,-122.3316,America/Los_Angeles,13.8,1.4,109.44,94,1004.8
New Orleans,LA,Caesars Superdome,2020-10-12,8:15PM,29.9509,-90.0815,America/Chicago,25.0,0.0,36.72,86,1014.3
Nashville,TN,Nissan Stadium,2020-10-13,7:00PM,36.1665,-86.7713,America/Chicago,18.4,0.0,10.44,59,1019.8
Foxborough,MA,Gillette Stadium,2020-10-18,1:00PM,42.0909,-71.2643,America/New_York,15.1,0.0,37.440000000000005,45,1033.2
Jacksonville,FL,TIAA Bank Field,2020-10-18,1:00PM,30.3239,-81.6373,America/New_York,25.7,0.2,93.60000000000001,75,1022.2
Minneapolis,MN,U.S. Bank Stadium,2020-10-18,1:00PM,44.974,-93.2581,America/Chicago,3.1,0.0,65.16000000000001,43,1024.8
Charlotte,NC,Bank of America Stadium,2020-10-18,1:00PM,35.2258,-80.8528,America/New_York,16.7,0.0,19.44,53,1028.2
Indianapolis,IN,Lucas Oil Stadium,2020-10-18,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,14.0,0.0,67.68,68,1020.7
Pittsburgh,PA,Acrisure Stadium,2020-10-18,1:00PM,40.4468,-80.0158,America/New_York,16.8,0.0,61.2,41,1024.3
Nashville,TN,Nissan Stadium,2020-10-18,1:00PM,36.1665,-86.7713,America/Chicago,20.3,0.0,46.800000000000004,55,1021.9
East Rutherford,NJ,MetLife Stadium,2020-10-18,1:00PM,40.8136,-74.0744,America/New_York,17.1,0.0,84.24,50,1031.3
Philadelphia,PA,Lincoln Financial Field,2020-10-18,1:00PM,39.9008,-75.1675,America/New_York,18.1,0.0,43.92,49,1030.3
Miami Gardens,FL,Hard Rock Stadium,2020-10-18,4:05PM,25.958,-80.238,America/New_York,27.3,0.0,77.03999999999999,72,1014.8
Tampa,FL,Raymond James Stadium,2020-10-18,4:25PM,27.9759,-82.5033,America/New_York,27.1,0.4,94.68,73,1016.9
Santa Clara,CA,Levi's Stadium,2020-10-18,8:20PM,37.403,-121.9692,America/Los_Angeles,19.4,0.0,29.16,73,1015.4
Orchard Park,NY,Highmark Stadium,2020-10-19,5:00PM,42.7738,-78.7868,America/New_York,11.8,0.0,25.92,93,1022.3
Arlington,TX,AT&T Stadium,2020-10-19,8:15PM,32.7473,-97.0945,America/Chicago,17.4,0.0,29.52,72,1016.1
Philadelphia,PA,Lincoln Financial Field,2020-10-22,8:20PM,39.9008,-75.1675,America/New_York,18.8,0.0,28.8,96,1023.5
Houston,TX,NRG Stadium,2020-10-25,1:00PM,29.6847,-95.4107,America/Chicago,23.2,0.0,48.24,76,1014.6
Nashville,TN,Nissan Stadium,2020-10-25,1:00PM,36.1665,-86.7713,America/Chicago,16.7,0.0,10.8,79,1015.7
Atlanta,GA,Mercedes-Benz Stadium,2020-10-25,1:00PM,33.755,-84.4008,America/New_York,22.3,0.0,27.720000000000002,75,1015.0
East Rutherford,NJ,MetLife Stadium,2020-10-25,1:00PM,40.8136,-74.0744,America/New_York,10.7,0.0,36.72,56,1025.0
New Orleans,LA,Caesars Superdome,2020-10-25,1:00PM,29.9509,-90.0815,America/Chicago,20.7,0.0,38.88,74,1015.6
Cincinnati,OH,Paycor Stadium,2020-10-25,1:00PM,39.0954,-84.516,America/New_York,9.9,0.0,42.480000000000004,67,1019.9
Landover,MD,FedExField,2020-10-25,1:00PM,38.9078,-76.8645,America/New_York,8.6,1.1,51.480000000000004,99,1023.7
Denver,CO,Empower Field at Mile High,2020-10-25,4:25PM,39.7439,-105.0201,America/Denver,-8.7,0.5,66.24,66,1033.1
Las Vegas,NV,Allegiant Stadium,2020-10-25,4:05PM,36.0908,-115.183,America/Los_Angeles,24.4,0.0,61.56000000000001,19,1001.9
Foxborough,MA,Gillette Stadium,2020-10-25,4:25PM,42.0909,-71.2643,America/New_York,9.3,0.0,33.84,60,1025.8
Inglewood,CA,SoFi Stadium,2020-10-25,4:25PM,33.9535,-118.3392,America/Los_Angeles,18.5,0.0,90.36000000000001,61,1011.0
Glendale,AZ,State Farm Stadium,2020-10-25,8:20PM,33.5275,-112.2625,America/Phoenix,24.5,0.0,70.56,33,1003.6
Charlotte,NC,Bank of America Stadium,2020-10-29,8:20PM,35.2258,-80.8528,America/New_York,23.4,0.4,54.72,79,1001.2
Inglewood,CA,SoFi Stadium,2020-10-26,8:15PM,33.9535,-118.3392,America/Los_Angeles,19.5,0.0,77.76,10,1017.0
Detroit,MI,Ford Field,2020-11-01,1:00PM,42.34,-83.0456,America/Detroit,5.2,0.0,137.88,55,1011.5
Green Bay,WI,Lambeau Field,2020-11-01,1:00PM,44.5013,-88.0622,America/Chicago,1.7,0.0,126.36000000000001,47,1020.8
Miami Gardens,FL,Hard Rock Stadium,2020-11-01,1:00PM,25.958,-80.238,America/New_York,28.7,0.1,37.800000000000004,76,1018.2
Baltimore,MD,M&T Bank Stadium,2020-11-01,1:00PM,39.2779,-76.6227,America/New_York,11.4,4.9,68.03999999999999,90,1014.1
Cincinnati,OH,Paycor Stadium,2020-11-01,1:00PM,39.0954,-84.516,America/New_York,10.3,0.0,103.32,44,1019.2
Orchard Park,NY,Highmark Stadium,2020-11-01,1:00PM,42.7738,-78.7868,America/New_York,6.7,2.6,93.24,89,1005.8
Cleveland,OH,FirstEnergy Stadium,2020-11-01,1:00PM,41.5061,-81.6995,America/New_York,7.9,0.1,171.72000000000003,62,1011.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-11-01,1:00PM,39.049,-94.4839,America/Chicago,8.5,0.0,55.440000000000005,41,1035.7
Denver,CO,Empower Field at Mile High,2020-11-01,4:05PM,39.7439,-105.0201,America/Denver,16.0,0.0,40.32,29,1026.4
Seattle,WA,Lumen Field,2020-11-01,4:25PM,47.5952,-122.3316,America/Los_Angeles,13.2,0.0,9.0,69,1021.7
Chicago,IL,Soldier Field,2020-11-01,4:25PM,41.8623,-87.6167,America/Chicago,3.6,0.0,145.8,41,1025.3
Philadelphia,PA,Lincoln Financial Field,2020-11-01,8:20PM,39.9008,-75.1675,America/New_York,10.6,0.0,82.44,76,1008.7
East Rutherford,NJ,MetLife Stadium,2020-11-02,8:15PM,40.8136,-74.0744,America/New_York,4.7,0.0,64.08,47,1013.7
Santa Clara,CA,Levi's Stadium,2020-11-05,8:20PM,37.403,-121.9692,America/Los_Angeles,18.9,0.0,11.879999999999999,64,1013.8
Indianapolis,IN,Lucas Oil Stadium,2020-11-08,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,21.6,0.0,37.800000000000004,59,1025.8
Minneapolis,MN,U.S. Bank Stadium,2020-11-08,1:00PM,44.974,-93.2581,America/Chicago,20.7,0.0,103.68,57,1010.9
Jacksonville,FL,TIAA Bank Field,2020-11-08,1:00PM,30.3239,-81.6373,America/New_York,26.4,0.2,101.52,68,1018.7
Atlanta,GA,Mercedes-Benz Stadium,2020-11-08,1:00PM,33.755,-84.4008,America/New_York,20.5,0.1,107.64,78,1024.4
Orchard Park,NY,Highmark Stadium,2020-11-08,1:00PM,42.7738,-78.7868,America/New_York,18.9,0.0,25.56,51,1028.3
Kansas City,MO,GEHA Field at Arrowhead Stadium,2020-11-08,1:00PM,39.049,-94.4839,America/Chicago,21.9,0.0,105.12,62,1015.0
Nashville,TN,Nissan Stadium,2020-11-08,1:00PM,36.1665,-86.7713,America/Chicago,24.7,0.0,42.480000000000004,57,1023.5
Inglewood,CA,SoFi Stadium,2020-11-08,4:05PM,33.9535,-118.3392,America/Los_Angeles,14.9,0.0,198.36,51,1007.6
Landover,MD,FedExField,2020-11-08,1:00PM,38.9078,-76.8645,America/New_York,20.7,0.0,11.16,67,1029.1
Glendale,AZ,State Farm Stadium,2020-11-08,4:25PM,33.5275,-112.2625,America/Phoenix,17.0,0.0,78.12,37,1007.3
Arlington,TX,AT&T Stadium,2020-11-08,4:25PM,32.7473,-97.0945,America/Chicago,23.9,0.0,84.24,55,1013.2
Tampa,FL,Raymond James Stadium,2020-11-08,8:20PM,27.9759,-82.5033,America/New_York,23.2,0.3,93.60000000000001,88,1012.5
East Rutherford,NJ,MetLife Stadium,2020-11-09,8:15PM,40.8136,-74.0744,America/New_York,13.6,0.0,29.52,87,1025.0
Nashville,TN,Nissan Stadium,2020-11-12,8:20PM,36.1665,-86.7713,America/Chicago,8.8,0.0,37.800000000000004,76,1017.4
Cleveland,OH,FirstEnergy Stadium,2020-11-15,1:00PM,41.5061,-81.6995,America/New_York,12.7,0.1,144.72000000000003,79,996.8
Detroit,MI,Ford Field,2020-11-15,1:00PM,42.34,-83.0456,America/Detroit,11.5,1.7,165.96,78,992.9
Green Bay,WI,Lambeau Field,2020-11-15,1:00PM,44.5013,-88.0622,America/Chicago,3.5,0.0,124.92000000000002,78,993.2
East Rutherford,NJ,MetLife Stadium,2020-11-15,1:00PM,40.8136,-74.0744,America/New_York,13.5,0.0,108.72,59,1018.0
Charlotte,NC,Bank of America Stadium,2020-11-15,1:00PM,35.2258,-80.8528,America/New_York,21.1,0.0,81.72,75,1016.1
Las Vegas,NV,Allegiant Stadium,2020-11-15,4:05PM,36.0908,-115.183,America/Los_Angeles,17.9,0.0,9.0,15,1021.9
Miami Gardens,FL,Hard Rock Stadium,2020-11-15,4:05PM,25.958,-80.238,America/New_York,28.0,0.0,39.6,67,1016.6
Glendale,AZ,State Farm Stadium,2020-11-15,4:05PM,33.5275,-112.2625,America/Phoenix,26.0,0.0,16.56,12,1016.9
Pittsburgh,PA,Acrisure Stadium,2020-11-15,4:25PM,40.4468,-80.0158,America/New_York,11.7,1.8,141.84,83,1003.8
New Orleans,LA,Caesars Superdome,2020-11-15,4:25PM,29.9509,-90.0815,America/Chicago,22.9,0.0,78.12,54,1018.3
Foxborough,MA,Gillette Stadium,2020-11-15,8:20PM,42.0909,-71.2643,America/New_York,10.2,0.0,87.48,77,1011.8
Inglewood,CA,SoFi Stadium,2020-11-15,4:25PM,33.9535,-118.3392,America/Los_Angeles,20.2,0.0,63.72,36,1016.9
Chicago,IL,Soldier Field,2020-11-16,8:15PM,41.8623,-87.6167,America/Chicago,6.0,0.0,97.56,66,1016.2
Seattle,WA,Lumen Field,2020-11-19,8:20PM,47.5952,-122.3316,America/Los_Angeles,7.3,0.2,63.72,88,1027.8
New Orleans,LA,Caesars Superdome,2020-11-22,1:00PM,29.9509,-90.0815,America/Chicago,22.2,0.0,35.28,63,1021.6
Landover,MD,FedExField,2020-11-22,1:00PM,38.9078,-76.8645,America/New_York,11.7,0.0,35.64,68,1027.0
Cleveland,OH,FirstEnergy Stadium,2020-11-22,1:00PM,41.5061,-81.6995,America/New_York,4.8,1.4,47.519999999999996,90,1020.2
Houston,TX,NRG Stadium,2020-11-22,1:00PM,29.6847,-95.4107,America/Chicago,24.6,0.0,11.520000000000001,56,1022.1
Jacksonville,FL,TIAA Bank Field,2020-11-22,1:00PM,30.3239,-81.6373,America/New_York,22.1,0.3,54.0,85,1021.1
Baltimore,MD,M&T Bank Stadium,2020-11-22,1:00PM,39.2779,-76.6227,America/New_York,10.2,0.0,41.04,67,1027.7
Charlotte,NC,Bank of America Stadium,2020-11-22,1:00PM,35.2258,-80.8528,America/New_York,15.2,0.0,16.92,78,1024.1
Denver,CO,Empower Field at Mile High,2020-11-22,4:05PM,39.7439,-105.0201,America/Denver,6.4,0.0,61.56000000000001,25,1022.8
