YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Miami Dolphins,15,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Atlanta Falcons,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,New England Patriots,14,1.0,5.0,5.0,5.0,0.0,1.0,100.0,0.0,0.0,1.0
2021,New England Patriots,16,9.0,40.0,4.4,9.0,0.0,2.0,22.2,0.0,0.0,0.0
2020,Tennessee Titans,15,2.0,4.0,2.0,3.0,1.0,1.0,50.0,0.0,0.0,0.0
2019,Tennessee Titans,16,4.0,78.0,19.5,57.0,0.0,2.0,50.0,1.0,1.0,0.0
2018,Tennessee Titans,13,,,,,,,,,,
2017,Tennessee Titans,16,,,,,,,,,,
TOTAL,,122,19.0,126.0,6.6,57.0,1.0,6.0,31.6,1.0,1.0,1.0
