YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,San Francisco 49ers,13,,,,,,,,,,
2023,San Francisco 49ers,16,1.0,2.0,2.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0
2022,San Francisco 49ers,15,,,,,,,,,,
2021,San Francisco 49ers,14,3.0,20.0,6.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,San Francisco 49ers,8,2.0,17.0,8.5,9.0,0.0,1.0,50.0,0.0,0.0,0.0
2019,San Francisco 49ers,14,5.0,22.0,4.4,18.0,0.0,1.0,20.0,0.0,0.0,0.0
2018,San Francisco 49ers,16,1.0,10.0,10.0,10.0,0.0,1.0,100.0,0.0,0.0,0.0
2017,San Francisco 49ers,15,,,,,,,,,,
TOTAL,,111,12.0,71.0,5.9,18.0,0.0,4.0,33.3,0.0,0.0,0.0
