YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Denver Broncos,16,,,,,,,,,,
2023,Denver Broncos,16,,,,,,,,,,
2022,Denver Broncos,15,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Denver Broncos,17,,,,,,,,,,
2020,Denver Broncos,1,,,,,,,,,,
2019,Denver Broncos,16,3.0,17.0,5.7,9.0,0.0,1.0,33.3,0.0,0.0,0.0
2018,Denver Broncos,16,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,,97,5.0,21.0,4.2,9.0,0.0,1.0,20.0,0.0,0.0,0.0
