YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Buffalo Bills,14,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Buffalo Bills,17,1.0,10.0,10.0,10.0,0.0,1.0,100.0,0.0,0.0,0.0
2022,Buffalo Bills,14,,,,,,,,,,
TOTAL,,45,3.0,14.0,4.7,10.0,0.0,1.0,33.3,0.0,0.0,0.0
