YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Cleveland Browns,15,,,,,,,,,,
2023,Denver Broncos,16,,,,,,,,,,
2022,Denver Broncos,15,4.0,40.0,10.0,14.0,0.0,4.0,100.0,0.0,0.0,0.0
2021,Denver Broncos,10,2.0,3.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Denver Broncos,16,,,,,,,,,,
TOTAL,,72,6.0,43.0,7.2,14.0,0.0,4.0,66.7,0.0,0.0,0.0
