YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Las Vegas Raiders,15,4,14,3.5,12,0,2,50,0,0,0
TOTAL,,15,4,14,3.5,12,0,2,50,0,0,0
