YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Atlanta Falcons,15,,,,,,,,,,
2023,Chicago Bears,15,2.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Chicago Bears,12,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Chicago Bears,17,6.0,32.0,5.3,15.0,1.0,2.0,33.3,0.0,0.0,0.0
2020,Chicago Bears,16,4.0,20.0,5.0,16.0,0.0,1.0,25.0,0.0,0.0,0.0
TOTAL,,75,13.0,59.0,4.5,16.0,1.0,3.0,23.1,0.0,0.0,0.0
