YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Tennessee Titans,15,5.0,51.0,10.2,19.0,1.0,3.0,60.0,0.0,0.0,1.0
2023,Jacksonville Jaguars,17,9.0,23.0,2.6,18.0,0.0,3.0,33.3,0.0,0.0,0.0
2021,Atlanta Falcons,5,,,,,,,,,,
2020,Atlanta Falcons,15,5.0,1.0,0.2,8.0,0.0,1.0,20.0,0.0,0.0,0.0
2019,Atlanta Falcons,13,2.0,34.0,17.0,19.0,0.0,2.0,100.0,0.0,0.0,0.0
2018,Atlanta Falcons,16,6.0,27.0,4.5,9.0,0.0,1.0,16.7,0.0,0.0,0.0
TOTAL,,81,27.0,136.0,5.0,19.0,1.0,10.0,37.0,0.0,0.0,1.0
