year,player_id,player_name,team,position,games_played,fpts,fpts_ppr,fpts_per_game,fpts_ppr_per_game,yds,td
2026.0,7c6f95b7e82ad9ccef5a15db340629f1,Puka Nacua,LAR,WR,16.0,246.0,375.0,15.38,23.4,1715.0,10.0
2026.0,367666aa8ff526c1ce8c7a988ae6c34d,Jaxon Smith-Njigba,SEA,WR,17.0,240.89999999999998,359.9,14.17,21.2,1793.0,10.0
2026.0,67d4e60fe3be1b7825587c0d7e9304bd,Amon-Ra St. Brown,DET,WR,17.0,207.0,324.0,12.18,19.1,1401.0,11.0
2026.0,d80ba7e7646b054367dfd79844645035,Ja'Marr Chase,CIN,WR,16.0,188.60000000000002,313.6,11.79,19.6,1412.0,8.0
2026.0,081e1f9aed23e3f4a8910fdd775485f0,George Pickens,DAL,WR,17.0,198.89999999999998,291.9,11.7,17.2,1429.0,9.0
2026.0,35dae00978f7d2c1e75695321d958b92,Chris Olave,NO,WR,16.0,169.0,269.0,10.56,16.8,1163.0,9.0
2026.0,86167e76b15027fb3f3d7b41a941f1b4,Zay Flowers,BAL,WR,17.0,157.3,243.3,9.25,14.3,1211.0,5.0
2026.0,7ae120d73fa62992076b46c958d6ea33,Nico Collins,HOU,WR,15.0,155.2,226.2,10.35,15.1,1117.0,6.0
2026.0,0bdf5d7dfbc0d24d935df466f23ccb81,Davante Adams,LAR,WR,14.0,162.9,222.9,11.64,15.9,789.0,14.0
2026.0,1fce84827dedd1aac373d50072b0ad22,Michael Wilson,ARI,WR,17.0,142.6,220.6,8.39,13.0,1006.0,7.0
2026.0,81328e46399cc9bfa60147d7243d5dbc,A.J. Brown,PHI,WR,15.0,142.3,220.3,9.49,14.7,1003.0,7.0
2026.0,408bdfd87393a2d96403b2c454267b3a,Jameson Williams,DET,WR,17.0,154.9,219.9,9.11,12.9,1117.0,7.0
2026.0,d322936ce3ee94e4d1ed6ad0828bf1a1,Courtland Sutton,DEN,WR,17.0,145.7,219.7,8.57,12.9,1017.0,7.0
2026.0,cd7c65282a51e624a1dbe37d57a125e1,Wan'Dale Robinson,TEN,WR,16.0,125.9,217.9,7.87,13.6,1014.0,4.0
2026.0,af50eb816af6518befd8d1e6109fc505,Tee Higgins,CIN,WR,15.0,152.6,211.6,10.17,14.1,846.0,11.0
2026.0,76a4df0852fbe4c648370395f7a947f4,Tetairoa McMillan,CAR,WR,17.0,141.4,211.4,8.32,12.4,1014.0,7.0
2026.0,2b21188f7b4bbf2db8b9af80939ebb06,Stefon Diggs,FA,WR,17.0,125.30000000000001,210.3,7.37,12.4,1013.0,4.0
2026.0,5cf821c75bad6c3ba895219d8a776451,Michael Pittman Jr.,PIT,WR,17.0,122.4,202.4,7.2,11.9,784.0,7.0
2026.0,f6bfed9eaa661234daf4969e80c5f4aa,Drake London,ATL,WR,12.0,133.9,201.9,11.16,16.8,919.0,7.0
2026.0,cb833b5000b63990d23a3c965d9a9358,DeVonta Smith,PHI,WR,17.0,124.80000000000001,201.8,7.34,11.9,1008.0,4.0
2026.0,64ada296ed1c8c6dcfcc3a322a455a25,Justin Jefferson,MIN,WR,17.0,117.5,201.5,6.91,11.9,1048.0,2.0
2026.0,85bf4f954f442f4e2cdc0cd466e3c06e,CeeDee Lamb,DAL,WR,14.0,125.9,200.9,8.99,14.4,1077.0,3.0
2026.0,4b3e40f9a26f70a3b68e313eb420b06b,Emeka Egbuka,TB,WR,17.0,132.7,195.7,7.81,11.5,938.0,6.0
2026.0,6a8106a280b0cfe1bd26296e3c4f8633,Jaylen Waddle,DEN,WR,16.0,130.1,194.1,8.13,12.1,910.0,6.0
2026.0,3fbeb7dccbc0b6603d6009caa2c51324,Deebo Samuel Sr.,FA,WR,16.0,116.19999999999999,188.2,7.26,11.8,727.0,5.0
2026.0,07d7c7cb4b8705bf524b529fbd8379cb,DK Metcalf,PIT,WR,15.0,128.2,187.2,8.55,12.5,850.0,6.0
2026.0,2d46f289ad9f8e7bf480920e753b46b9,Parker Washington,JAC,WR,16.0,126.69999999999999,184.7,7.92,11.5,847.0,5.0
2026.0,d56a4cfa1280e57aec40056dc55951a4,Alec Pierce,IND,WR,15.0,136.3,183.3,9.09,12.2,1003.0,6.0
2026.0,e1285d1b47a5a58ede8f199cca317da3,Keenan Allen,LAC,WR,17.0,101.69999999999999,182.7,5.98,10.7,777.0,4.0
2026.0,5df90e37a36afc26de24a16005a928fe,Ladd McConkey,LAC,WR,16.0,114.9,180.9,7.18,11.3,789.0,6.0
2026.0,eded9e2119efcb50e57b4e0a7a527cca,Troy Franklin,DEN,WR,17.0,112.1,177.1,6.59,10.4,709.0,6.0
2026.0,4a8b43f10100e25cb05d22e38d841f3f,Jakobi Meyers,JAC,WR,16.0,100.80000000000001,175.8,6.3,11.0,835.0,3.0
2026.0,91fd5f4e5f84bff7bd2422f4e0b48b8f,Jauan Jennings,FA,WR,15.0,118.30000000000001,173.3,7.89,11.6,643.0,9.0
2026.0,b9a4c5a9bc10b22bc6897836cdac5d9e,Quentin Johnston,LAC,WR,14.0,120.19999999999999,171.2,8.59,12.2,735.0,8.0
2026.0,de494dda681296ddeba21ce019be2cd4,DJ Moore,BUF,WR,17.0,120.19999999999999,170.2,7.07,10.0,682.0,6.0
2026.0,a099cafb48e2462d2ef435a75171e219,Khalil Shakir,BUF,WR,16.0,94.4,166.4,5.9,10.4,719.0,4.0
2026.0,3107651d15a6a173a3ca38757136b677,Romeo Doubs,NE,WR,16.0,110.4,165.4,6.9,10.3,724.0,6.0
2026.0,91e2e2da9d5328bd969a7fe7f9f6c951,Tre Tucker,LV,WR,17.0,104.69999999999999,161.7,6.16,9.5,696.0,5.0
2026.0,5039318efd167fd47ff18527e818e3bc,Rashid Shaheed,SEA,WR,18.0,97.6,156.6,5.42,8.7,687.0,2.0
2026.0,337151674c3e1cc7c03799afad617ab8,Rashee Rice,KC,WR,8.0,97.1,150.1,12.14,18.8,571.0,5.0
2026.0,d679fdede71899d56bfd9fdd7b9781d2,Rome Odunze,CHI,WR,12.0,102.1,146.1,8.51,12.2,661.0,6.0
2026.0,3a19be88142fd5e02af3c469108976ef,Brian Thomas Jr.,JAC,WR,14.0,90.80000000000001,138.8,6.49,9.9,707.0,2.0
2026.0,d4c5394cdc4d35aa10662343833b4883,Hollywood Brown,PHI,WR,16.0,88.69999999999999,137.7,5.54,8.6,587.0,5.0
2026.0,a066a849d86e6fa451a89f687d60ab96,Josh Downs,IND,WR,16.0,78.4,136.4,4.9,8.5,566.0,4.0
2026.0,e3a1b80dc05ed3a807fc926329de2a98,Jordan Addison,MIN,WR,14.0,93.1,135.1,6.65,9.7,610.0,3.0
2026.0,7e53d0c15292c2e48ee8f1c94996a03d,Christian Watson,GB,WR,10.0,97.4,132.4,9.74,13.2,611.0,6.0
2026.0,5c12e808aa525dfdd47651d0561a2c07,Jayden Higgins,HOU,WR,17.0,88.5,129.5,5.21,7.6,525.0,6.0
2026.0,b2df87b5be15ca1bc353c6a844de0f08,Luther Burden III,CHI,WR,15.0,80.9,127.9,5.39,8.5,652.0,2.0
2026.0,d6b117c9f2c49983086d11aa742b1af8,Marvin Harrison Jr.,ARI,WR,12.0,86.8,127.8,7.23,10.7,608.0,4.0
2026.0,ca4586e00b4f4d7bad6f756d12ad7d2b,Chimere Dike,TEN,WR,17.0,78.1,126.1,4.59,7.4,423.0,4.0
2026.0,38b2015ad0fcda54dc132b7ed2808318,Kayshon Boutte,NE,WR,14.0,91.1,124.1,6.51,8.9,551.0,6.0
2026.0,f96158cd23ebe7eb4792c5ef8afc2faa,Jerry Jeudy,CLE,WR,17.0,70.7,120.7,4.16,7.1,602.0,2.0
2026.0,90e1545a5290ab68896cd5fde1067d82,Cooper Kupp,SEA,WR,16.0,70.3,117.3,4.39,7.3,593.0,2.0
2026.0,892d0dedf8c0cf39d3e29a2497ad8423,Malik Washington,MIA,WR,17.0,70.7,116.7,4.16,6.9,317.0,3.0
