year,week,player_id,player_name,team,position,games_played,fpts,fpts_ppr,fpts_per_game,fpts_ppr_per_game,yds,td
2026.0,18,149c50230528d892f59eb3a43784cfe2,Trey McBride,ARI,TE,17.0,189.89999999999998,315.9,11.17,18.6,1239.0,11.0
2026.0,18,66dc4ae7ea8b39738c14b12116b424d3,Kyle Pitts Sr.,ATL,TE,17.0,122.80000000000001,210.8,7.22,12.4,928.0,5.0
2026.0,18,d1a3dbc9e6b23848ee7d758ba49be4e6,Travis Kelce,KC,TE,17.0,117.19999999999999,193.2,6.89,11.4,851.0,5.0
2026.0,18,6ff2512a50fd76203e97631f480768a8,Tyler Warren,IND,TE,17.0,112.5,188.5,6.62,11.1,817.0,4.0
2026.0,18,d2a4212a6f597cc9f7590a23eb7dad6b,Jake Ferguson,DAL,TE,17.0,106.1,188.1,6.24,11.1,600.0,8.0
2026.0,18,4c0b1e2c83db8fb57e90cafbfee313da,Harold Fannin Jr.,CLE,TE,16.0,114.4,186.4,7.15,11.7,731.0,6.0
2026.0,18,5f0ba329b995c93b32f60de2da1e75b9,Dallas Goedert,PHI,TE,15.0,125.1,185.1,8.34,12.3,591.0,11.0
2026.0,18,15192466708adb1c128f417694b0c1e1,Juwan Johnson,NO,TE,17.0,102.9,179.9,6.05,10.6,889.0,3.0
2026.0,18,0c6caf30777de7d20ef46d52f3493131,Hunter Henry,NE,TE,17.0,118.80000000000001,178.8,6.99,10.5,768.0,7.0
2026.0,18,025e84af528c42fbc8ce5915f65b78b6,Dalton Schultz,HOU,TE,17.0,95.69999999999999,177.7,5.63,10.5,777.0,3.0
2026.0,18,d8315629d06121541cd6929bc880b256,Brock Bowers,LV,TE,12.0,112.19999999999999,176.2,9.35,14.7,680.0,7.0
2026.0,18,ad6b361d08fdf733882c66853c7c87f5,Colston Loveland,CHI,TE,16.0,107.1,165.1,6.69,10.3,713.0,6.0
2026.0,18,734e8a8c5ca074911074dce1c38fbc19,George Kittle,SF,TE,11.0,104.5,161.5,9.5,14.7,628.0,7.0
2026.0,18,fb10236dd63ea42433f2b503d88f5d94,AJ Barner,SEA,TE,17.0,95.30000000000001,147.3,5.61,8.7,519.0,6.0
2026.0,18,93e614163c496d54f7cd587514d1a1dc,Oronde Gadsden II,LAC,TE,15.0,82.4,131.4,5.49,8.8,664.0,3.0
2026.0,18,9e1035be27b13b71d90fe1ca2b384347,Mark Andrews,BAL,TE,17.0,83.0,131.0,4.88,7.7,422.0,5.0
2026.0,18,12d2804a381b38bad9a6f0511ac2a70b,Colby Parkinson,LAR,TE,15.0,86.80000000000001,129.8,5.79,8.7,408.0,8.0
2026.0,18,7b109874c2642fbcbb7cf7214e9ba713,Theo Johnson,NYG,TE,15.0,82.8,127.8,5.52,8.5,528.0,5.0
2026.0,18,08dfc03321b8773b719565f1cac4b9bb,Zach Ertz,FA,TE,13.0,76.4,126.4,5.88,9.7,504.0,4.0
2026.0,18,8dcba3a17d1e3d5256c89d09e50c7549,Dalton Kincaid,BUF,TE,12.0,87.1,126.1,7.26,10.5,571.0,5.0
2026.0,18,7724c388dae3e312504f39b5184eaa93,Chig Okonkwo,WAS,TE,17.0,68.0,124.0,4.0,7.3,560.0,2.0
2026.0,18,1d3883b8b01abfca677e9f23cc5fce73,Cade Otton,TB,TE,16.0,63.2,122.2,3.95,7.6,572.0,1.0
2026.0,18,5ddeda4e601503a713f93fe497cadf63,Brenton Strange,JAC,TE,12.0,72.0,118.0,6.0,9.8,540.0,3.0
2026.0,18,fa345334790e14d6fa9ac1b4f16c423f,Tucker Kraft,GB,TE,8.0,85.2,117.2,10.65,14.7,489.0,6.0
2026.0,18,4b841ae2534a9937a01c6c1d8175d15b,Pat Freiermuth,PIT,TE,17.0,72.6,113.6,4.27,6.7,486.0,4.0
2026.0,18,57e8757b3eb0c1ab862fea76188c1fff,T.J. Hockenson,MIN,TE,15.0,61.8,112.8,4.12,7.5,438.0,3.0
2026.0,18,4f9c7d7bc16754e1841cbdcd2331143e,Sam LaPorta,DET,TE,9.0,66.9,106.9,7.43,11.9,489.0,3.0
2026.0,18,8138311d61dbc9958841bbcc4848ef39,Dawson Knox,BUF,TE,17.0,67.7,103.7,3.98,6.1,417.0,4.0
2026.0,18,25a852007b3b00d3d1ddb2c408c1ba84,Evan Engram,DEN,TE,16.0,52.8,102.8,3.3,6.4,461.0,1.0
2026.0,18,636753221f18821d2e29511120169bd7,Jake Tonges,SF,TE,16.0,59.3,93.3,3.71,5.8,293.0,5.0
2026.0,18,5c838b5eb47e9a01484c9f19894a87c1,Gunnar Helm,TEN,TE,16.0,47.7,91.7,2.98,5.7,357.0,2.0
2026.0,18,79948b1d8ff3a67d22601a4e4457ac2d,Mason Taylor,NYJ,TE,13.0,44.900000000000006,88.9,3.45,6.8,369.0,1.0
2026.0,18,b3289448b4027f8a355c4248657795d7,Darren Waller,FA,TE,9.0,64.7,88.7,7.19,9.9,283.0,6.0
2026.0,18,8f19e094447c91c3335cc8dee3985407,David Njoku,FA,TE,12.0,53.3,86.3,4.44,7.2,293.0,4.0
2026.0,18,47d716638c445e84811d7054847f8543,Jonnu Smith,FA,TE,17.0,47.2,85.2,2.78,5.0,222.0,2.0
2026.0,18,528cfad8e9ad2966264ce6f8b7f2be03,Cole Kmet,CHI,TE,16.0,48.7,78.7,3.04,4.9,347.0,2.0
2026.0,18,268056eb7a0b7ed465d7688764408995,Noah Fant,NO,TE,15.0,40.8,74.8,2.72,5.0,288.0,3.0
2026.0,18,2c9318a275feff15b38590c8afbae5ad,Michael Mayer,LV,TE,13.0,38.8,73.8,2.98,5.7,328.0,1.0
2026.0,18,890f9655fc3460552c204e9ec2971623,Darnell Washington,PIT,TE,16.0,42.400000000000006,73.4,2.65,4.6,364.0,1.0
2026.0,18,8e4e360f0f27f6b9e21c9ed6f73410ce,Tyler Higbee,LAR,TE,10.0,46.099999999999994,71.1,4.61,7.1,281.0,3.0
2026.0,18,13078133c466538c657c32696f0b326f,Mike Gesicki,CIN,TE,13.0,42.7,70.7,3.28,5.4,307.0,2.0
2026.0,18,a48d892c37917886f02fcbe8d989093e,Tommy Tremble,CAR,TE,17.0,36.9,63.9,2.17,3.8,249.0,2.0
2026.0,18,22049b9868bc17d70b88cf19525d7a74,Davis Allen,LAR,TE,17.0,38.8,62.8,2.28,3.7,208.0,3.0
2026.0,18,516289a6cb54a747dc55ec09d009a538,Greg Dulcich,MIA,TE,10.0,36.8,62.8,3.68,6.3,335.0,1.0
2026.0,18,48b077863ca88febdf0082c641837f0d,Isaiah Likely,NYG,TE,14.0,34.7,61.7,2.48,4.4,307.0,1.0
2026.0,18,fdb547e5bf499be9e2df4832660ce352,Daniel Bellinger,TEN,TE,16.0,40.6,59.6,2.54,3.7,286.0,2.0
2026.0,18,ebaf8389710d4f51741511369c1eef9d,Austin Hooper,ATL,TE,16.0,38.3,59.3,2.39,3.7,263.0,2.0
2026.0,18,41ec546fc560147eb2fc86b0f3492f62,Elijah Higgins,ARI,TE,17.0,28.1,58.1,1.65,3.4,301.0,0.0
2026.0,18,8b6282fdba6e87fa0f9aae59160bfda7,Josh Oliver,MIN,TE,15.0,40.0,55.0,2.67,3.7,160.0,4.0
2026.0,18,2a02168996b262933512f9381e255b7f,Ja'Tavion Sanders,CAR,TE,13.0,25.0,54.0,1.92,4.2,190.0,1.0
2026.0,18,707a244671df41713fdd0331c66ec7ad,Jackson Hawes,BUF,TE,17.0,36.7,52.7,2.16,3.1,187.0,3.0
2026.0,18,fb8b9aebd9a517b29cc7402672061402,Terrance Ferguson,LAR,TE,13.0,41.1,52.1,3.16,4.0,231.0,3.0
2026.0,18,c5f7c2abc2a15899e605e49fc26ff01b,Luke Musgrave,GB,TE,17.0,25.200000000000003,49.2,1.48,2.9,252.0,0.0
2026.0,18,70fc10dfa861b2d758ed094919d85d15,Mitchell Evans,CAR,TE,17.0,29.200000000000003,48.2,1.72,2.8,171.0,2.0
2026.0,18,e523c4b6f1135e23b310f213841ad9f5,Tanner Hudson,CIN,TE,13.0,28.799999999999997,47.8,2.22,3.7,168.0,2.0
2026.0,18,4c41d4e3ac159960ad07331c7bec0bb0,Jeremy Ruckert,NYJ,TE,17.0,23.9,46.9,1.41,2.8,179.0,1.0
2026.0,18,5fa374ddb6b00946fcfa8924d3532dfb,Adam Trautman,DEN,TE,17.0,25.5,45.5,1.5,2.7,195.0,1.0
2026.0,18,0c0d30b551890e05c807e9cd5c51d7cc,Taysom Hill,FA,TE,13.0,30.799999999999997,41.8,2.37,3.2,91.0,0.0
2026.0,18,8151482d6c9a8e36a671885f22c472fd,Noah Gray,KC,TE,16.0,17.799999999999997,38.8,1.11,2.4,178.0,0.0
2026.0,18,87c2c3114e4c419339e1ace8d99ae186,Elijah Arroyo,SEA,TE,13.0,21.9,36.9,1.68,2.8,179.0,1.0
2026.0,18,2e9e019f822c23fe47a882a44d38eb66,Brock Wright,DET,TE,11.0,22.799999999999997,36.8,2.07,3.3,108.0,2.0
2026.0,18,bf9ce8021911e3e76a3e4159000beccf,Charlie Kolar,LAC,TE,17.0,26.200000000000003,36.2,1.54,2.1,142.0,2.0
2026.0,18,04d0aa348a9b3a18d9d570dde6e169d0,Hunter Long,JAC,TE,9.0,20.5,32.5,2.28,3.6,85.0,2.0
2026.0,18,37b0c8d6f7253224f1bd7aafb8f7f740,Drew Sample,CIN,TE,17.0,16.9,31.9,0.99,1.9,106.0,1.0
2026.0,18,39b89802f1852582ed08d1e2eb5b57d1,Julian Hill,NE,TE,14.0,16.0,31.0,1.14,2.2,140.0,0.0
2026.0,18,e994fd37c5198269b14ebc19a52cce2a,Mo Alie-Cox,IND,TE,17.0,17.7,30.7,1.04,1.8,117.0,1.0
2026.0,18,59d881c2d3fbf14e0836936e5d2b584b,Luke Farrell,SF,TE,17.0,18.5,29.5,1.09,1.7,85.0,2.0
2026.0,18,5afebb3c9b081671026ee62a79be4739,Ben Sinnott,WAS,TE,16.0,17.4,28.4,1.09,1.8,114.0,1.0
