YEAR,TEAM,G,ATT,YDS,AVG,LNG,TD,1st,1st%,20+,40+,FUM
2024,Philadelphia Eagles,15,150,630,4.2,35,14,62,41.3,7,0,4
2023,Philadelphia Eagles,17,157,605,3.8,24,15,68,43.3,2,0,4
2022,Philadelphia Eagles,15,165,760,4.6,42,13,67,40.6,7,1,5
2021,Philadelphia Eagles,15,139,784,5.6,31,10,56,40.3,7,0,3
2020,Philadelphia Eagles,15,63,354,5.6,24,3,24,38.1,3,0,6
TOTAL,,77,674,3133,4.6,42,55,277,41.1,26,1,22
